SurveySeason,Region,NetType,CommonName,Core_Survey,Month,SurveyCategory,N_Fish,Length_Mean,Length_SD,Length_Min,Length_Q1,Length_Q5,Length_Q25,Length_Median,Length_Q75,Length_Q95,Length_Q99,Length_Max
Bay Study,NA,Pelagic Trawl,Longfin_Smelt,FALSE,4,Other Pelagic,43,72,24,40,40,40,44,76,92,104,111,116
Bay Study,NA,Pelagic Trawl,Longfin_Smelt,FALSE,5,Other Pelagic,44,61,24,40,40,40,41,46,87,97,107,113
Bay Study,NA,Pelagic Trawl,Longfin_Smelt,FALSE,6,Other Pelagic,53,54,20,40,40,40,43,46,53,97,114,125
Bay Study,NA,Pelagic Trawl,Longfin_Smelt,FALSE,7,Other Pelagic,17,51,20,40,40,40,40,45,46,97,108,111
Bay Study,NA,Pelagic Trawl,Longfin_Smelt,FALSE,8,Other Pelagic,26,50,8,41,41,42,45,48,55,66,68,69
Bay Study,NA,Pelagic Trawl,Longfin_Smelt,FALSE,9,Other Pelagic,24,58,15,45,45,47,51,55,59,67,110,123
Bay Study,NA,Pelagic Trawl,Longfin_Smelt,FALSE,10,Other Pelagic,5,61,5,55,55,55,57,61,64,66,66,66
Bay Study,NA,Pelagic Trawl,Longfin_Smelt,FALSE,11,Other Pelagic,14,66,19,52,52,54,57,62,66,91,121,129
Bay Study,NA,Pelagic Trawl,Longfin_Smelt,FALSE,12,Other Pelagic,58,66,15,50,51,51,56,61,70,100,121,126
Bay Study,NA,Pelagic Trawl,Northern_Anchovy,FALSE,1,Other Pelagic,4082,68,17,40,40,41,49,74,81,90,96,114
Bay Study,NA,Pelagic Trawl,Northern_Anchovy,FALSE,2,Other Pelagic,9175,69,15,40,40,43,60,72,78,91,101,130
Bay Study,NA,Pelagic Trawl,Northern_Anchovy,FALSE,3,Other Pelagic,41588,79,15,40,42,51,69,79,88,105,115,144
Bay Study,NA,Pelagic Trawl,Northern_Anchovy,FALSE,4,Other Pelagic,36551,74,15,40,42,51,63,72,85,98,107,139
Bay Study,NA,Pelagic Trawl,Northern_Anchovy,FALSE,5,Other Pelagic,125630,83,19,40,49,57,68,82,98,113,124,147
Bay Study,NA,Pelagic Trawl,Northern_Anchovy,FALSE,6,Other Pelagic,140351,77,15,35,51,58,66,74,85,107,120,160
Bay Study,NA,Pelagic Trawl,Northern_Anchovy,FALSE,7,Other Pelagic,188921,75,14,40,51,57,65,73,83,100,117,170
Bay Study,NA,Pelagic Trawl,Northern_Anchovy,FALSE,8,Other Pelagic,155597,81,15,40,57,61,70,79,91,111,121,171
Bay Study,NA,Pelagic Trawl,Northern_Anchovy,FALSE,9,Other Pelagic,135523,79,14,34,54,62,70,76,86,106,117,140
Bay Study,NA,Pelagic Trawl,Northern_Anchovy,FALSE,10,Other Pelagic,101193,83,17,38,52,60,72,81,92,115,142,152
Bay Study,NA,Pelagic Trawl,Northern_Anchovy,FALSE,11,Other Pelagic,51096,71,13,40,44,53,64,70,76,97,110,133
Bay Study,NA,Pelagic Trawl,Northern_Anchovy,FALSE,12,Other Pelagic,44101,74,13,40,42,54,69,73,79,100,115,127
Bay Study,NA,Pelagic Trawl,Pacific_Herring,FALSE,1,Other Pelagic,866,166,32,36,77,87,160,171,188,202,210,218
Bay Study,NA,Pelagic Trawl,Pacific_Herring,FALSE,2,Other Pelagic,1575,157,32,35,79,90,145,163,178,197,207,226
Bay Study,NA,Pelagic Trawl,Pacific_Herring,FALSE,3,Other Pelagic,1323,92,43,30,30,32,40,103,121,166,183,207
Bay Study,NA,Pelagic Trawl,Pacific_Herring,FALSE,4,Other Pelagic,9801,50,13,27,31,34,43,49,55,66,117,194
Bay Study,NA,Pelagic Trawl,Pacific_Herring,FALSE,5,Other Pelagic,17818,49,8,30,33,37,44,48,53,60,66,163
Bay Study,NA,Pelagic Trawl,Pacific_Herring,FALSE,6,Other Pelagic,16041,55,11,33,38,42,48,54,59,76,89,188
Bay Study,NA,Pelagic Trawl,Pacific_Herring,FALSE,7,Other Pelagic,7163,63,6,37,49,55,59,63,67,72,76,160
Bay Study,NA,Pelagic Trawl,Pacific_Herring,FALSE,8,Other Pelagic,1886,66,6,28,51,58,62,65,68,76,83,154
Bay Study,NA,Pelagic Trawl,Pacific_Herring,FALSE,9,Other Pelagic,1728,71,7,40,58,62,66,71,75,83,89,115
Bay Study,NA,Pelagic Trawl,Pacific_Herring,FALSE,10,Other Pelagic,1193,76,8,47,61,66,71,75,79,86,92,210
Bay Study,NA,Pelagic Trawl,Pacific_Herring,FALSE,11,Other Pelagic,180,102,44,59,65,70,77,80,94,195,222,243
Bay Study,NA,Pelagic Trawl,Pacific_Herring,FALSE,12,Other Pelagic,962,150,38,35,76,83,118,165,180,200,209,215
Bay Study,NA,Pelagic Trawl,Striped_Bass,FALSE,1,Other Pelagic,36,254,104,83,83,83,188,261,284,436,436,436
Bay Study,NA,Pelagic Trawl,Striped_Bass,FALSE,2,Other Pelagic,117,190,140,95,95,97,117,135,254,358,910,910
Bay Study,NA,Pelagic Trawl,Striped_Bass,FALSE,3,Other Pelagic,48,266,83,148,148,149,190,280,310,410,425,425
Bay Study,NA,Pelagic Trawl,Striped_Bass,FALSE,4,Other Pelagic,117,313,134,142,142,153,242,286,340,568,803,803
Bay Study,NA,Pelagic Trawl,Striped_Bass,FALSE,5,Other Pelagic,69,342,115,138,138,202,289,309,382,612,627,627
Bay Study,NA,Pelagic Trawl,Striped_Bass,FALSE,6,Other Pelagic,75,383,115,225,225,257,290,336,456,605,622,622
Bay Study,NA,Pelagic Trawl,Striped_Bass,FALSE,7,Other Pelagic,42,394,58,309,309,310,347,380,421,526,529,529
Bay Study,NA,Pelagic Trawl,Striped_Bass,FALSE,8,Other Pelagic,39,370,69,248,248,248,319,367,431,500,500,500
Bay Study,NA,Pelagic Trawl,Striped_Bass,FALSE,9,Other Pelagic,15,402,58,327,327,327,364,405,421,493,493,493
Bay Study,NA,Pelagic Trawl,Striped_Bass,FALSE,10,Other Pelagic,6,525,90,443,443,443,443,525,607,607,607,607
Bay Study,NA,Pelagic Trawl,Striped_Bass,FALSE,11,Other Pelagic,33,366,158,198,198,198,281,315,376,809,809,809
Bay Study,NA,Pelagic Trawl,Striped_Bass,FALSE,12,Other Pelagic,39,267,73,148,148,148,241,272,290,459,459,459
Bay Study,NA,Pelagic Trawl,Threadfin_Shad,FALSE,1,Other Pelagic,17,96,16,77,77,78,88,94,102,121,139,143
Bay Study,NA,Pelagic Trawl,Threadfin_Shad,FALSE,2,Other Pelagic,2,94,11,87,87,88,91,94,98,101,102,102
Bay Study,NA,Pelagic Trawl,Threadfin_Shad,FALSE,4,Other Pelagic,2,94,10,87,87,88,90,94,98,100,101,101
Bay Study,NA,Pelagic Trawl,Threadfin_Shad,FALSE,9,Other Pelagic,2,110,2,108,108,108,109,110,110,111,111,111
Bay Study,NA,Pelagic Trawl,Threadfin_Shad,FALSE,10,Other Pelagic,12,116,6,104,105,107,113,118,119,123,125,126
Bay Study,NA,Pelagic Trawl,Threadfin_Shad,FALSE,11,Other Pelagic,12,103,11,90,90,92,94,99,108,121,125,126
Bay Study,NA,Pelagic Trawl,Threadfin_Shad,FALSE,12,Other Pelagic,63,97,12,76,77,80,89,96,104,117,129,140
Bay Study,NA,Pelagic Trawl,Topsmelt,FALSE,1,Other Pelagic,532,83,19,46,51,60,71,81,92,111,144,245
Bay Study,NA,Pelagic Trawl,Topsmelt,FALSE,2,Other Pelagic,925,78,11,40,62,65,71,76,83,96,125,150
Bay Study,NA,Pelagic Trawl,Topsmelt,FALSE,3,Other Pelagic,262,100,51,47,63,68,76,83,94,241,278,324
Bay Study,NA,Pelagic Trawl,Topsmelt,FALSE,4,Other Pelagic,189,91,27,54,62,66,78,87,96,116,219,236
Bay Study,NA,Pelagic Trawl,Topsmelt,FALSE,5,Other Pelagic,50,101,25,67,67,69,82,96,115,152,163,165
Bay Study,NA,Pelagic Trawl,Topsmelt,FALSE,6,Other Pelagic,59,105,28,56,58,67,92,101,110,153,200,201
Bay Study,NA,Pelagic Trawl,Topsmelt,FALSE,7,Other Pelagic,169,89,30,35,41,48,65,91,111,138,156,193
Bay Study,NA,Pelagic Trawl,Topsmelt,FALSE,8,Other Pelagic,317,75,23,41,46,53,63,69,77,129,151,191
Bay Study,NA,Pelagic Trawl,Topsmelt,FALSE,9,Other Pelagic,524,81,21,32,48,60,68,75,85,132,144,162
Bay Study,NA,Pelagic Trawl,Topsmelt,FALSE,10,Other Pelagic,739,81,17,49,55,63,70,77,87,106,145,221
Bay Study,NA,Pelagic Trawl,Topsmelt,FALSE,11,Other Pelagic,1242,81,14,47,60,64,72,78,86,105,138,174
Bay Study,NA,Pelagic Trawl,Topsmelt,FALSE,12,Other Pelagic,783,86,16,47,59,66,75,83,94,112,142,148
DJFMP,Far West,Beach Seine,American_Shad,FALSE,1,Beach Seine,3,94,13,84,84,84,86,89,98,106,108,108
DJFMP,Far West,Beach Seine,American_Shad,FALSE,2,Beach Seine,2,66,50,31,32,35,49,66,84,98,101,102
DJFMP,Far West,Beach Seine,American_Shad,FALSE,6,Beach Seine,2,147,11,139,139,140,143,147,151,154,155,155
DJFMP,Far West,Beach Seine,American_Shad,FALSE,8,Beach Seine,6,69,10,55,55,57,64,70,74,81,83,83
DJFMP,Far West,Beach Seine,American_Shad,FALSE,9,Beach Seine,13,74,9,63,63,65,68,71,80,89,90,90
DJFMP,Far West,Beach Seine,American_Shad,FALSE,10,Beach Seine,10,78,13,67,67,67,72,74,78,101,103,103
DJFMP,Far West,Beach Seine,American_Shad,FALSE,11,Beach Seine,7,88,9,77,77,78,82,87,94,100,101,101
DJFMP,Far West,Beach Seine,American_Shad,FALSE,12,Beach Seine,11,85,12,70,70,72,76,81,92,104,108,109
DJFMP,Far West,Beach Seine,Chinook_Salmon,FALSE,1,Beach Seine,9,35,2,32,32,32,34,34,35,38,38,38
DJFMP,Far West,Beach Seine,Chinook_Salmon,FALSE,3,Beach Seine,14,40,9,32,32,33,36,37,40,52,66,69
DJFMP,Far West,Beach Seine,Inland_Silverside,FALSE,1,Beach Seine,4,50,20,35,35,35,36,44,59,73,76,77
DJFMP,Far West,Beach Seine,Inland_Silverside,FALSE,2,Beach Seine,2,54,40,26,27,29,40,54,68,79,81,82
DJFMP,Far West,Beach Seine,Inland_Silverside,FALSE,4,Beach Seine,6,37,20,25,25,26,27,30,34,66,75,77
DJFMP,Far West,Beach Seine,Inland_Silverside,FALSE,11,Beach Seine,2,54,11,46,46,47,50,54,58,61,62,62
DJFMP,Far West,Beach Seine,Inland_Silverside,FALSE,12,Beach Seine,2,63,3,61,61,61,62,63,64,65,65,65
DJFMP,Far West,Beach Seine,Northern_Anchovy,FALSE,1,Beach Seine,98,39,5,26,30,31,35,41,43,46,50,50
DJFMP,Far West,Beach Seine,Northern_Anchovy,FALSE,2,Beach Seine,115,39,4,31,32,32,37,39,42,46,48,48
DJFMP,Far West,Beach Seine,Northern_Anchovy,FALSE,3,Beach Seine,150,40,4,25,30,33,38,40,42,45,50,53
DJFMP,Far West,Beach Seine,Northern_Anchovy,FALSE,4,Beach Seine,578,40,4,28,30,33,38,40,43,48,52,53
DJFMP,Far West,Beach Seine,Northern_Anchovy,FALSE,5,Beach Seine,196,44,10,30,31,34,38,42,48,66,90,96
DJFMP,Far West,Beach Seine,Northern_Anchovy,FALSE,6,Beach Seine,383,44,13,31,31,32,37,40,47,80,91,93
DJFMP,Far West,Beach Seine,Northern_Anchovy,FALSE,7,Beach Seine,213,48,10,34,34,36,42,46,51,66,80,101
DJFMP,Far West,Beach Seine,Northern_Anchovy,FALSE,8,Beach Seine,37,73,22,28,29,31,73,79,84,100,111,116
DJFMP,Far West,Beach Seine,Northern_Anchovy,FALSE,9,Beach Seine,64,49,17,31,32,33,36,42,55,83,87,88
DJFMP,Far West,Beach Seine,Northern_Anchovy,FALSE,10,Beach Seine,74,45,16,27,28,31,35,40,47,84,93,96
DJFMP,Far West,Beach Seine,Northern_Anchovy,FALSE,11,Beach Seine,79,37,4,31,31,32,36,37,39,42,47,61
DJFMP,Far West,Beach Seine,Northern_Anchovy,FALSE,12,Beach Seine,148,38,4,33,34,35,36,37,39,42,44,74
DJFMP,Far West,Beach Seine,Pacific_Herring,FALSE,1,Beach Seine,2540,26,1,25,25,25,25,26,26,28,28,34
DJFMP,Far West,Beach Seine,Pacific_Herring,FALSE,2,Beach Seine,319,26,3,25,25,25,25,26,26,28,42,45
DJFMP,Far West,Beach Seine,Pacific_Herring,FALSE,3,Beach Seine,17,30,3,25,25,26,28,29,30,35,37,37
DJFMP,Far West,Beach Seine,Pacific_Herring,FALSE,4,Beach Seine,122,29,3,25,25,25,27,28,30,35,38,39
DJFMP,Far West,Beach Seine,Pacific_Herring,FALSE,5,Beach Seine,84,29,2,25,25,25,28,28,30,33,35,35
DJFMP,Far West,Beach Seine,Pacific_Herring,FALSE,10,Beach Seine,4,90,4,86,86,86,88,90,94,95,95,95
DJFMP,Far West,Beach Seine,Shimofuri_Goby,FALSE,10,Beach Seine,8,51,15,38,38,39,42,46,54,75,81,83
DJFMP,Far West,Beach Seine,Splittail,FALSE,5,Beach Seine,4,40,2,38,38,38,38,39,41,43,43,43
DJFMP,Far West,Beach Seine,Starry_Flounder,FALSE,6,Beach Seine,3,112,94,55,55,56,58,60,140,204,217,220
DJFMP,Far West,Beach Seine,Starry_Flounder,FALSE,7,Beach Seine,2,87,8,81,81,82,84,87,90,92,93,93
DJFMP,Far West,Beach Seine,Starry_Flounder,FALSE,9,Beach Seine,2,110,4,108,108,108,109,110,112,113,113,113
DJFMP,Far West,Beach Seine,Striped_Bass,FALSE,1,Beach Seine,4,150,66,80,81,84,102,150,197,215,218,219
DJFMP,Far West,Beach Seine,Striped_Bass,FALSE,3,Beach Seine,2,118,24,101,101,103,110,118,126,133,135,135
DJFMP,Far West,Beach Seine,Striped_Bass,FALSE,4,Beach Seine,2,260,269,69,73,88,164,260,355,431,446,450
DJFMP,Far West,Beach Seine,Striped_Bass,FALSE,6,Beach Seine,3,89,88,35,35,36,38,42,116,176,188,191
DJFMP,Far West,Beach Seine,Striped_Bass,FALSE,7,Beach Seine,7,94,91,52,52,53,56,63,67,230,286,300
DJFMP,Far West,Beach Seine,Striped_Bass,FALSE,11,Beach Seine,2,206,132,113,115,122,160,206,253,291,298,300
DJFMP,Far West,Beach Seine,Striped_Bass,FALSE,12,Beach Seine,2,202,139,104,106,114,153,202,251,290,298,300
DJFMP,Far West,Beach Seine,Topsmelt,FALSE,1,Beach Seine,66,53,15,26,27,29,44,53,64,73,88,104
DJFMP,Far West,Beach Seine,Topsmelt,FALSE,2,Beach Seine,205,61,13,32,34,42,55,60,70,87,91,91
DJFMP,Far West,Beach Seine,Topsmelt,FALSE,3,Beach Seine,34,64,26,25,25,27,34,74,83,95,103,105
DJFMP,Far West,Beach Seine,Topsmelt,FALSE,4,Beach Seine,62,37,18,25,25,25,26,30,37,84,91,93
DJFMP,Far West,Beach Seine,Topsmelt,FALSE,5,Beach Seine,574,30,6,25,25,25,27,28,31,41,47,103
DJFMP,Far West,Beach Seine,Topsmelt,FALSE,6,Beach Seine,74,33,10,25,25,25,27,30,35,58,73,75
DJFMP,Far West,Beach Seine,Topsmelt,FALSE,7,Beach Seine,728,40,11,25,25,26,31,38,44,68,71,71
DJFMP,Far West,Beach Seine,Topsmelt,FALSE,8,Beach Seine,140,39,16,25,25,25,26,35,45,65,107,131
DJFMP,Far West,Beach Seine,Topsmelt,FALSE,9,Beach Seine,106,53,21,25,25,26,29,58,71,82,88,88
DJFMP,Far West,Beach Seine,Topsmelt,FALSE,10,Beach Seine,234,34,12,25,25,25,28,30,33,66,84,91
DJFMP,Far West,Beach Seine,Topsmelt,FALSE,11,Beach Seine,451,50,20,25,26,27,34,46,61,88,110,117
DJFMP,Far West,Beach Seine,Topsmelt,FALSE,12,Beach Seine,1090,70,18,25,34,47,56,71,80,98,140,140
DJFMP,Far West,Pelagic Trawl,American_Shad,FALSE,2,Other Pelagic,232,96,23,56,64,73,84,93,103,120,212,266
DJFMP,Far West,Pelagic Trawl,American_Shad,FALSE,3,Other Pelagic,116,105,13,62,63,88,98,106,112,121,147,150
DJFMP,Far West,Pelagic Trawl,Chinook_Salmon,FALSE,2,Other Pelagic,11,127,21,97,97,98,118,129,132,160,167,169
DJFMP,Far West,Pelagic Trawl,Longfin_Smelt,FALSE,2,Other Pelagic,150,104,13,70,70,77,96,107,112,119,124,128
DJFMP,Far West,Pelagic Trawl,Pacific_Herring,FALSE,2,Other Pelagic,45,136,25,48,48,67,138,143,149,154,156,157
DJFMP,Far West,Pelagic Trawl,Pacific_Herring,FALSE,3,Other Pelagic,11,114,44,42,44,54,92,108,138,176,195,200
DJFMP,Far West,Pelagic Trawl,Shimofuri_Goby,FALSE,2,Other Pelagic,4,74,14,60,60,61,64,74,84,90,91,91
DJFMP,Far West,Pelagic Trawl,Splittail,FALSE,2,Other Pelagic,21,208,40,118,125,152,199,211,220,242,308,324
DJFMP,Far West,Pelagic Trawl,Splittail,FALSE,3,Other Pelagic,3,162,46,110,111,117,146,183,188,193,194,194
DJFMP,Far West,Pelagic Trawl,Starry_Flounder,FALSE,2,Other Pelagic,4,226,63,155,156,160,181,230,274,285,287,288
DJFMP,Far West,Pelagic Trawl,Steelhead,FALSE,2,Other Pelagic,48,211,24,135,145,183,195,208,229,245,253,261
DJFMP,Far West,Pelagic Trawl,Steelhead,FALSE,3,Other Pelagic,9,221,16,189,191,197,210,225,232,240,242,242
DJFMP,Far West,Pelagic Trawl,Striped_Bass,FALSE,2,Other Pelagic,171,140,59,63,76,85,104,121,146,264,325,496
DJFMP,Far West,Pelagic Trawl,Striped_Bass,FALSE,3,Other Pelagic,2,196,113,116,118,124,156,196,236,268,274,276
DJFMP,Far West,Pelagic Trawl,Threadfin_Shad,FALSE,2,Other Pelagic,7,88,31,54,54,55,58,93,114,125,125,125
DJFMP,Far West,Pelagic Trawl,Threadfin_Shad,FALSE,3,Other Pelagic,3,110,1,109,109,109,110,110,110,111,111,111
DJFMP,West,Beach Seine,American_Shad,FALSE,4,Beach Seine,3,112,2,110,110,110,111,112,112,113,113,113
DJFMP,West,Beach Seine,American_Shad,FALSE,6,Beach Seine,20,27,2,25,25,25,26,26,27,31,32,32
DJFMP,West,Beach Seine,American_Shad,FALSE,7,Beach Seine,57,28,6,25,25,25,25,26,28,33,52,62
DJFMP,West,Beach Seine,American_Shad,FALSE,8,Beach Seine,236,27,2,25,25,25,25,26,27,30,31,43
DJFMP,West,Beach Seine,American_Shad,FALSE,9,Beach Seine,41,27,3,25,25,25,26,27,27,30,37,41
DJFMP,West,Beach Seine,American_Shad,FALSE,10,Beach Seine,19,28,2,25,25,25,26,27,28,32,33,33
DJFMP,West,Beach Seine,American_Shad,FALSE,11,Beach Seine,4,48,8,42,42,42,42,48,54,56,56,56
DJFMP,West,Beach Seine,Chinook_Salmon,FALSE,1,Beach Seine,1022,41,7,30,32,34,37,40,43,48,58,116
DJFMP,West,Beach Seine,Chinook_Salmon,FALSE,2,Beach Seine,1254,45,10,27,32,35,39,43,49,60,68,165
DJFMP,West,Beach Seine,Chinook_Salmon,FALSE,3,Beach Seine,1213,44,9,30,33,35,38,42,49,62,72,92
DJFMP,West,Beach Seine,Chinook_Salmon,FALSE,4,Beach Seine,592,48,15,30,33,35,38,42,52,81,94,102
DJFMP,West,Beach Seine,Chinook_Salmon,FALSE,5,Beach Seine,159,82,12,32,40,60,77,83,89,96,111,123
DJFMP,West,Beach Seine,Chinook_Salmon,FALSE,6,Beach Seine,7,76,9,58,59,62,74,75,82,85,85,85
DJFMP,West,Beach Seine,Chinook_Salmon,FALSE,12,Beach Seine,124,36,5,27,32,33,34,35,37,41,62,67
DJFMP,West,Beach Seine,Delta_Smelt,FALSE,1,Beach Seine,2,64,4,62,62,62,63,64,66,67,67,67
DJFMP,West,Beach Seine,Delta_Smelt,FALSE,4,Beach Seine,3,27,1,26,26,26,26,27,28,28,28,28
DJFMP,West,Beach Seine,Delta_Smelt,FALSE,5,Beach Seine,96,33,3,26,26,27,30,33,34,39,40,40
DJFMP,West,Beach Seine,Delta_Smelt,FALSE,6,Beach Seine,4,39,15,30,30,30,31,32,40,57,60,61
DJFMP,West,Beach Seine,Delta_Smelt,FALSE,7,Beach Seine,6,52,7,45,45,46,48,50,55,61,62,62
DJFMP,West,Beach Seine,Delta_Smelt,FALSE,9,Beach Seine,2,54,2,53,53,53,54,54,55,56,56,56
DJFMP,West,Beach Seine,Delta_Smelt,FALSE,10,Beach Seine,6,56,5,48,48,50,55,56,59,61,61,61
DJFMP,West,Beach Seine,Delta_Smelt,FALSE,11,Beach Seine,4,56,4,53,53,53,54,54,56,61,62,62
DJFMP,West,Beach Seine,Delta_Smelt,FALSE,12,Beach Seine,3,62,5,58,58,58,59,60,64,66,67,67
DJFMP,West,Beach Seine,Inland_Silverside,FALSE,1,Beach Seine,42082,53,12,3,29,34,45,52,61,73,83,101
DJFMP,West,Beach Seine,Inland_Silverside,FALSE,2,Beach Seine,33658,52,12,25,30,35,44,51,60,74,83,101
DJFMP,West,Beach Seine,Inland_Silverside,FALSE,3,Beach Seine,17777,50,11,25,30,34,42,50,57,70,85,108
DJFMP,West,Beach Seine,Inland_Silverside,FALSE,4,Beach Seine,5260,52,12,25,29,36,44,51,59,74,88,104
DJFMP,West,Beach Seine,Inland_Silverside,FALSE,5,Beach Seine,973,55,13,25,29,34,46,54,64,75,83,120
DJFMP,West,Beach Seine,Inland_Silverside,FALSE,6,Beach Seine,6171,31,9,25,25,25,26,28,32,45,74,129
DJFMP,West,Beach Seine,Inland_Silverside,FALSE,7,Beach Seine,41822,33,8,21,25,25,28,32,36,45,73,86
DJFMP,West,Beach Seine,Inland_Silverside,FALSE,8,Beach Seine,55255,37,9,25,25,26,31,35,41,53,63,103
DJFMP,West,Beach Seine,Inland_Silverside,FALSE,9,Beach Seine,49811,43,11,25,26,29,35,41,50,62,74,105
DJFMP,West,Beach Seine,Inland_Silverside,FALSE,10,Beach Seine,42864,47,15,22,26,31,38,44,53,71,83,600
DJFMP,West,Beach Seine,Inland_Silverside,FALSE,11,Beach Seine,45878,50,14,25,26,31,40,48,58,75,94,115
DJFMP,West,Beach Seine,Inland_Silverside,FALSE,12,Beach Seine,59737,53,12,25,29,35,44,52,60,74,87,115
DJFMP,West,Beach Seine,Longfin_Smelt,FALSE,5,Beach Seine,4,31,5,27,27,27,28,30,32,37,38,38
DJFMP,West,Beach Seine,Pacific_Herring,FALSE,8,Beach Seine,17,25,1,25,25,25,25,25,25,28,28,28
DJFMP,West,Beach Seine,Shimofuri_Goby,FALSE,1,Beach Seine,4,48,13,32,32,34,41,49,56,61,62,62
DJFMP,West,Beach Seine,Shimofuri_Goby,FALSE,2,Beach Seine,38,48,11,25,25,31,42,46,55,65,74,74
DJFMP,West,Beach Seine,Shimofuri_Goby,FALSE,3,Beach Seine,156,52,13,26,29,31,42,52,59,72,86,90
DJFMP,West,Beach Seine,Shimofuri_Goby,FALSE,4,Beach Seine,148,52,12,25,27,32,43,52,60,70,78,81
DJFMP,West,Beach Seine,Shimofuri_Goby,FALSE,5,Beach Seine,223,57,10,34,38,42,51,56,62,73,86,99
DJFMP,West,Beach Seine,Shimofuri_Goby,FALSE,6,Beach Seine,37,57,14,25,25,26,51,59,65,71,90,97
DJFMP,West,Beach Seine,Shimofuri_Goby,FALSE,7,Beach Seine,133,37,12,22,25,25,28,33,42,61,70,88
DJFMP,West,Beach Seine,Shimofuri_Goby,FALSE,8,Beach Seine,149,44,16,25,25,25,32,40,52,70,103,110
DJFMP,West,Beach Seine,Shimofuri_Goby,FALSE,9,Beach Seine,121,50,17,25,28,30,38,49,57,74,87,162
DJFMP,West,Beach Seine,Shimofuri_Goby,FALSE,10,Beach Seine,34,53,16,25,28,34,42,46,63,78,84,86
DJFMP,West,Beach Seine,Shimofuri_Goby,FALSE,11,Beach Seine,4,38,11,28,28,28,30,38,48,49,49,49
DJFMP,West,Beach Seine,Shimofuri_Goby,FALSE,12,Beach Seine,15,45,13,25,25,25,36,52,54,62,63,63
DJFMP,West,Beach Seine,Shokihaze_Goby,FALSE,6,Beach Seine,2,68,1,67,67,67,68,68,68,69,69,69
DJFMP,West,Beach Seine,Splittail,FALSE,1,Beach Seine,57,128,10,105,107,111,120,129,132,142,151,151
DJFMP,West,Beach Seine,Splittail,FALSE,2,Beach Seine,8,108,30,40,44,62,108,115,121,134,140,141
DJFMP,West,Beach Seine,Splittail,FALSE,3,Beach Seine,255,106,12,82,82,92,98,104,112,126,147,150
DJFMP,West,Beach Seine,Splittail,FALSE,4,Beach Seine,273,30,20,20,20,20,23,25,28,66,118,135
DJFMP,West,Beach Seine,Splittail,FALSE,5,Beach Seine,7750,30,10,20,20,22,26,29,33,41,55,334
DJFMP,West,Beach Seine,Splittail,FALSE,6,Beach Seine,6299,32,8,20,21,23,28,31,36,46,57,148
DJFMP,West,Beach Seine,Splittail,FALSE,7,Beach Seine,185,47,16,21,24,26,37,43,56,79,89,92
DJFMP,West,Beach Seine,Splittail,FALSE,8,Beach Seine,88,95,22,40,58,66,80,90,113,125,139,172
DJFMP,West,Beach Seine,Splittail,FALSE,9,Beach Seine,8,151,98,25,31,53,108,120,172,300,300,300
DJFMP,West,Beach Seine,Splittail,FALSE,10,Beach Seine,18,100,10,80,82,88,92,98,105,119,120,120
DJFMP,West,Beach Seine,Splittail,FALSE,11,Beach Seine,11,116,12,100,100,100,108,113,126,132,136,137
DJFMP,West,Beach Seine,Splittail,FALSE,12,Beach Seine,5,128,22,90,92,98,132,132,142,142,142,142
DJFMP,West,Beach Seine,Starry_Flounder,FALSE,5,Beach Seine,14,41,13,25,26,28,34,38,41,67,69,69
DJFMP,West,Beach Seine,Starry_Flounder,FALSE,6,Beach Seine,5,54,14,36,36,38,45,53,66,69,70,70
DJFMP,West,Beach Seine,Striped_Bass,FALSE,1,Beach Seine,13,96,20,76,76,77,80,91,96,134,135,135
DJFMP,West,Beach Seine,Striped_Bass,FALSE,2,Beach Seine,6,93,15,81,81,82,84,88,93,114,120,121
DJFMP,West,Beach Seine,Striped_Bass,FALSE,3,Beach Seine,7,112,12,93,93,95,105,116,120,124,124,124
DJFMP,West,Beach Seine,Striped_Bass,FALSE,4,Beach Seine,17,127,15,105,105,107,116,128,135,150,152,152
DJFMP,West,Beach Seine,Striped_Bass,FALSE,5,Beach Seine,25,53,44,25,25,25,25,26,104,128,142,147
DJFMP,West,Beach Seine,Striped_Bass,FALSE,6,Beach Seine,178,39,25,25,25,25,27,32,37,108,145,161
DJFMP,West,Beach Seine,Striped_Bass,FALSE,7,Beach Seine,236,59,23,26,26,30,42,58,72,92,155,160
DJFMP,West,Beach Seine,Striped_Bass,FALSE,8,Beach Seine,202,80,19,35,39,46,69,80,92,103,150,171
DJFMP,West,Beach Seine,Striped_Bass,FALSE,9,Beach Seine,52,90,15,61,62,67,82,88,96,117,125,126
DJFMP,West,Beach Seine,Striped_Bass,FALSE,10,Beach Seine,69,95,9,80,81,82,89,95,100,111,119,128
DJFMP,West,Beach Seine,Striped_Bass,FALSE,11,Beach Seine,20,94,9,80,80,81,87,92,101,106,112,113
DJFMP,West,Beach Seine,Striped_Bass,FALSE,12,Beach Seine,6,106,31,83,83,84,87,91,118,152,158,160
DJFMP,West,Beach Seine,Threadfin_Shad,FALSE,1,Beach Seine,28,52,13,37,37,38,45,49,54,63,95,107
DJFMP,West,Beach Seine,Threadfin_Shad,FALSE,2,Beach Seine,16,64,8,52,53,55,59,61,68,77,83,84
DJFMP,West,Beach Seine,Threadfin_Shad,FALSE,3,Beach Seine,7,70,14,52,52,53,60,66,82,88,90,90
