Site_Id,Species,Fish_Length,Clipped
TPS0292.2019,No_Catch,,
TPS0295.2019,No_Catch,,
TPS0298.2019,No_Catch,,
TPS0319.2019,No_Catch,,
TPS0322.2019,No_Catch,,
TPS0340.2019,No_Catch,,
TPS0352.2019,No_Catch,,
TPS0355.2019,No_Catch,,
TPS0358.2019,No_Catch,,
TPS0418.2019,No_Catch,,
TPS0421.2019,No_Catch,,
TPS0427.2019,No_Catch,,
TPS0433.2019,No_Catch,,
TPS0436.2019,No_Catch,,
TPS0439.2019,No_Catch,,
TPS0442.2019,No_Catch,,
TPS0445.2019,No_Catch,,
TPS0487.2019,No_Catch,,
TPS0499.2019,No_Catch,,
TPS0508.2019,No_Catch,,
TPS0523.2019,No_Catch,,
TPS0526.2019,No_Catch,,
TPS0529.2019,No_Catch,,
TPS0532.2019,No_Catch,,
TPS0535.2019,No_Catch,,
TPS0538.2019,No_Catch,,
TPS0544.2019,No_Catch,,
TPS0559.2019,No_Catch,,
TPS0574.2019,No_Catch,,
TPS0586.2019,No_Catch,,
TPS0589.2019,No_Catch,,
TPS0610.2019,No_Catch,,
TPS0616.2019,No_Catch,,
TPS0622.2019,No_Catch,,
TPS0634.2019,No_Catch,,
TPS0676.2019,No_Catch,,
TPS0679.2019,No_Catch,,
TPS0682.2019,No_Catch,,
TPS0685.2019,No_Catch,,
TPS0688.2019,No_Catch,,
TPS0691.2019,No_Catch,,
TPS0694.2019,No_Catch,,
TPS0697.2019,No_Catch,,
TPS0700.2019,No_Catch,,
TPS0703.2019,No_Catch,,
TPS0706.2019,No_Catch,,
TPS0721.2019,No_Catch,,
TPS0727.2019,No_Catch,,
TPS0745.2019,No_Catch,,
TPS0751.2019,No_Catch,,
TPS0757.2019,No_Catch,,
TPS0769.2019,No_Catch,,
TPS0775.2019,No_Catch,,
TPS0784.2019,No_Catch,,
TPS0790.2019,No_Catch,,
TPS0793.2019,No_Catch,,
TPS0796.2019,No_Catch,,
TPS0799.2019,No_Catch,,
TPS0802.2019,No_Catch,,
TPS0805.2019,No_Catch,,
TPS0026.2020,No_Catch,,
TPS0127.2020,No_Catch,,
TPS0180.2020a,No_Catch,,
TPS0201.2020,No_Catch,,
TPS0246.2020,No_Catch,,
TPS0306.2020,No_Catch,,
TPS0346.2020,No_Catch,,
TPS0349.2020,No_Catch,,
TPS0350.2020,No_Catch,,
TPS0413.2020,No_Catch,,
TPS0414.2020,No_Catch,,
TPS0457.2020,No_Catch,,
TPS0461.2020,No_Catch,,
TPS0466.2020,No_Catch,,
TPS0516.2020,No_Catch,,
TPS0524.2020,No_Catch,,
TPS0624.2020,No_Catch,,
TPS0631.2020,No_Catch,,
TPS0640.2020,No_Catch,,
TPS0641.2020b,No_Catch,,
TPS0678.2020a,No_Catch,,
TPS0678.2020b,No_Catch,,
TPS0679.2020,No_Catch,,
TPS0680.2020,No_Catch,,
TPS0682.2020,No_Catch,,
TPS2281.2020,No_Catch,,
TPS2282.2020,No_Catch,,
TPS2292.2020,No_Catch,,
TPS0778.2019,Northern_Anchovy,46,
TPS0227.2018,Northern_Anchovy,80,
TPS0227.2018,Northern_Anchovy,79,
TPS0227.2018,Northern_Anchovy,79,
TPS0781.2019,Northern_Anchovy,34,
TPS0227.2018,Northern_Anchovy,78,
TPS0227.2018,Northern_Anchovy,74,
TPS0787.2019,Northern_Anchovy,47,
TPS0227.2018,Northern_Anchovy,80,
TPS0229.2018,Northern_Anchovy,56,
TPS0228.2018,Northern_Anchovy,44,
TPS0787.2019,Northern_Anchovy,50,
TPS0228.2018,Northern_Anchovy,43,
TPS0228.2018,Northern_Anchovy,42,
TPS0228.2018,Northern_Anchovy,37,
TPS0787.2019,Northern_Anchovy,50,
TPS0787.2019,Northern_Anchovy,51,
TPS0787.2019,Northern_Anchovy,51,
TPS0781.2019,Northern_Anchovy,36,
TPS0781.2019,Northern_Anchovy,33,
TPS0781.2019,Northern_Anchovy,37,
TPS0787.2019,Northern_Anchovy,51,
TPS0227.2018,Northern_Anchovy,67,
TPS0228.2018,Northern_Anchovy,37,
TPS0228.2018,Northern_Anchovy,37,
TPS0228.2018,Northern_Anchovy,37,
TPS0228.2018,Northern_Anchovy,36,
TPS0228.2018,Northern_Anchovy,33,
TPS0228.2018,Northern_Anchovy,32,
TPS0227.2018,Northern_Anchovy,82,
TPS0227.2018,Northern_Anchovy,81,
TPS0227.2018,Northern_Anchovy,80,
TPS0781.2019,Northern_Anchovy,38,
TPS0223.2018,Northern_Anchovy,40,
TPS0781.2019,Northern_Anchovy,39,
TPS0781.2019,Northern_Anchovy,40,
TPS0781.2019,Northern_Anchovy,41,
TPS0781.2019,Northern_Anchovy,42,
TPS0781.2019,Northern_Anchovy,45,
TPS0787.2019,Northern_Anchovy,39,
TPS0787.2019,Northern_Anchovy,43,
TPS0787.2019,Northern_Anchovy,44,
TPS0787.2019,Northern_Anchovy,46,
TPS0709.2019,Osmerid_UNID,32,
TPS0709.2019,Osmerid_UNID,42,
TPS0709.2019,Osmerid_UNID,42,
TPS0709.2019,Osmerid_UNID,42,
TPS0709.2019,Osmerid_UNID,25,
TPS0709.2019,Osmerid_UNID,34,
TPS0643.2019,Osmerid_UNID,46,
TPS0709.2019,Osmerid_UNID,40,
TPS0709.2019,Osmerid_UNID,26,
TPS0607.2019,Osmerid_UNID,36,
TPS0712.2019,Osmerid_UNID,43,
TPS1891.2018,Pacific_Herring,41,
TPS0200.2018,Pacific_Herring,51,
TPS0200.2018,Pacific_Herring,50,
TPS0200.2018,Pacific_Herring,42,
TPS0200.2018,Pacific_Herring,34,
TPS0145.2018,Pacific_Herring,28,
TPS0145.2018,Pacific_Herring,38,
TPS1892.2018,Pacific_Herring,38,
TPS1892.2018,Pacific_Herring,41,
TPS0144.2018,Pacific_Herring,28,
TPS0144.2018,Pacific_Herring,26,
TPS0144.2018,Pacific_Herring,25,
TPS0056.2018,Pacific_Herring,76,
TPS0144.2018,Pacific_Herring,32,
TPS0144.2018,Pacific_Herring,25,
TPS0144.2018,Pacific_Herring,25,
TPS0144.2018,Pacific_Herring,22,
TPS0223.2018,Pacific_Herring,39,
TPS0144.2018,Pacific_Herring,32,
TPS0120.2018,Pacific_Herring,36,
TPS0120.2018,Pacific_Herring,36,
TPS0120.2018,Pacific_Herring,39,
TPS0120.2018,Pacific_Herring,27,
TPS0145.2018,Pacific_Herring,34,
TPS1892.2018,Pacific_Herring,42,
TPS1892.2018,Pacific_Herring,44,
TPS0198.2018,Pacific_Herring,59,
TPS0120.2018,Pacific_Herring,30,
TPS0145.2018,Pacific_Herring,33,
TPS0212.2018,Pacific_Herring,51,
TPS0212.2018,Pacific_Herring,53,
TPS0026.2018,Pacific_Herring,81,
TPS0028.2018,Pacific_Herring,83,
TPS0028.2018,Pacific_Herring,87,
TPS0289.2019,Pacific_Herring,35,
TPS0289.2019,Pacific_Herring,31,
TPS0120.2018,Pacific_Herring,34,
TPS0200.2018,Pacific_Herring,61,
TPS0200.2018,Pacific_Herring,61,
TPS0197.2018,Pacific_Herring,92,
TPS0145.2018,Pacific_Herring,45,
TPS0165.2018,Pacific_Herring,36,
TPS0050.2018,Pacific_Herring,85,
TPS0212.2018,Pacific_Herring,51,
TPS0212.2018,Pacific_Herring,50,
TPS0120.2018,Pacific_Herring,35,
TPS0050.2018,Pacific_Herring,82,
TPS0212.2018,Pacific_Herring,49,
TPS0229.2018,Pacific_Herring,37,
TPS0229.2018,Pacific_Herring,46,
TPS0038.2018,Pacific_Herring,82,
TPS1891.2018,Pacific_Herring,40,
TPS1891.2018,Pacific_Herring,45,
TPS0200.2018,Pacific_Herring,60,
TPS0200.2018,Pacific_Herring,56,
TPS0200.2018,Pacific_Herring,55,
TPS0145.2018,Pacific_Herring,33,
TPS0144.2018,Pacific_Herring,30,
TPS0144.2018,Pacific_Herring,29,
TPS0686.2020,Pacific_Herring,32,
TPS1891.2018,Pacific_Herring,46,
TPS1891.2018,Pacific_Herring,47,
TPS0145.2018,Pacific_Herring,32,
TPS1891.2018,Pacific_Herring,49,
TPS1891.2018,Pacific_Herring,49,
TPS0200.2018,Pacific_Herring,52,
TPS1891.2018,Pacific_Herring,51,
TPS1891.2018,Pacific_Herring,51,
TPS0046.2018,Pacific_Herring,94,
TPS0046.2018,Pacific_Herring,92,
TPS0046.2018,Pacific_Herring,84,
TPS1891.2018,Pacific_Herring,53,
TPS1892.2018,Pacific_Herring,33,
TPS1892.2018,Pacific_Herring,38,
TPS0198.2018,Pacific_Staghorn_Sculpin,86,
TPS0123.2018,Pacific_Staghorn_Sculpin,36,
TPS0211.2018,Pacific_Staghorn_Sculpin,83,
TPS0197.2018,Pacific_Staghorn_Sculpin,63,
TPS0188.2018,Pacific_Staghorn_Sculpin,61,
TPS0164.2018,Pacific_Staghorn_Sculpin,59,
TPS0135.2018,Pacific_Staghorn_Sculpin,56,
TPS0211.2018,Pacific_Staghorn_Sculpin,45,
TPS0220.2018,Pacific_Staghorn_Sculpin,100,
TPS0164.2018,Pacific_Staghorn_Sculpin,66,
TPS0151.2018,Pacific_Staghorn_Sculpin,51,
TPS0165.2018,Pacific_Staghorn_Sculpin,82,
TPS0164.2018,Pacific_Staghorn_Sculpin,72,
TPS0151.2018,Pacific_Staghorn_Sculpin,60,
TPS0147.2018,Pacific_Staghorn_Sculpin,43,
TPS0149.2018,Pacific_Staghorn_Sculpin,49,
TPS0164.2018,Pacific_Staghorn_Sculpin,71,
TPS0164.2018,Pacific_Staghorn_Sculpin,67,
TPS0186.2018,Pacific_Staghorn_Sculpin,43,
TPS0186.2018,Pacific_Staghorn_Sculpin,77,
TPS0147.2018,Pacific_Staghorn_Sculpin,69,
TPS0598.2019,Pacific_Staghorn_Sculpin,46,
TPS0164.2018,Pacific_Staghorn_Sculpin,78,
TPS0164.2018,Pacific_Staghorn_Sculpin,75,
TPS0598.2019,Pacific_Staghorn_Sculpin,55,
TPS0187.2018,Pacific_Staghorn_Sculpin,58,
TPS0187.2018,Pacific_Staghorn_Sculpin,66,
TPS0187.2018,Pacific_Staghorn_Sculpin,71,
TPS0147.2018,Pacific_Staghorn_Sculpin,51,
TPS0147.2018,Pacific_Staghorn_Sculpin,50,
TPS0147.2018,Pacific_Staghorn_Sculpin,47,
TPS0198.2018,Pacific_Staghorn_Sculpin,89,
TPS0211.2018,Pacific_Staghorn_Sculpin,93,
TPS0147.2018,Pacific_Staghorn_Sculpin,47,
TPS0147.2018,Pacific_Staghorn_Sculpin,44,
TPS0147.2018,Pacific_Staghorn_Sculpin,44,
TPS0686.2020,Pacific_Staghorn_Sculpin,59,
TPS0145.2018,Pacific_Staghorn_Sculpin,51,
TPS0198.2018,Pacific_Staghorn_Sculpin,67,
TPS0198.2018,Pacific_Staghorn_Sculpin,71,
TPS0210.2018,Pacific_Staghorn_Sculpin,45,
TPS0187.2018,Pacific_Staghorn_Sculpin,72,
TPS0198.2018,Pacific_Staghorn_Sculpin,78,
TPS0198.2018,Pacific_Staghorn_Sculpin,78,
TPS0198.2018,Pacific_Staghorn_Sculpin,82,
TPS0174.2018,Pacific_Staghorn_Sculpin,56,
TPS0164.2018,Pacific_Staghorn_Sculpin,61,
TPS0172.2018,Pacific_Staghorn_Sculpin,88,
TPS0211.2018,Pacific_Staghorn_Sculpin,115,
TPS0213.2018,Pacific_Staghorn_Sculpin,53,
TPS0172.2018,Pacific_Staghorn_Sculpin,86,
TPS0172.2018,Pacific_Staghorn_Sculpin,75,
TPS0172.2018,Pacific_Staghorn_Sculpin,65,
TPS0164.2018,Pacific_Staghorn_Sculpin,62,
TPS0147.2018,Pacific_Staghorn_Sculpin,41,
TPS0147.2018,Pacific_Staghorn_Sculpin,42,
TPS0211.2018,Pacific_Staghorn_Sculpin,89,
TPS0164.2018,Pacific_Staghorn_Sculpin,66,
TPS0222.2018,Pacific_Staghorn_Sculpin,78,
TPS0211.2018,Pacific_Staghorn_Sculpin,86,
TPS0211.2018,Pacific_Staghorn_Sculpin,85,
TPS0463.2019,Prickly_Sculpin,26,
TPS0463.2019,Prickly_Sculpin,40,
TPS0084.2018,Prickly_Sculpin,70,
TPS0463.2019,Prickly_Sculpin,26,
TPS0511.2019,Prickly_Sculpin,30,
TPS0466.2019,Prickly_Sculpin,35,
TPS0463.2019,Prickly_Sculpin,27,
TPS0190.2019,Prickly_Sculpin,150,
TPS0511.2019,Prickly_Sculpin,31,
TPS0466.2019,Prickly_Sculpin,42,
TPS0454.2019,Prickly_Sculpin,40,
TPS0454.2019,Prickly_Sculpin,33,
TPS0511.2019,Prickly_Sculpin,20,
TPS0454.2019,Prickly_Sculpin,16,
TPS0382.2019,Prickly_Sculpin,24,
TPS0164.2018,Prickly_Sculpin,85,
TPS0466.2019,Prickly_Sculpin,35,
TPS0511.2019,Prickly_Sculpin,20,
TPS0448.2019,Prickly_Sculpin,30,
TPS0511.2019,Prickly_Sculpin,35,
TPS0448.2019,Prickly_Sculpin,12,
TPS0454.2019,Prickly_Sculpin,41,
TPS0137.2018,Prickly_Sculpin,74,
TPS0466.2019,Prickly_Sculpin,47,
TPS0466.2019,Prickly_Sculpin,35,
TPS0391.2019,Prickly_Sculpin,45,
TPS0391.2019,Prickly_Sculpin,30,
TPS0466.2019,Prickly_Sculpin,37,
TPS0466.2019,Prickly_Sculpin,39,
TPS0466.2019,Prickly_Sculpin,23,
TPS0466.2019,Prickly_Sculpin,40,
TPS0511.2019,Prickly_Sculpin,24,
TPS0463.2019,Prickly_Sculpin,22,
TPS0811.2019,Prickly_Sculpin,54,
TPS0466.2019,Prickly_Sculpin,40,
TPS0556.2019,Prickly_Sculpin,50,
TPS0649.2019,Prickly_Sculpin,61,
TPS0391.2019,Prickly_Sculpin,24,
TPS0147.2018,Prickly_Sculpin,56,
TPS0084.2018,Prickly_Sculpin,71,
TPS0361.2019,Rainwater_Killifish,25,
TPS0511.2019,Rainwater_Killifish,31,
TPS0511.2019,Rainwater_Killifish,30,
TPS0361.2019,Rainwater_Killifish,31,
TPS0511.2019,Rainwater_Killifish,36,
TPS0221.2018,Rainwater_Killifish,40,
TPS0157.2018,Rainwater_Killifish,29,
TPS0223.2019,Rainwater_Killifish,31,
TPS0192.2018,Rainwater_Killifish,41,
TPS0223.2019,Rainwater_Killifish,0,
TPS0364.2019,Rainwater_Killifish,35,
TPS0730.2020,Redear_Sunfish,230,
TPS0730.2020,Redear_Sunfish,230,
TPS0244.2020,Redear_Sunfish,145,
TPS0244.2020,Redear_Sunfish,133,
TPS0244.2020,Redear_Sunfish,210,
TPS0244.2020,Redear_Sunfish,136,
TPS0505.2019,Sacramento_Hitch,139,
TPS0505.2019,Sacramento_Hitch,73,
TPS0505.2019,Sacramento_Hitch,90,
TPS0505.2019,Sacramento_Hitch,135,
TPS0175.2019,Sacramento_Pikeminnow,60,
TPS0207.2018,Sacramento_Pikeminnow,252,
TPS0448.2019,Sacramento_Pikeminnow,86,
TPS0406.2019,Sacramento_Pikeminnow,89,
TPS0811.2019,Sacramento_Pikeminnow,112,
TPS0249.2020,Sacramento_Pikeminnow,500,
TPS0172.2018,Sacramento_Pikeminnow,105,
TPS0172.2018,Sacramento_Pikeminnow,101,
TPS0241.2019,Sacramento_Pikeminnow,78,
TPS0379.2019,Sacramento_Pikeminnow,85,
TPS0203.2018,Sacramento_Pikeminnow,320,
TPS0346.2019,Sacramento_Pikeminnow,107,
TPS0505.2019,Sacramento_Pikeminnow,148,
TPS0172.2018,Sacramento_Pikeminnow,75,
TPS0172.2018,Sacramento_Pikeminnow,93,
TPS0172.2018,Sacramento_Pikeminnow,91,
TPS0172.2018,Sacramento_Pikeminnow,90,
TPS0172.2018,Sacramento_Pikeminnow,85,
TPS0172.2018,Sacramento_Pikeminnow,86,
TPS0580.2019,Sacramento_Pikeminnow,146,
TPS0244.2019,Sacramento_Pikeminnow,53,
TPS0709.2019,Sacramento_Splittail,39,
TPS0709.2019,Sacramento_Splittail,40,
TPS0709.2019,Sacramento_Splittail,145,
TPS0709.2019,Sacramento_Splittail,154,
TPS0122.2018,Sacramento_Splittail,114,
TPS0122.2018,Sacramento_Splittail,166,
TPS0179.2018,Sacramento_Splittail,343,
TPS0179.2018,Sacramento_Splittail,149,
TPS0176.2018,Sacramento_Splittail,163,
TPS0636.2020,Sacramento_Splittail,116,
TPS0636.2020,Sacramento_Splittail,340,
TPS0473.2020,Sacramento_Splittail,135,
TPS0123.2018,Sacramento_Splittail,137,
TPS0764.2020,Sacramento_Splittail,124,
TPS0764.2020,Sacramento_Splittail,135,
TPS0385.2019,Sacramento_Splittail,305,
TPS0229.2019,Sacramento_Splittail,141,
TPS0715.2019,Sacramento_Splittail,27,
TPS0715.2019,Sacramento_Splittail,28,
TPS0715.2019,Sacramento_Splittail,30,
TPS0148.2018,Sacramento_Splittail,112,
TPS0148.2018,Sacramento_Splittail,139,
TPS0148.2018,Sacramento_Splittail,140,
TPS0148.2018,Sacramento_Splittail,144,
TPS0148.2018,Sacramento_Splittail,146,
TPS0583.2020,Sacramento_Splittail,103,
TPS0583.2020,Sacramento_Splittail,126,
TPS0148.2018,Sacramento_Splittail,147,
TPS0148.2018,Sacramento_Splittail,148,
TPS0148.2018,Sacramento_Splittail,150,
TPS0148.2018,Sacramento_Splittail,166,
TPS0148.2018,Sacramento_Splittail,166,
TPS0715.2019,Sacramento_Splittail,30,
TPS0715.2019,Sacramento_Splittail,30,
TPS0715.2019,Sacramento_Splittail,31,
TPS0715.2019,Sacramento_Splittail,32,
TPS0526.2020,Sacramento_Splittail,113,
TPS0715.2019,Sacramento_Splittail,34,
TPS0537.2020,Sacramento_Splittail,330,
TPS0537.2020,Sacramento_Splittail,144,
TPS0715.2019,Sacramento_Splittail,37,
TPS0715.2019,Sacramento_Splittail,44,
TPS0229.2019,Sacramento_Splittail,134,
TPS0103.2019,Sacramento_Splittail,225,
TPS0718.2019,Sacramento_Splittail,34,
TPS0718.2019,Sacramento_Splittail,35,
TPS0718.2019,Sacramento_Splittail,41,
TPS0764.2020,Sacramento_Splittail,131,
TPS0103.2019,Sacramento_Splittail,135,
TPS0764.2020,Sacramento_Splittail,125,
TPS0736.2019,Sacramento_Splittail,34,
TPS0736.2019,Sacramento_Splittail,41,
TPS0382.2019,Sacramento_Splittail,108,
TPS0739.2019,Sacramento_Splittail,39,
TPS0382.2019,Sacramento_Splittail,109,
TPS0382.2019,Sacramento_Splittail,118,
TPS0382.2019,Sacramento_Splittail,121,
TPS0764.2020,Sacramento_Splittail,141,
TPS0764.2020,Sacramento_Splittail,128,
TPS0544.2020,Sacramento_Splittail,194,
TPS0544.2020,Sacramento_Splittail,189,
TPS0544.2020,Sacramento_Splittail,190,
TPS0544.2020,Sacramento_Splittail,134,
TPS0544.2020,Sacramento_Splittail,94,
TPS0764.2020,Sacramento_Splittail,125,
TPS0742.2019,Sacramento_Splittail,152,
TPS0742.2019,Sacramento_Splittail,155,
TPS0742.2019,Sacramento_Splittail,158,
TPS0742.2019,Sacramento_Splittail,160,
TPS0742.2019,Sacramento_Splittail,166,
TPS0742.2019,Sacramento_Splittail,166,
TPS0582.2020,Sacramento_Splittail,105,
TPS0582.2020,Sacramento_Splittail,121,
TPS0742.2019,Sacramento_Splittail,167,
TPS0545.2020,Sacramento_Splittail,93,
TPS0545.2020,Sacramento_Splittail,96,
TPS0545.2020,Sacramento_Splittail,129,
TPS0742.2019,Sacramento_Splittail,169,
TPS0742.2019,Sacramento_Splittail,280,
TPS0382.2019,Sacramento_Splittail,124,
TPS0764.2020,Sacramento_Splittail,128,
TPS0193.2019,Sacramento_Splittail,153,
TPS0764.2020,Sacramento_Splittail,129,
TPS0382.2019,Sacramento_Splittail,127,
TPS0382.2019,Sacramento_Splittail,130,
TPS0193.2019,Sacramento_Splittail,150,
TPS0424.2019,Sacramento_Splittail,140,
TPS0760.2019,Sacramento_Splittail,35,
TPS0760.2019,Sacramento_Splittail,35,
TPS0764.2020,Sacramento_Splittail,148,
TPS0123.2018,Sacramento_Splittail,153,
TPS0067.2019,Sacramento_Splittail,138,
TPS0568.2020,Sacramento_Splittail,250,
TPS0568.2020,Sacramento_Splittail,137,
TPS0568.2020,Sacramento_Splittail,119,
TPS0568.2020,Sacramento_Splittail,117,
TPS0568.2020,Sacramento_Splittail,145,
TPS0568.2020,Sacramento_Splittail,150,
TPS0568.2020,Sacramento_Splittail,144,
TPS0568.2020,Sacramento_Splittail,121,
TPS0568.2020,Sacramento_Splittail,138,
TPS0568.2020,Sacramento_Splittail,117,
TPS0067.2019,Sacramento_Splittail,128,
TPS0763.2019,Sacramento_Splittail,36,
TPS0763.2019,Sacramento_Splittail,44,
TPS0763.2019,Sacramento_Splittail,44,
TPS0763.2019,Sacramento_Splittail,46,
TPS0763.2019,Sacramento_Splittail,46,
TPS0763.2019,Sacramento_Splittail,47,
TPS0763.2019,Sacramento_Splittail,47,
TPS0763.2019,Sacramento_Splittail,49,
TPS0763.2019,Sacramento_Splittail,166,
TPS0763.2019,Sacramento_Splittail,243,
TPS0229.2019,Sacramento_Splittail,134,
TPS0193.2019,Sacramento_Splittail,136,
TPS0229.2019,Sacramento_Splittail,119,
TPS0164.2018,Sacramento_Splittail,238,
TPS0164.2018,Sacramento_Splittail,165,
TPS0164.2018,Sacramento_Splittail,158,
TPS0164.2018,Sacramento_Splittail,154,
TPS0164.2018,Sacramento_Splittail,146,
TPS0164.2018,Sacramento_Splittail,141,
TPS0164.2018,Sacramento_Splittail,120,
TPS0226.2019,Sacramento_Splittail,121,
TPS0193.2019,Sacramento_Splittail,135,
TPS0193.2019,Sacramento_Splittail,128,
TPS0772.2019,Sacramento_Splittail,157,
TPS0573.2020,Sacramento_Splittail,140,
TPS0123.2018,Sacramento_Splittail,237,
TPS0598.2019,Sacramento_Splittail,138,
TPS0686.2020,Sacramento_Splittail,142,
TPS0686.2020,Sacramento_Splittail,140,
TPS0311.2020,Sacramento_Splittail,115,
TPS0311.2020,Sacramento_Splittail,106,
TPS0598.2019,Sacramento_Splittail,246,
TPS0166.2019,Sacramento_Splittail,275,
TPS0166.2019,Sacramento_Splittail,275,
TPS0166.2019,Sacramento_Splittail,255,
TPS1911.2020,Sacramento_Splittail,97,
TPS0078.2018,Sacramento_Splittail,114,
TPS0078.2018,Sacramento_Splittail,239,
TPS0686.2020,Sacramento_Splittail,142,
TPS0686.2020,Sacramento_Splittail,160,
TPS0686.2020,Sacramento_Splittail,145,
TPS0686.2020,Sacramento_Splittail,242,
TPS0686.2020,Sacramento_Splittail,235,
TPS0146.2018,Sacramento_Splittail,133,
TPS0146.2018,Sacramento_Splittail,135,
TPS0146.2018,Sacramento_Splittail,147,
TPS0211.2018,Sacramento_Splittail,324,
TPS0211.2018,Sacramento_Splittail,273,
TPS0211.2018,Sacramento_Splittail,256,
TPS0166.2019,Sacramento_Splittail,255,
TPS0166.2019,Sacramento_Splittail,245,
TPS0166.2019,Sacramento_Splittail,245,
TPS0166.2019,Sacramento_Splittail,138,
TPS0166.2019,Sacramento_Splittail,138,
TPS0166.2019,Sacramento_Splittail,134,
TPS0211.2018,Sacramento_Splittail,171,
TPS0211.2018,Sacramento_Splittail,171,
TPS0211.2018,Sacramento_Splittail,170,
TPS0211.2018,Sacramento_Splittail,152,
TPS0318.2020,Sacramento_Splittail,132,
TPS0318.2020,Sacramento_Splittail,118,
TPS0318.2020,Sacramento_Splittail,125,
TPS0166.2019,Sacramento_Splittail,134,
TPS0139.2020,Sacramento_Splittail,282,
TPS0139.2020,Sacramento_Splittail,138,
TPS0139.2020,Sacramento_Splittail,136,
TPS0625.2019,Sacramento_Splittail,31,
TPS0625.2019,Sacramento_Splittail,32,
TPS0211.2018,Sacramento_Splittail,151,
TPS0324.2020,Sacramento_Splittail,310,
TPS0324.2020,Sacramento_Splittail,115,
TPS0324.2020,Sacramento_Splittail,120,
TPS0324.2020,Sacramento_Splittail,110,
TPS0324.2020,Sacramento_Splittail,115,
TPS0324.2020,Sacramento_Splittail,115,
TPS0324.2020,Sacramento_Splittail,110,
TPS0324.2020,Sacramento_Splittail,120,
TPS0324.2020,Sacramento_Splittail,125,
TPS0324.2020,Sacramento_Splittail,110,
TPS0625.2019,Sacramento_Splittail,35,
TPS0625.2019,Sacramento_Splittail,35,
TPS0625.2019,Sacramento_Splittail,36,
TPS0625.2019,Sacramento_Splittail,41,
TPS0625.2019,Sacramento_Splittail,41,
TPS0625.2019,Sacramento_Splittail,43,
TPS0625.2019,Sacramento_Splittail,45,
TPS0625.2019,Sacramento_Splittail,244,
TPS0409.2019,Sacramento_Splittail,118,
TPS0154.2019,Sacramento_Splittail,137,
TPS0211.2018,Sacramento_Splittail,150,
TPS0409.2019,Sacramento_Splittail,134,
TPS0409.2019,Sacramento_Splittail,152,
TPS0409.2019,Sacramento_Splittail,170,
TPS0628.2019,Sacramento_Splittail,31,
TPS0628.2019,Sacramento_Splittail,36,
TPS0628.2019,Sacramento_Splittail,36,
TPS0628.2019,Sacramento_Splittail,37,
TPS0229.2019,Sacramento_Splittail,242,
TPS0238.2019,Sacramento_Splittail,126,
TPS0631.2019,Sacramento_Splittail,29,
TPS0211.2018,Sacramento_Splittail,148,
TPS0640.2019,Sacramento_Splittail,260,
TPS0643.2019,Sacramento_Splittail,31,
TPS0643.2019,Sacramento_Splittail,31,
TPS0643.2019,Sacramento_Splittail,31,
TPS0643.2019,Sacramento_Splittail,33,
TPS0643.2019,Sacramento_Splittail,34,
TPS0146.2018,Sacramento_Splittail,151,
TPS0146.2018,Sacramento_Splittail,154,
TPS0146.2018,Sacramento_Splittail,168,
TPS0146.2018,Sacramento_Splittail,169,
TPS0146.2018,Sacramento_Splittail,169,
TPS0351.2020,Sacramento_Splittail,119,
TPS0643.2019,Sacramento_Splittail,35,
TPS0643.2019,Sacramento_Splittail,37,
TPS0643.2019,Sacramento_Splittail,39,
TPS0643.2019,Sacramento_Splittail,39,
TPS0385.2019,Sacramento_Splittail,132,
TPS0210.2018,Sacramento_Splittail,196,
TPS0210.2018,Sacramento_Splittail,187,
TPS0210.2018,Sacramento_Splittail,181,
TPS0210.2018,Sacramento_Splittail,181,
TPS0210.2018,Sacramento_Splittail,180,
TPS0210.2018,Sacramento_Splittail,160,
TPS0210.2018,Sacramento_Splittail,159,
TPS0210.2018,Sacramento_Splittail,158,
TPS0210.2018,Sacramento_Splittail,145,
TPS0210.2018,Sacramento_Splittail,136,
TPS0209.2018,Sacramento_Splittail,36,
TPS0356.2020,Sacramento_Splittail,285,
TPS0356.2020,Sacramento_Splittail,130,
TPS0359.2020,Sacramento_Splittail,125,
TPS0646.2019,Sacramento_Splittail,35,
TPS0646.2019,Sacramento_Splittail,35,
TPS0646.2019,Sacramento_Splittail,36,
TPS0646.2019,Sacramento_Splittail,40,
TPS0646.2019,Sacramento_Splittail,40,
TPS0646.2019,Sacramento_Splittail,44,
TPS0646.2019,Sacramento_Splittail,145,
TPS0646.2019,Sacramento_Splittail,147,
TPS0646.2019,Sacramento_Splittail,154,
TPS0146.2018,Sacramento_Splittail,176,
TPS0146.2018,Sacramento_Splittail,244,
TPS0360.2020,Sacramento_Splittail,260,
TPS0646.2019,Sacramento_Splittail,155,
TPS0200.2018,Sacramento_Splittail,155,
TPS0361.2020,Sacramento_Splittail,131,
TPS0361.2020,Sacramento_Splittail,116,
TPS0361.2020,Sacramento_Splittail,119,
TPS0361.2020,Sacramento_Splittail,100,
TPS0361.2020,Sacramento_Splittail,111,
TPS0361.2020,Sacramento_Splittail,125,
TPS0361.2020,Sacramento_Splittail,92,
TPS0385.2019,Sacramento_Splittail,136,
TPS0385.2019,Sacramento_Splittail,137,
TPS0385.2019,Sacramento_Splittail,137,
TPS0385.2019,Sacramento_Splittail,142,
TPS0385.2019,Sacramento_Splittail,145,
