Site_Id,Date,Time,Water_Year,Latitude,Longitude,Region,Habitat,Tide,Temperature,Dissolved_Oxygen,Specific_Conductivity,Salinity,pH,Turbidity,Chlorophyll,Secchi,Fish_Net,Flowmeter_Change,K_Value,Flowmeter_Distance,Net_Mouth_Area,FishTowVolume,Adj_FishTowVolume,Start_Depth,End_Depth,American_Shad,Black_Bullhead,Black_Crappie,Bluegill_Sunfish,Brown_Bullhead,Chinook_Salmon,Common_Carp,Delta_Smelt,Goby_UNID,Golden_Shiner,Goldfish,Inland_Silverside,Jacksmelt,Largemouth_Bass,Longfin_Smelt,Minnow_UNID,Northern_Anchovy,Osmerid_UNID,Pacific_Herring,Pacific_Staghorn_Sculpin,Prickly_Sculpin,Rainwater_Killifish,Redear_Sunfish,Sacramento_Hitch,Sacramento_Pikeminnow,Sacramento_Splittail,Sacramento_Sucker,Shimofuri_Goby,Shokihaze_Goby,Starry_Flounder,Steelhead,Striped_Bass,Threadfin_Shad,Threespine_Stickleback,Tule_Perch,Wakasagi,Warmouth,Yellowfin_Goby
TPS0136.2020,2020-11-12,14:35,2020,38.091211,-122.019594,SuisunWest,Shoal,Early Ebb,11.09,9.04,15740,9.15,7.6,16.48,0.88,45,Kodiak,26718,0.026873,717.992814,16.723,12006.99383,12006.99383,5,8,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
TPS0135.2020,2020-11-12,13:44,2020,38.120805,-122.059812,SuisunWest,Shoal,High Slack,11.09,9.2,14295,8.31,7.5,11.95,0.85,56,Kodiak,17042,0.026873,457.969666,16.723,7658.626725,7658.626725,7,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
TPS0140.2020,2020-11-12,12:36,2020,38.103975,-122.004808,SuisunWest,Shoal,High Slack,10.26,9.71,10914,6.32,7.6,11.4,1.75,55,Kodiak,19316,0.026873,519.078868,16.723,8680.55591,8680.55591,5,6,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,
TPS0179.2020b,2020-11-12,11:42,2020,38.073937,-121.967121,SuisunEast,Shoal,Late Flood,10.93,9.14,7486,4.12,7.5,12.43,0.82,41,Kodiak,21938,0.026873,589.539874,16.723,9858.875313,9858.875313,6,5,12,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,5,9,,,,,
TPS0126.2020,2020-11-12,10:47,2020,38.068143,-121.939366,SuisunEast,Shoal,Late Flood,10.84,9.09,9937,5.55,7.4,21.45,0.61,45,Kodiak,21205,0.026873,569.841965,16.723,9529.467181,9529.467181,8,11,20,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,4,11,,,,,
TPS0180.2020b,2020-11-12,9:52,2020,38.080476,-121.922814,SuisunEast,Shoal,Late Flood,10.17,9.26,7599,4.21,7.4,17.24,0.75,47,Kodiak,9936,0.026873,267.010128,16.723,4465.210371,4465.210371,11,6,7,,,,,,,,,,,3,,,,,,,,,,,,,,2,,,,,1,,22,,,,,
TPS0127.2020,2020-11-12,8:36,2020,38.031169,-121.850053,SuisunEast,Shoal,Early Flood,10.82,9.18,1758,0.9,7.6,10.78,0.78,60,Kodiak,23708,0.026873,637.105084,16.723,10654.30832,10654.30832,14,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0092.2020,2019-12-12,14:31,2020,38.050811,-122.075435,SuisunWest,Shoal,High Slack,12.18,9.34,18950,11.26,7.7,18.45,0.52,50,Mamou,24739,0.026873,664.811147,6.057,4026.761117,4026.761117,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0106.2020,2019-12-12,13:48,2020,38.038069,-122.088318,SuisunWest,Terminal,High Slack,12.24,9.42,15238,8.91,7.7,15.83,0.77,45,Mamou,14152,0.026873,380.306696,6.057,2303.517658,2303.517658,8,7,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0025.2020,2019-12-12,12:55,2020,38.084685,-122.033653,SuisunWest,Shoal,High Slack,11.96,9.85,12509,7.22,7.7,20.66,0.53,45,Mamou,17511,0.026873,470.573103,6.057,2850.261285,2850.261285,8,8,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0030.2020,2019-12-12,11:49,2020,38.148478,-122.070029,SuisunWest,Distributary,Late Flood,12.01,8.54,11218,6.4,7.4,53.46,1.53,25,Mamou,21383,0.026873,574.625359,6.057,3480.505799,3480.505799,5,7,3,,,,,,,,,,,68,,,,,,,,,,,,,,4,,,,,,1,31,,,,,
TPS0029.2020,2019-12-12,11:01,2020,38.155866,-122.052864,SuisunWest,Distributary,Late Flood,11.84,9.19,10804,6.15,7.5,18.16,0.99,45,Mamou,32737,0.026873,879.741401,6.057,5328.593666,5328.593666,8,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0028.2020,2019-12-12,10:03,2020,38.123876,-122.063628,SuisunWest,Shoal,Early Flood,11.87,9.46,10769,6.14,7.6,15.84,0.71,50,Mamou,17513,0.026873,470.626849,6.057,2850.586824,2850.586824,16,9,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
TPS0027.2020,2019-12-12,9:24,2020,38.115919,-122.031058,SuisunWest,Shoal,Early Ebb,11.83,9.63,11759,6.75,7.6,11.26,0.78,60,Mamou,22099,0.026873,593.866427,6.057,3597.048948,3597.048948,21,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0026.2020,2019-12-12,8:43,2020,38.122969,-122.04893,SuisunWest,Shoal,Early Flood,11.77,9.68,10860,6.19,7.7,15.1,0.49,50,Mamou,24882,0.026873,668.653986,6.057,4050.037193,4050.037193,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS1911.2020,2019-11-12,14:50,2020,38.204703,-122.036059,SuisunWest,Terminal,Early Ebb,12.08,5.86,6588,3.61,7.4,40.73,5.41,25,Mamou,13246,0.026873,355.959758,6.057,2156.048254,2156.048254,10.6,11.5,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,40,,,,,
TPS1913.2020,2019-11-12,14:12,2020,38.209157,-122.033734,SuisunWest,Terminal,Early Ebb,12.05,6.55,6900,3.81,7.6,45.24,4.97,23,Mamou,15886,0.026873,426.904478,6.057,2585.760423,2585.760423,12.7,14.4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,
TPS1912.2020,2019-11-12,13:27,2020,38.200963,-122.053376,SuisunWest,Terminal,High Slack,12.13,5.39,5431,2.95,7.5,42.8,7.19,25,Mamou,18948,0.026873,509.189604,6.057,3084.161431,3084.161431,6.9,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
TPS1902.2020,2019-11-12,12:21,2020,38.18676,-121.979301,SuisunWest,Distributary,Late Flood,12,8.52,10014,5.7,7.4,46.7,1.69,30,Mamou,16758,0.026873,450.337734,6.057,2727.695655,2727.695655,14.2,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,
TPS1657.2020,2019-11-12,11:06,2020,38.209323,-121.925182,SuisunEast,Terminal,Early Flood,12.93,4.32,6496,3.57,7.1,32.45,3.05,30,Mamou,20698,0.026873,556.217354,6.057,3369.008513,3369.008513,8.5,3.7,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,1,7,,,1,,
TPS1652.2020,2019-11-12,10:17,2020,38.207194,-121.922685,SuisunEast,Terminal,Early Flood,11.74,5.13,6615,3.64,7.4,22.19,3.4,38,Mamou,12947,0.026873,347.924731,6.057,2107.380096,2107.380096,4.7,5.8,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,13,,,,,
TPS1653.2020,2019-11-12,9:22,2020,38.202824,-121.910296,SuisunEast,Terminal,Early Flood,12.03,4.88,6533,3.59,7.3,25.4,3.42,35,Mamou,15838,0.026873,425.614574,6.057,2577.947475,2577.947475,12,2,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,18,,1,,,
TPS1642.2020,2019-11-12,8:36,2020,38.187306,-121.929937,SuisunEast,Distributary,Early Flood,12,6.97,6404,3.51,7.5,22.38,2.03,40,Mamou,20157,0.026873,541.679061,6.057,3280.950072,3280.950072,10.5,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,
TPS0624.2020,2019-10-12,13:41,2020,38.041651,-121.845319,SuisunEast,Distributary,Late Flood,11.59,9.53,3299,1.76,7.6,12.44,0.48,65,Mamou,20656,0.026873,555.088688,6.057,3362.172183,3362.172183,17.6,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS1641.2020,2019-10-12,12:57,2020,38.072656,-121.876298,SuisunEast,Distributary,Late Flood,11.45,9.73,3005,1.57,7.9,22.62,0.52,35,Mamou,4576,0.026873,122.970848,6.057,744.8344263,744.8344263,19.5,20.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
TPS0631.2020,2019-10-12,12:13,2020,38.053758,-121.849175,SuisunEast,Distributary,Late Flood,11.55,9.69,4415,2.37,7.8,18.55,0.38,50,Mamou,16560,0.026873,445.01688,6.057,2695.467242,2695.467242,16.8,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0641.2020b,2019-10-12,11:24,2020,38.039313,-121.869661,SuisunEast,Distributary,Late Flood,11.5,9.69,3813,2.03,7.8,12.99,0.41,60,Mamou,,0.026873,,6.057,,2289.051953,15.4,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS2292.2020,2019-10-12,10:25,2020,38.071864,-121.910823,SuisunEast,Shoal,late flood,11.49,9.95,7378,4.1,7.7,8.72,0.61,75,Mamou,2422,0.026873,65.086406,6.057,394.2283611,394.2283611,6.8,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS2282.2020,2019-10-12,9:45,2020,38.077207,-121.945489,SuisunEast,Shoal,Early Flood,11.57,9.83,8103,4.51,7.6,13.9,0.59,55,Mamou,19791,0.026873,531.843543,6.057,3221.37634,3221.37634,7.4,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS2281.2020,2019-10-12,9:02,2020,38.073931,-121.970151,SuisunWest,Shoal,Early Flood,11.55,9.93,6340,3.49,7.6,9.9,0.27,75,Mamou,15701,0.026873,421.932973,6.057,2555.648017,2555.648017,5.6,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS2283.2020,2019-10-12,8:14,2020,38.050155,-121.919937,SuisunEast,Shoal,Early Flood,11.57,9.83,5807,3.17,8,14.7,0.37,50,Mamou,14768,0.026873,396.860464,6.057,2403.78383,2403.78383,14.8,12.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
TPS0814.2019,2019-12-06,15:05,2019,38.043985,-121.96026,SuisunEast,Terminal,,24.25,8.45,166.2,0.08,7.9,19.64,2.25,49,Mamou,3754,0.026873,100.881242,6.057,611.0376828,611.0376828,6,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0811.2019,2019-12-06,13:43,2019,38.078694,-121.963476,SuisunEast,Distributary,,25.36,7.93,246.6,0.12,8,21.78,2.8,48,Mamou,,0.026873,,6.057,,1716.788965,4,4,4,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,90,,,
TPS0808.2019,2019-12-06,12:27,2019,38.080609,-121.954632,SuisunEast,Terminal,,25.81,7.88,249.3,0.12,8,29.81,4.25,31,Mamou,4156,0.026873,111.684188,6.057,676.4711267,676.4711267,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
TPS0805.2019,2019-12-06,11:35,2019,38.080387,-121.919106,SuisunEast,Shoal,,23.57,8.3,686,0.33,7.9,13.14,3.14,61,Mamou,11533,0.026873,309.926309,6.057,1877.223654,1877.223654,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0802.2019,2019-12-06,10:53,2019,38.073205,-121.916208,SuisunEast,Shoal,,22.22,8.65,470.3,2.3,8,12.29,2.24,65,Mamou,24243,0.026873,651.482139,6.057,3946.027316,3946.027316,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0799.2019,2019-12-06,10:07,2019,38.057249,-121.898038,SuisunEast,Distributary,,21.69,8.2,875,0.44,7.9,14.15,3.45,72,Mamou,16110,0.026873,432.92403,6.057,2622.22085,2622.22085,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0796.2019,2019-12-06,9:27,2019,38.050912,-121.925532,SuisunEast,Shoal,,20.73,8.6,123.4,0.06,7.7,9.76,0.66,72,Mamou,16047,0.026873,431.231031,6.057,2611.966355,2611.966355,15,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0793.2019,2019-11-06,16:45,2019,38.104904,-122.039679,SuisunWest,Shoal,,22.2,8.63,181,0.08,8.2,14.66,3.51,62,Kodiak,15220,0.026873,409.00706,16.723,6839.825064,6839.825064,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0790.2019,2019-11-06,15:45,2019,38.092928,-122.055271,SuisunWest,Shoal,,22.27,8.57,455,0.22,8.3,37.63,2.07,34,Kodiak,11532,0.026873,309.899436,16.723,5182.448268,5182.448268,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0787.2019,2019-11-06,13:54,2019,38.07445,-122.372463,NapaRiverSanPabloBay,Shoal,,21.88,8.71,17626,10.42,8.1,7.85,7.57,82,Kodiak,12326,0.026873,331.236598,16.723,5539.269628,5539.269628,8,8,,,,,,,,,,,,,,,2,,1430,,,,,,,,,,,,,,,,,,,,,
TPS0784.2019,2019-11-06,12:52,2019,38.060274,-122.422405,NapaRiverSanPabloBay,Shoal,,21.12,7.96,18500,11.02,8,7.49,2.01,94,Kodiak,8941,0.026873,240.271493,16.723,4018.060177,4018.060177,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0781.2019,2019-11-06,11:42,2019,38.054764,-122.439779,NapaRiverSanPabloBay,Shoal,,20.38,7.72,18656,11.07,7.9,7.74,1.01,82,Kodiak,11251,0.026873,302.348123,16.723,5056.167661,5056.167661,8,8,,,,,,,,,,,,,1,,,,300,,,,,,,,,,,,,,,,,,,,,
TPS0778.2019,2019-11-06,10:51,2019,38.039697,-122.459939,NapaRiverSanPabloBay,Shoal,,20.4,7.92,16924,9.98,7.9,5.36,0.91,103,Kodiak,9175,0.026873,246.559775,16.723,4123.219117,4123.219117,8,8,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
TPS0775.2019,2021-07-05,16:22,2019,38.171148,-122.05847,SuisunWest,Distributary,,20.14,8.01,1216,0.61,7.9,48.3,2.63,26,Mamou,31240,0.026873,839.51252,6.057,5084.927334,5084.927334,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0772.2019,2021-07-05,15:40,2019,38.177476,-122.048717,SuisunWest,Distributary,,20.36,7.84,1481,0.75,8,54.42,2.92,26,Mamou,28730,0.026873,772.06129,6.057,4676.375234,4676.375234,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,
TPS0769.2019,2021-07-05,14:41,2019,38.176222,-121.963874,SuisunEast,Distributary,,19.8,8.25,777,0.38,7.8,32.12,2.08,28,Mamou,23660,0.026873,635.81518,6.057,3851.132545,3851.132545,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0766.2019,2021-07-05,13:48,2019,38.175755,-121.934711,SuisunEast,Terminal,,19.67,8.26,662,0.32,7.8,33.16,1.74,28,Mamou,15192,0.026873,408.254616,6.057,2472.798209,2472.798209,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
TPS0763.2019,2021-07-05,12:34,2019,38.215984,-121.905011,SuisunEast,Terminal,,21.49,6.63,2489,1.28,7.8,59.22,8.47,18,Mamou,27329,0.026873,734.412217,6.057,4448.334798,4448.334798,6,6,,,,,,,,,,,,4,,,,,,,,,,,,,,170,,,,,,,110,,,,,
TPS0760.2019,2021-07-05,11:42,2019,38.176499,-121.915587,SuisunEast,Terminal,,19.43,8.05,748,0.36,7.8,32.03,1.93,31,Mamou,23175,0.026873,622.781775,6.057,3772.189211,3772.189211,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,
TPS0757.2019,2021-07-05,10:41,2019,38.179099,-121.916074,SuisunEast,Distributary,,19.49,7.8,976,0.48,7.7,43.4,3.27,27,Mamou,25394,0.026873,682.412962,6.057,4133.375311,4133.375311,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0754.2019,2021-07-05,9:38,2019,38.147861,-121.913233,SuisunEast,Distributary,,18.54,8.73,361.9,0.17,7.8,24.05,0.85,35,Mamou,29544,0.026873,793.935912,6.057,4808.869819,4808.869819,8,11,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,3,,,,,
TPS0751.2019,2021-06-05,13:36,2019,38.03507,-122.085302,SuisunWest,Terminal,,20.8,9.99,1759,0.91,8.4,29.87,5,44,Mamou,26019,0.026873,699.208587,6.057,4235.106411,4235.106411,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0748.2019,2021-06-05,13:01,2019,38.032598,-122.081382,SuisunWest,Terminal,,20.4,9.73,2138,1.09,8.4,11.48,1.62,52,Mamou,21342,0.026873,573.523566,6.057,3473.832239,3473.832239,7,6,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0745.2019,2021-06-05,12:19,2019,38.086254,-122.023215,SuisunWest,Distributary,,18.58,9.43,326,0.16,8,21.6,2.51,40,Mamou,19197,0.026873,515.880981,6.057,3124.691102,3124.691102,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0742.2019,2021-06-05,11:22,2019,38.082325,-122.006145,SuisunWest,Distributary,,18.4,8.03,386,0.19,7.7,27.13,2.12,35,Mamou,13880,0.026873,372.99724,6.057,2259.244283,2259.244283,4,3,,,,,,,,,,,,6,,,,,,,,,,,,,,9,,,,,,1,,,,,,
TPS0739.2019,2021-06-05,10:32,2019,38.108935,-121.993752,SuisunWest,Shoal,,18.33,9.37,264,0.13,8.2,44.73,2.47,18,Mamou,28198,0.026873,757.764854,6.057,4589.781721,4589.781721,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
TPS0736.2019,2021-06-05,10:06,2019,38.088485,-122.02648,SuisunWest,Distributary,,17.6,9.3,556,0.27,7.9,27.77,2.24,36,Mamou,9036,0.026873,242.824428,6.057,1470.78756,1470.78756,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
TPS0733.2019,2021-06-05,9:08,2019,38.085651,-122.037977,SuisunWest,Shoal,,17.69,9.41,189,0.09,8,15.54,1.26,51,Mamou,26387,0.026873,709.097851,6.057,4295.005684,4295.005684,5,7,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0730.2019,2021-06-05,8:31,2019,38.078022,-122.025316,SuisunWest,Shoal,,17.6,9.38,161,0.08,8,15.16,1.11,62,Mamou,24097,0.026873,647.558681,6.057,3922.262931,3922.262931,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
TPS0727.2019,2021-05-05,15:25,2019,38.044131,-121.946352,SuisunEast,Terminal,,20.1,9.01,418,0.21,7.6,15.03,6.21,67,Mamou,10916,0.026873,293.345668,6.057,1776.794711,1776.794711,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0724.2019,2021-05-05,14:37,2019,38.044796,-121.932845,SuisunEast,Shoal,,18.5,9.44,149,0.07,7.7,6.16,2.61,90,Mamou,23747,0.026873,638.153131,6.057,3865.293514,3865.293514,44,38,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0721.2019,2021-05-05,13:22,2019,38.054416,-121.903081,SuisunEast,Terminal,,17.63,6.45,338,0.16,7.5,10.73,2.72,60,Mamou,20139,0.026873,541.195347,6.057,3278.020217,3278.020217,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0718.2019,2021-05-05,12:26,2019,38.058554,-121.902183,SuisunEast,Distributary,,18.25,9.2,163,0.08,7.7,15.9,3.08,47,Mamou,17249,0.026873,463.532377,6.057,2807.615607,2807.615607,15,20,,,,,,3,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,
TPS0715.2019,2021-05-05,11:42,2019,38.069973,-121.911248,SuisunEast,Distributary,,18.14,9.26,159,0.07,7.6,14.09,3.1,40,Mamou,18172,0.026873,488.336156,6.057,2957.852097,2957.852097,19,13,,,,,,2,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,
TPS0712.2019,2021-05-05,10:58,2019,38.079462,-121.947821,SuisunEast,Distributary,,17.47,9.01,165,0.08,7.7,17.35,2.94,51,Mamou,19831,0.026873,532.918463,6.057,3227.88713,3227.88713,9,7,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,
TPS0709.2019,2021-05-05,9:31,2019,38.080581,-121.955286,SuisunEast,Terminal,,18.09,8.75,189,0.09,7.6,24.56,3.94,35,Mamou,7695,0.026873,206.787735,6.057,1252.513311,1252.513311,5,5,,,1,,,,,,,2,,2,,,,,,8,,,,,,,,50,,,,,,,,,2,34,,
TPS0706.2019,2021-05-05,8:49,2019,38.050977,-121.924796,SuisunEast,Shoal,,17.45,9.02,172,0.08,7.5,8.77,2.01,67,Mamou,23892,0.026873,642.049716,6.057,3888.89513,3888.89513,26,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0703.2019,2021-05-05,8:00,2019,38.040865,-121.918126,SuisunEast,Distributary,,17.58,9.14,148,0.07,8.3,6.7,2.77,100,Mamou,25941,0.026873,697.112493,6.057,4222.41037,4222.41037,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0700.2019,2021-04-05,14:45,2019,38.038559,-121.863017,SuisunEast,Terminal,,19.11,6.08,570,0.28,7.4,12.41,4.81,56,Mamou,14702,0.026873,395.086846,6.057,2393.041026,2393.041026,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0697.2019,2021-04-05,14:01,2019,38.036415,-121.876323,SuisunEast,Shoal,,18.41,9.33,153,0.07,7.7,5.73,1.7,91,Mamou,21503,0.026873,577.850119,6.057,3500.038171,3500.038171,39,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0694.2019,2021-04-05,13:21,2019,38.036587,-121.849481,SuisunEast,Distributary,,18.49,9.44,145,0.07,7.7,4.7,2.63,122,Mamou,25116,0.026873,674.942268,6.057,4088.125317,4088.125317,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0691.2019,2021-04-05,12:43,2019,38.041575,-121.819789,SuisunEast,Distributary,,18.34,8.25,160,0.08,7.6,5.72,2.03,104,Mamou,15868,0.026873,426.420764,6.057,2582.830568,2582.830568,8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0688.2019,2021-04-05,12:07,2019,38.06246,-121.833511,SuisunEast,Shoal,,17.4,9.14,142,0.07,7.7,5.4,4.75,111,Mamou,22385,0.026873,601.552105,6.057,3643.6011,3643.6011,37,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0685.2019,2021-04-05,11:30,2019,38.056003,-121.801426,SuisunEast,Shoal,,17.33,9.11,136,0.06,7.7,4.23,1.12,108,Mamou,26223,0.026873,704.690679,6.057,4268.311443,4268.311443,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0682.2019,2021-04-05,10:37,2019,38.055098,-121.791401,SuisunEast,Shoal,,17.2,9.08,137,0.06,7.8,4.62,0.8,122,Mamou,5245,0.026873,140.948885,6.057,853.7273964,853.7273964,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0679.2019,2021-04-05,10:00,2019,38.037879,-121.784778,SuisunEast,Terminal,,17.71,9.08,142,0.07,7.9,5.14,1.65,117,Mamou,20436,0.026873,549.176628,6.057,3326.362836,3326.362836,18,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0676.2019,2021-04-05,9:17,2019,38.024767,-121.817888,SuisunEast,Shoal,,17.81,9.21,144,0.07,8.4,4.5,1.94,100,Mamou,18369,0.026873,493.630137,6.057,2989.91774,2989.91774,37,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0673.2019,2020-05-05,15:30,2019,38.213709,-121.926046,SuisunEast,Terminal,,17.89,6.84,1788,0.91,7.7,58.83,4.54,19,Otter,15063,0.026873,404.787999,6.541,2647.718301,2647.718301,6,8,,,,1,,,,,,,,,,,,,,,,,,,,,,640,,,,,,,,1,,,,
TPS0670.2019,2020-05-05,14:25,2019,38.178953,-122.056163,SuisunWest,Distributary,,17.31,8.39,1028,0.51,8,82.53,2.32,17,Otter,23952,0.026873,643.662096,6.541,4210.19377,4210.19377,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,
TPS0667.2019,2020-05-05,13:42,2019,38.235161,-122.029475,SuisunWest,Terminal,,17.34,6.99,2042,1.05,8,50.94,3.96,25,Otter,25309,0.026873,680.128757,6.541,4448.7222,4448.7222,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,1,,,,
TPS0664.2019,2020-05-05,13:00,2019,38.220825,-122.046165,SuisunWest,Terminal,,16.41,6.25,1881,0.96,8,51.42,3.77,22,Otter,26941,0.026873,723.985493,6.541,4735.58911,4735.58911,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,308,,,,,,,,,,,,
TPS0661.2019,2020-05-05,12:16,2019,38.214048,-122.03517,SuisunWest,Terminal,,16.59,7.11,2135,1.1,8.1,80.15,4.02,17,Otter,26284,0.026873,706.329932,6.541,4620.104085,4620.104085,6,14,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
TPS0658.2019,2020-05-05,11:22,2019,38.185458,-122.016263,SuisunWest,Distributary,,15.6,6.95,1608,0.82,7.6,57.63,3.45,25,Otter,22296,0.026873,599.160408,6.541,3919.108229,3919.108229,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
TPS0655.2019,2020-05-05,10:40,2019,38.174229,-122.014699,SuisunWest,Distributary,,17.22,8.17,1038,0.52,7.8,60.79,2.35,20,Otter,23957,0.026873,643.796461,6.541,4211.072651,4211.072651,22,12,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,2,,,,
TPS0652.2019,2020-05-05,9:54,2019,38.182452,-121.963327,SuisunEast,Distributary,,16.9,8.07,1026,0.51,7.7,54.53,2.21,25,Otter,23824,0.026873,640.222352,6.541,4187.694404,4187.694404,22,26,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,1,,,,,,,,,
