SampleRowID,SampleDate,SurveyNumber,StationCode,SampleTimeStart,SampleTimeEnd,Secchi,ConductivityTop,WaterTemperature,Turbidity,DepthBottom,MeterStart,MeterEnd,TideCode,TowDirectionCode,MeterNumber,Latitude,Longitude,SampleComments
2272,2012-04-05,4,405,0.397916667,0.404861111,12,2372,12.89999962,195,10,141676,158985,3,3,20780,38-02-21.6,122-08-38.6,
2273,2012-04-05,4,418,0.436805556,0.44375,20,1344,12.69999981,189,34,158985,180992,4,1,20780,38-04-04.7,122-05-39.6,
2274,2012-04-05,4,602,0.456944444,0.463888889,18,913,12.69999981,103,6,180992,197634,4,2,20780,38-06-48.2,122-02-37.2,
2275,2012-04-05,4,606,0.480555556,0.484027778,20,3444,13.80000019,95,26,0,9859,4,2,20780,38-10-11.0,122-01-25.1,5 Minute Tow 1 of 2 [Changed meter start and meter end to reflect average of 5 minute tows by LJD on 07/19/2012]
2277,2012-04-05,4,606,0.491666667,0.495138889,20,3444,13.80000019,95,26,0,9859,4,2,20780,38-10-11.0,122-01-25.1,5 Minute Tow 2 of 2. MeterEnd is an average meter check from all 5 min tows
2278,2012-04-05,4,609,0.510416667,0.513888889,25,2419,14.19999981,96,25,0,9859,4,2,20780,38-10-00.9,121-56-30,"Tow 1. No meter taken for tow 1, used an average from all 5 min tows"
2279,2012-04-05,4,609,0.520138889,0.523611111,25,2419,14.19999981,96,25,209235,218433,4,2,20780,38-10-00.9,121-56-30,2nd Tow.
2280,2012-04-04,14,719,0.463888889,0.467361111,37,590,14.10000038,26,8,0,9859,3,3,20780,38-20-11.4,121-38-42.9,"No meter reading, did not put meter into water.  Meter out is an average meter check from all 5 min tows"
2281,2012-04-30,5,809,0.291666667,0.298611111,106,237,18.60000038,9,40,234818,251582,2,2,20780,38-03-03.7,121-41-40.2,
2282,2012-04-30,5,812,0.313888889,0.320833333,98,232,18.70000076,9,24,251532,264932,2,2,20780,38-05-23.8,121-38-28.1,No Catch
2283,2012-04-30,5,815,0.333333333,0.340277778,120,240,18.79999924,7,14,264932,283219,2,2,20780,38-05-11.5,121-34-18.4,No Catch
2284,2012-04-30,5,902,0.349305556,0.35625,125,324,19.29999924,4,24,283219,298214,3,3,20780,38-01-06.3,121-34-55.3,No Catch
2285,2012-04-30,5,915,0.388888889,0.395833333,126,418,20.29999924,4,22,301903,319619,4,2,20780,37-56-32.6,121-33-44.5,No Catch. Retow due to splice coming out.
2286,2012-04-30,5,914,0.409027778,0.415972222,121,482,20.29999924,4,26,319619,334210,4,2,20780,37-57-55.2,121-31-50,No Catch.
2287,2012-04-30,5,912,0.443055556,0.45,81,535,19.79999924,10,29,334210,349260,4,2,20780,37-58-02.9,121-22-13.4,No Catch.
2288,2012-04-30,5,910,0.477777778,0.484722222,70,492,21.10000038,11,40,0,16853,4,2,20780,38-00-08.5,121-27-0.6,[Start and End meter numbers changed to reflect station average (16853) on 7/19/2012 by LJD]
2289,2012-04-30,5,906,0.497916667,0.504861111,110,342,20.29999924,6,39,354408,368960,4,2,20780,38-02-59.5,121-30-19.4,No Catch.
2290,2012-04-30,5,919,0.525694444,0.532638889,124,128,20.39999962,5,23,368960,381982,4,2,20780,38-06-19.7,121-29-42.6,No Catch.
2291,2012-05-01,5,520,0.529861111,0.536805556,55,218,18.89999962,13,44,546538,567536,1,3,20780,38-01-55.3,121-51-44.6,
2292,2012-05-01,5,508,0.509027778,0.515972222,30,316,18.79999924,24,40,529211,546538,1,3,20780,38-02-51.0,121-54-41.2,Salmonids released alive except clipped.
2293,2012-05-01,5,519,0.481944444,0.488888889,35,937,18.39999962,41,17,507498,529211,4,1,20780,38-04-20.7,121-57-35,Windy.
2294,2012-05-01,5,513,0.449305556,0.45625,65,185,18.29999924,19,61,488728,507498,4,1,20780,38-03-37.9,121-52-5.4,Windy.
2295,2012-05-03,5,411,0.335416667,0.342361111,27,4263,17.10000038,73,9,772328,789254,2,2,20780,38-03-04.4,122-04-38.3,2 Crangon shrimp
2296,2012-05-03,5,405,0.408333333,0.415277778,25,7470,17,59,9,809676,829156,4,2,20780,38-02-24.0,122-08-53.9,"One unid 28mm, cannot find in sample jug"
2297,2012-05-03,5,501,0.3125,0.319444444,20,1301,17.20000076,62,34,755321,772328,2,2,20780,38-04-26.8,122-01-37.9,
2298,2012-05-03,5,504,0.290972222,0.297916667,22,690,17.29999924,43,24,739954,755321,2,2,20780,38-03-08.6,121-59-7.4,
2299,2012-05-02,5,719,0.4375,0.440972222,32,646,18.79999924,25,31,680888,688980,4,2,20780,38-20-00.8,121-38-50.4,Tow 2 of 2.  5 min tow. 1 Exopaleomon shrimp
2300,2012-05-02,5,719,0.427083333,0.430555556,32,646,18.79999924,25,31,673601,680888,4,2,20780,38-20-00.8,121-38-50.4,Tow 1 of 2. 5 min tow.
2301,2012-05-02,5,716,0.388888889,0.395833333,36,381,18.29999924,33,28,656197,673601,2,2,20780,38-15-13.6,121-41-18.7,
2302,2012-05-02,5,715,0.372222222,0.379166667,39,290,17.39999962,26,40,639842,656197,2,2,20780,38-13-19.1,121-40-24.3,
2303,2012-05-02,5,713,0.355555556,0.3625,58,229,17.10000038,21,38,623876,639842,2,2,20780,38-12-26.4,121-39-36.1,
2304,2012-05-02,5,704,0.285416667,0.292361111,65,140,16.5,16,30,567592,588508,2,2,20780,38-03-55.1,121-47-25,
2305,2012-05-02,5,707,0.328472222,0.335416667,68,139,16.5,16,30,605327,623876,2,2,20780,38-06-51.8,121-42-26.2,
2306,2012-05-01,5,801,0.431944444,0.438888889,65,224,18.70000076,12,24,469983,488728,4,2,20780,38-02-37.4,121-50-41.5,
2307,2012-05-01,5,804,0.414583333,0.421527778,75,250,18.79999924,11,16,452450,469983,4,2,20780,38-01-03.8,121-47-48.9,No Catch
2308,2012-05-01,5,923,0.340972222,0.347916667,85,111,16.89999962,7,17,432324,452450,2,2,20780,38-08-04.6,121-33-57.7,No Catch
2309,2012-05-01,5,922,0.309722222,0.316666667,90,79,17.10000038,8,12,414468,432324,2,2,20780,38-12-17.7,121-28-45.4,No Catch
2310,2012-05-01,5,921,0.290972222,0.297916667,80,105,16.79999924,8,13,400050,414468,2,2,20780,38-09-58.9,121-29-36.5,No Catch
2311,2012-05-01,5,920,0.275694444,0.282638889,100,124,17.60000038,6,24,381995,400050,2,2,20780,38-08-40.2,121-30-23.6,No Catch
2313,2012-05-02,5,706,0.311111111,0.318055556,72,135,16.29999924,15,27,588508,605327,2,2,20780,38-05-10.9,121-44-55.9,
2314,2012-05-02,5,712,0.481944444,0.488888889,63,104,16.39999962,10,13,688980,703071,4,2,20780,38-11-24.5,121-38-28.5,No Catch
2315,2012-05-02,5,724,0.532638889,0.539583333,58,102,16.5,11,30,703071,723919,2,2,20780,38-14-10.5,121-33-32.3,
2316,2012-05-02,5,711,0.567361111,0.574305556,96,117,17,9,8,723919,739597,4,2,20780,38-10-27.0,121-39-14.4,
2317,2012-05-03,5,340,0.369444444,0.376388889,25,16530,16.29999924,91,9,789254,809676,4,2,20780,38-05-51.5,122-15-41.4,4 Paleomon shrimp
2318,2012-05-03,5,418,0.428472222,0.435416667,34,3000,16.89999962,113,34,829156,847031,4,2,20780,38-04-08.1,122-05-43.5,
2319,2012-05-03,5,602,0.447916667,0.454861111,27,2802,17.10000038,68,8,847031,865627,4,1,20780,38-06-44.9,122-02-41.6,
2320,2012-05-03,5,609,0.499305556,0.502777778,17,1538,17.89999962,88,38,887752,895897,4,2,20780,38-10-02.8,121-56-15.9,"5 minute tow, tow 1; 3 Exopaleomon shrimp"
2321,2012-05-03,5,610,0.527777778,0.534722222,26,358,17.70000076,40,16,905136,919301,4,2,20780,38-07-16.4,121-53-19.8,
2323,2012-05-03,5,609,0.508333333,0.511805556,17,1538,17.89999962,88,38,895897,905136,4,2,20780,38-10-02.8,121-56-15.9,"5 minute tow, tow 2; 3 Exopaleomon shrimp"
2324,2012-05-03,5,606,0.469444444,0.472916667,19,1849,18.20000076,119,25,865627,877020,4,2,20780,38-10-11.9,122-01-34.1,"5 minute tow, tow 1"
2325,2012-05-03,5,606,0.479166667,0.482638889,19,1849,18.20000076,119,25,877020,887752,4,2,20780,38-10-11.9,122-01-34.1,"5 minute tow, tow 2; 1 Crangon shrimp and 2 Exopaleomon shrimp; Start time estimated and added 12/20/12 by LJD, no start or end time taken in the field"
2327,2013-01-10,1,519,0.590277778,0.597222222,27,1649,8.300000191,64,12,189752,210893,2,2,24584,38-04-31.6,121-56-33.4,Coordinates converted to DMS on 7/20/15 LJD
2328,2013-01-10,1,609,0.373611111,0.38125,14,1885,7.699999809,84,42,21610,43100,4,2,24584,38-10-2.3,121-56-19.1,Coordinates converted to DMS on 7/20/15 LJD
2329,2013-01-10,1,606,0.4,0.406944444,15,2253,7.699999809,123,29,43100,62858,4,2,24584,38-10-11.8,122-01-26.2,Coordinates converted to DMS on 7/20/15 LJD
2330,2013-01-10,1,602,0.434027778,0.440972222,25,4432,8.100000381,122,10,62858,83846,4,2,24584,38-06-52.9,122-02-24.9,Coordinates converted to DMS on 7/20/15 LJD
2331,2013-01-09,1,707,0.413888889,0.420833333,47,242,7.599999905,36,34,894612,914588,4,2,24584,38-06-45.9,121-42-34.7,Coordinates converted to DMS on 7/20/15 LJD
2332,2013-01-09,1,719,0.463194444,0.466666667,22,469,8.100000381,74,36,914588,923833,4,2,24584,38-20-01.0,121-38-50.5,Five Minute Tow: Tow 1; Coordinates converted to DMS on 7/20/15 LJD
2333,2013-01-09,1,719,0.474305556,0.477777778,22,469,8.100000381,74,36,923833,936314,4,2,24584,38-19-59.8,121-38-52.7,Five Minute Tow: Tow 2; Coordinates converted to DMS on 7/20/15 LJD
2334,2013-01-09,1,716,0.509722222,0.513194444,32,283,7.800000191,41,27,936320,944131,4,2,24584,38-15-21.7,121-41-23.3,Five Minute Tow: Tow 1; Coordinates converted to DMS on 7/20/15 LJD
2335,2013-01-09,1,716,0.517361111,0.520833333,32,283,7.800000191,41,27,944131,953000,4,2,24584,38-15-21.7,121-41-23.3,Five Minute Tow: Tow 2; Coordinates converted to DMS on 7/20/15 LJD
2336,2013-01-09,1,715,0.53125,0.538194444,42,237,7.800000191,34,49,953000,968181,4,2,24584,38-13-26.8,121-40-26.7,Coordinates converted to DMS on 7/20/15 LJD
2337,2013-01-08,1,513,0.523611111,0.530555556,36,338,7.699999809,50,52,778070,799610,4,2,24584,38-03-24.5,121-52-15.5,Coordinates converted to DMS on 7/20/15 LJD
2338,2013-01-07,1,809,0.327777778,0.334722222,42,207,7.400000095,35,46,504506,519036,4,2,24584,38-03-5.2,121-41-39.2,Coordinates converted to DMS on 7/20/15 LJD
2339,2013-01-07,1,812,0.35,0.356944444,47,201,7.5,27,19,519036,533868,4,2,24584,38-05-22.6,121-38-22.8,Coordinates converted to DMS on 7/20/15 LJD
2340,2013-01-07,1,919,0.577083333,0.584027778,62,240,7.900000095,20,28,639870,655663,2,2,24584,38-06-19.3,121-29-41.6,Coordinates converted to DMS on 7/20/15 LJD
2341,2013-01-10,1,610,0.35,0.356944444,26,543,7,48,17,2441,21610,2,2,24584,38-07-19.3,121-53-19.4,Coordinates converted to DMS on 7/20/15 LJD
2342,2013-01-10,1,418,0.458333333,0.465277778,37,13360,9.100000381,52,38,83846,103192,4,2,24584,38-04-2.1,122-05-44.2,Coordinates converted to DMS on 7/20/15 LJD
2343,2013-01-10,1,340,0.504861111,0.511805556,18,24290,9.5,87,33,103192,125797,4,2,24584,38-05-49.9,122-15-45.9,Coordinates converted to DMS on 7/20/15 LJD
2344,2013-01-10,1,405,0.531944444,0.538888889,36,12760,9,45,17,125797,146761,2,2,24584,38-02-22.9,122-08-40.5,Coordinates converted to DMS on 7/20/15 LJD
2345,2013-01-10,1,411,0.551388889,0.558333333,32,13250,9.100000381,39,10,146745,169242,2,2,24584,38-02-59.8,122-04-53,Coordinates converted to DMS on 7/20/15 LJD
2346,2013-01-10,1,501,0.572222222,0.579166667,36,5340,8.600000381,56,30,169249,189757,2,2,24584,38-02-59.8,122-04-53,Coordinates converted to DMS on 7/20/15 LJD
2347,2013-01-09,1,704,0.379861111,0.386805556,37,245,7.300000191,36,35,861512,880525,4,2,24584,38-03-56.6,121-47-21.5,Coordinates converted to DMS on 7/20/15 LJD
2348,2013-01-09,1,706,0.395833333,0.402777778,45,229,7.5,34,34,880525,894612,4,2,24584,1938-05-09,121-44-57.8,Coordinates converted to DMS on 7/20/15 LJD
2349,2013-01-09,1,713,0.549305556,0.55625,38,239,7.900000095,33,43,0,18384,4,2,24584,1938-12-20,121-39-31.1,"Weeds wrapped around flowmeter. (Orig Meter Start: 968181, Orig. Meter End:968681. Station average for the period of record inserted) JA 7/31/13; Coordinates converted to DMS on 7/20/15 LJD"
2350,2013-01-09,1,712,0.568055556,0.575,67,206,8.199999809,21,11,968681,986446,4,2,24584,38-11-15.1,121-38-40.3,Coordinates converted to DMS on 7/20/15 LJD
2351,2013-01-09,1,711,0.583333333,0.590277778,60,189,8.100000381,22,16,986446,2438,4,2,24584,38-10-37.4,121-39-44.3,Coordinates converted to DMS on 7/20/15 LJD
2352,2013-01-08,1,920,0.318055556,0.325,92,236,6.599999905,14,21,655663,676324,2,2,24584,1938-08-29,121-30-17.5,"No ""Meter In"" taken, some weeds on meter. 1/22/13 LJD Used Meter out from 919 1/7/13 for meter in; Coordinates converted to DMS on 7/20/15 LJD"
2353,2013-01-08,1,921,0.334027778,0.340972222,40,142,6.900000095,31,28,676312,696373,2,2,24584,38-09-53.2,121-29-34.6,Coordinates converted to DMS on 7/20/15 LJD
2354,2013-01-08,1,922,0.351388889,0.358333333,36,132,7.199999809,33,10,696377,717284,2,2,24584,38-12-16.2,121-28-44.5,Coordinates converted to DMS on 7/20/15 LJD
2355,2013-01-08,1,923,0.386805556,0.39375,60,179,6.900000095,14,10,717284,737617,2,2,24584,38-08-4.5,121-33-56.1,Coordinates converted to DMS on 7/20/15 LJD
2356,2013-01-08,1,804,0.480555556,0.4875,39,232,7.699999809,46,44,737613,758242,4,2,24584,38-01-3.5,121-47-47.1,"Hyacinth on flowmeter, partial tow (~1 min); Coordinates converted to DMS on 7/20/15 LJD"
2357,2013-01-08,1,801,0.503472222,0.510416667,39,240,7.900000095,48,24,758242,778070,4,2,24584,38-02-39.7,121-50-40.2,Coordinates converted to DMS on 7/20/15 LJD
2358,2013-01-08,1,508,0.548611111,0.555555556,43,784,7.900000095,45,59,799610,820515,1,3,24584,38-02-45.7,121-55-41.7,Coordinates converted to DMS on 7/20/15 LJD
2359,2013-01-08,1,504,0.572916667,0.579861111,40,3107,8.199999809,43,29,820515,841116,2,2,24584,38-03-12.7,121-59-16.1,Coordinates converted to DMS on 7/20/15 LJD
2360,2013-01-08,1,520,0.602777778,0.609722222,30,249,7.900000095,51,43,841116,861506,2,2,24584,38-01-56.4,121-52-6.4,Coordinates converted to DMS on 7/20/15 LJD
2361,2013-01-07,1,815,0.372222222,0.379166667,48,216,7.5,26,13,533868,549986,4,2,24584,38-05-5.7,121-34-19.9,Coordinates converted to DMS on 7/20/15 LJD
2362,2013-01-07,1,902,0.39375,0.400694444,68,262,7.300000191,15,27,549986,564973,4,2,24584,38-01-13.5,121-34-57.2,weeds caught on front of flowmeter.  Lots of weeds in net.; Coordinates converted to DMS on 7/20/15 LJD
2363,2013-01-07,1,915,0.419444444,0.426388889,72,330,7.599999905,13,28,564973,580164,4,2,24584,37-56-30.6,121-33-42.5,Coordinates converted to DMS on 7/20/15 LJD
2364,2013-01-07,1,914,0.441666667,0.448611111,85,418,7.900000095,10,32,580164,592937,4,2,24584,37-57-52.6,121-31-49,Coordinates converted to DMS on 7/20/15 LJD
2365,2013-01-07,1,912,0.490277778,0.497222222,72,501,8.199999809,13,40,592937,612493,4,2,24584,37-58-4.1,121-22-15.1,Coordinates converted to DMS on 7/20/15 LJD
2366,2013-01-07,1,910,0.529166667,0.536111111,63,406,8.699999809,20,43,612493,636972,1,3,24584,38-00-5.5,121-27-0.7,Coordinates converted to DMS on 7/20/15 LJD
2367,2013-01-07,1,906,0.551388889,0.558333333,68,271,8,25,40,0,17329,2,2,24584,38-03-0.2,121-30-21.9,"(Orig Meter Start: 636972, Orig. Meter End:639870. Station average for the period of record inserted) JA 7/31/13; Coordinates converted to DMS on 7/20/15 LJD"
2368,2013-02-04,2,809,0.34375,0.350694444,88,255,9.300000191,11,53,210894,232402,4,2,24584,38-03-9.2,121-41-28.3,
2369,2013-02-04,2,902,0.426388889,0.433333333,117,276,9.600000381,9,27,278413,286552,4,2,24584,38-01-5.5,121-34-56.7,"lots of weeds on flowmeter, was not spinning for part of tow"
2370,2013-02-04,2,915,0.453472222,0.460416667,123,310,9.800000191,7,25,286552,308917,4,2,24584,37-56-36.8,121-33-55.1,
2371,2013-02-07,2,610,0.576388889,0.583333333,24,2787,10.60000038,63,18,918200,932107,2,2,24584,38-07-11.3,121-53-18,
2372,2013-02-04,2,812,0.366666667,0.373611111,91,224,9.300000191,10,21,232402,254004,4,2,24584,38-05-22.9,121-38-22.7,
2373,2013-02-04,2,914,0.479166667,0.486111111,142,420,9.699999809,6,30,308917,329052,4,2,24584,37-57-58.1,121-31-52,
2374,2013-02-07,2,609,0.552083333,0.559027778,18,3591,10.39999962,81,,903745,918200,2,2,24584,38-10-2.4,121-56-17.4,No depth taken
2375,2013-02-04,2,912,0.525694444,0.532638889,95,932,10.69999981,7,40,329052,350045,1,3,24584,37-57-59.5,121-22-7.4,
2376,2013-02-04,2,910,0.563194444,0.570138889,100,455,10.39999962,8,39,350045,370740,2,2,24584,38-00-5.5,121-26-59.3,
2377,2013-02-04,2,906,0.582638889,0.589583333,107,299,10.10000038,8,39,370740,392561,2,2,24584,1938-03-03,121-30-23.7,weeds on flowmeter for about 1 min of tow
2378,2013-02-04,2,919,0.607638889,0.614583333,140,249,10.39999962,6,20,392561,408668,2,2,24584,1938-06-19,121-29-37.6,
2379,2013-02-05,2,920,0.319444444,0.326388889,115,351,10,6,30,408780,425870,2,2,24584,38-08-46.8,121-30-22.6,
2380,2013-02-05,2,921,0.335416667,0.342361111,118,230,9.600000381,4,16,425870,441849,3,3,24584,38-10-2.3,121-29-39.3,
2381,2013-02-05,2,922,0.353472222,0.360416667,142,85,8.899999619,4,12,441849,459736,3,3,24584,1938-12-20,121-28-46.4,
2382,2013-02-05,2,923,0.390972222,0.397916667,96,196,9.699999809,9,16,459726,474874,4,1,24584,38-08-11.2,121-33-40.7,Windy
2383,2013-02-05,2,804,0.470833333,0.477777778,48,394,10,18,38,474874,489170,1,3,24584,1938-01-01,121-47-29.5,
2384,2013-02-07,2,606,0.525694444,0.532638889,28,4587,10,56,28,889031,903745,1,3,24584,38-10-11.1,122-01-26.4,
2385,2013-02-05,2,801,0.492361111,0.499305556,48,576,10,23,25,489170,503377,2,2,24584,38-02-16.1,121-50-30.3,
2386,2013-02-05,2,513,0.513194444,0.520138889,40,2135,9.800000191,26,47,503377,518124,2,2,24584,38-03-32.1,121-52-3.5,
2387,2013-02-05,2,501,0.545138889,0.552083333,38,8470,10.30000019,34,39,518124,534622,2,2,24584,38-04-27.8,122-01-35.2,
2388,2013-02-05,2,519,0.565972222,0.572916667,35,3629,10.39999962,40,10,534622,557087,2,2,24584,38-04-22.4,121-57-34.8,
2389,2013-02-05,2,520,0.594444444,0.601388889,46,545,10,26,49,557087,573376,2,2,24584,38-01-55.5,121-51-44.7,
2390,2013-02-06,2,704,0.325694444,0.332638889,77,241,9.800000191,12,34,573355,593270,4,2,24584,38-03-58.2,121-47-7.8,
2391,2013-02-06,2,706,0.341666667,0.348611111,75,245,9.899999619,11,34,593278,613565,4,2,24584,38-05-13.2,121-44-47.5,
2392,2013-02-07,2,508,0.336805556,0.34375,51,568,9.899999619,23,47,777817,792217,4,2,24584,38-02-49,121-54-58,
2393,2013-02-06,2,707,0.356944444,0.363888889,79,247,10,11,31,613565,632064,4,2,24584,38-06-55.2,121-42-23,
2394,2013-02-06,2,719,0.406944444,0.410416667,30,529,9.5,42,31,642998,652971,4,2,24584,38-20-0.6,121-38-53,"tow 2, 5 min"
2395,2013-02-06,2,716,0.457638889,0.464583333,48,332,10.39999962,18,30,652985,674504,4,2,24584,38-15-25.6,121-41-26.7,
2396,2013-02-06,2,715,0.473611111,0.480555556,62,246,10.30000019,12,50,674499,696182,4,2,24584,38-13-23.4,121-40-25.2,
2397,2013-02-06,2,713,0.4875,0.494444444,75,250,10.30000019,11,46,696178,716158,4,2,24584,38-12-26.2,121-39-33.5,
2398,2013-02-06,2,712,0.506944444,0.513888889,148,207,10.30000019,68,21,716158,736038,4,2,24584,38-11-29.7,121-38-17.8,
2399,2013-02-06,2,724,0.561111111,0.568055556,110,197,10.69999981,8,29,736041,756603,4,2,24584,38-14-14.3,121-33-30,
2400,2013-02-06,2,711,0.603472222,0.610416667,117,195,10.39999962,8,15,756603,777749,2,2,24584,38-10-36.9,121-39-45.1,
2401,2013-02-07,2,504,0.356944444,0.363888889,43,2304,9.800000191,23,30,792217,807535,4,2,24584,1938-03-09,121-59-10.9,
2402,2013-02-07,2,411,0.379166667,0.386111111,33,11530,10,41,13,807535,821682,4,2,24584,38-03-8.9,122-04-29.9,1 UNID preserved in formalin for identification in lab. Later identified as surf smelt.
2403,2013-02-07,2,340,0.421527778,0.428472222,38,23900,10.39999962,28,13,821682,836730,4,2,24584,38-05-48.4,122-15-38.7,"GPS coordinates taken after tow, no satelite reception"
2404,2013-02-07,2,405,0.464583333,0.471527778,39,13550,10.5,20,8,836730,857309,4,2,24584,38-02-24.4,122-08-50.9,
2405,2013-02-06,2,719,0.396527778,0.4,30,529,9.5,42,31,632064,642998,4,2,24584,38-20-0.6,121-38-53,"tow 1, five minutes"
2406,2013-02-07,2,418,0.484027778,0.490972222,42,18550,10.69999981,20,39,857309,876378,4,2,24584,38-04-1.7,122-05-50.7,
2407,2013-02-07,2,602,0.503472222,0.510416667,42,9410,10.89999962,37,8,876378,889031,4,2,24584,38-06-45.1,122-02-37.2,
2408,2013-02-04,2,815,0.398611111,0.405555556,93,237,9.600000381,12,15,254004,278413,4,2,24584,38-05-7.7,121-34-19.9,
2409,2013-03-04,3,809,0.3125,0.319444444,75,360,12.30000019,16,41,932161,951828,4,2,24584,38-03-7.1,121-41-40.5,
2410,2013-03-04,3,812,0.334027778,0.340972222,115,266,12,10,21,951828,975674,4,2,24584,,,No satelite reception
2411,2013-03-04,3,815,0.354861111,0.361805556,130,254,12,8,39,975674,996995,4,2,24584,38-05-11.3,121-34-22.4,
2412,2013-03-04,3,902,0.377083333,0.384027778,70,290,13.19999981,6,27,996995,13257,4,2,24584,38-01-9.6,121-34-56.7,
2413,2013-03-04,3,915,0.399305556,0.40625,140,307,13.30000019,6,30,13257,27505,4,2,24584,37-56-41.1,121-34-7.9,
2414,2013-03-04,3,914,0.426388889,0.433333333,180,496,13,5,32,27505,47512,1,2,24584,37-57-59.5,121-31-51.7,
2415,2013-03-04,3,912,0.473611111,0.480555556,200,783,12.80000019,4,37,47512,69456,2,2,24584,37-57-59.1,121-22-6.8,
2416,2013-03-04,3,910,0.495833333,0.502777778,160,466,13.19999981,9,39,69456,92225,2,2,24584,38-00-12.4,121-27-4.8,
2417,2013-03-04,3,906,0.515972222,0.522916667,172,313,13.19999981,8,38,92225,113167,2,2,24584,38-03-0.4,121-30-20.7,
2418,2013-03-04,3,919,0.540277778,0.547222222,200,201,13.10000038,6,25,113167,133853,2,2,24584,38-06-20.9,121-29-48.8,"GPS coordinates from Garmin on boat, handheld read ""lost sat reception""; Coordinates converted to DMS 7/20/15"
2419,2013-03-05,3,920,0.328472222,0.335416667,165,236,12.69999981,5,23,174901,196940,4,2,24584,38-08-35,121-30-14.6,Station 920
2420,2013-03-05,3,921,0.311111111,0.318055556,129,274,12.80000019,6,12,153458,174901,4,2,24584,38-10-1.3,121-29-37.4,Station 921
2421,2013-03-05,3,922,0.291666667,0.298611111,109,89,12.30000019,10,26,133869,153458,4,2,24584,38-12-24.6,121-28-54.8,
2422,2013-03-05,3,923,0.354861111,0.361805556,174,175,12.30000019,6,30,196940,218440,4,2,24584,38-08-8.6,121-33-46.6,Station 923
2423,2013-03-05,3,804,0.433333333,0.440277778,58,963,12.30000019,18,38,218440,239253,2,2,24584,38-01-1.1,121-47-31,
2424,2013-03-05,3,801,0.452777778,0.460416667,52,2336,12.5,22,24,239253,260043,2,2,24584,38-02-37.5,121-50-35.7,
2425,2013-03-05,3,513,0.470138889,0.477777778,42,3398,12.60000038,34,68,260043,281126,2,2,24584,38-03-38.6,121-52-5,
2426,2013-03-05,3,508,0.490972222,0.497916667,58,4618,12.80000019,26,42,281126,302329,2,2,24584,38-02-51.7,121-55-3.5,Station 508
2427,2013-03-05,3,504,0.511805556,0.51875,40,9380,12.80000019,33,22,302329,327616,2,2,24584,38-03-2.5,121-58-55.6,
2428,2013-03-05,3,520,0.538194444,0.545138889,49,1863,12.60000038,30,42,327616,349155,2,2,24584,38-01-56.3,121-52-5.4,
2429,2013-03-06,3,704,0.3,0.306944444,58,457,12,17,34,349167,362078,4,2,24584,38-04-0.1,121-47-14.6,
2430,2013-03-06,3,706,0.317361111,0.324305556,68,292,12,12,31,362078,375771,4,2,24584,38-05-9.4,121-44-59.5,
2431,2013-03-06,3,707,0.334722222,0.341666667,95,222,12.19999981,8,37,375778,388944,4,2,24584,38-06-50.9,121-42-28.4,
2432,2013-03-06,3,719,0.384722222,0.388194444,70,428,12.19999981,17,37,388940,396754,4,2,24584,38-19-58,121-38-51.2,"Tow 1, five minute tow"
2433,2013-03-06,3,719,0.393055556,0.396527778,70,428,12.19999981,17,37,396754,406932,4,2,24584,38-19-58,121-38-51.2,"Tow 2, 5 minute tow"
2434,2013-03-06,3,716,0.421527778,0.428472222,99,250,12.80000019,10,30,406932,421330,4,2,24584,38-15-17.8,121-41-19.8,
2435,2013-03-06,3,715,0.440277778,0.447222222,102,218,12.69999981,10,54,421325,434396,4,2,24584,38-13-38.7,121-40-28.9,
2436,2013-03-06,3,713,0.455555556,0.4625,102,217,12.60000038,8,44,434390,449892,4,2,24584,38-12-23.7,121-39-37.6,
2437,2013-03-06,3,712,0.473611111,0.480555556,148,204,12.69999981,7,12,449893,466234,4,2,24584,38-11-20.1,121-38-36.2,
2438,2013-03-06,3,724,0.528472222,0.535416667,200,166,13,4,28,466235,480449,1,2,24584,38-14-12.3,121-33-31.8,
2439,2013-03-06,3,711,0.565277778,0.572222222,156,189,12.89999962,8,16,480446,496943,2,2,24584,38-10-35.8,121-39-41.3,
2440,2013-03-07,3,610,0.309722222,0.316666667,48,3634,11.89999962,32,15,496953,517912,3,3,24584,1938-07-17,121-53-18.9,
2441,2013-03-07,3,609,0.334722222,0.338194444,20,4320,12.60000038,97,38,517912,528254,4,2,24584,38-10-3.4,121-56-14.6,"Tow 1, 5 min tow"
2442,2013-03-07,3,609,0.343055556,0.346527778,20,4320,12.60000038,97,38,528254,539527,4,2,24584,38-10-3.4,121-56-14.6,"Tow 2, 5 min tow"
2443,2013-03-07,3,606,0.368055556,0.375,22,6960,12.5,49,28,539527,559290,4,2,24584,1938-10-10,122-01-30.2,
2444,2013-03-07,3,602,0.390277778,0.397222222,45,11060,12.19999981,26,8,559290,584528,4,2,24584,38-06-56.5,122-02-33.2,
2445,2013-03-07,3,418,0.4125,0.419444444,63,19640,12.39999962,17,39,584532,606206,4,2,24584,38-03-57.2,122-06-3.9,
2446,2013-03-07,3,340,0.457638889,0.464583333,56,25280,12.69999981,14,22,606209,627725,2,2,24584,38-05-47.4,122-15-40,
2447,2013-03-07,3,405,0.485416667,0.492361111,63,21280,12.80000019,14,11,627725,648416,2,2,24584,38-02-20.7,122-08-38,
