SurveySeason,StationCode,Station_Longitude,Station_Latitude,Region,SubRegion,category,CatchData,EnvData
EDSM_Kodiak,18-25-LSR02,-121.82516,38.06323,West,Lower Sacramento River,very deep,TRUE,TRUE
EDSM_Kodiak,20-30-LSR03,-121.82483,38.06865,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,20-35-CF01,-121.82332,38.0274,West,Lower San Joaquin River,deep,TRUE,TRUE
EDSM_Kodiak,20-12-LSR03,-121.82324,38.06652,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,18-23-CF01,-121.82323,38.02602,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,18-26-CF02,-121.82314,38.02676,West,Lower San Joaquin River,deep,TRUE,TRUE
EDSM_Kodiak,20-18-LSR02,-121.82299,38.06719,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,20-32-LSR01,-121.82229,38.06244,West,Lower Sacramento River,very deep,TRUE,TRUE
EDSM_Kodiak,20-16-CF03,-121.82205,38.0236,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,19-03-LSR01,-121.82185,38.0676,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,18-13-LSR02,-121.82154,38.06632,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,20-32-LSR04,-121.82151,38.04245,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,20-25-LSR01,-121.82127,38.06356,West,Lower Sacramento River,very deep,TRUE,TRUE
EDSM_Kodiak,LSR2,-121.821175,38.06582085,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,20-01-CF01,-121.82111,38.02351,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,19-15-LSR01,-121.82083,38.06607,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,19-34-CF02,-121.8206,38.02149,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,LSJ67,-121.8201,38.02454,West,Lower San Joaquin River,deep,TRUE,TRUE
EDSM_Kodiak,19-04-LSR01,-121.81958,38.0664,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,20-33-CF02,-121.81939,38.02511,West,Lower San Joaquin River,deep,TRUE,TRUE
EDSM_Kodiak,19-23-LSR03,-121.81926,38.05803,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,20-11-LSR03,-121.81926,38.06518,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,20-14-LSR01,-121.81925,38.06597,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,18-25-LSR01,-121.81904,38.06055,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,19-34-LSR01,-121.81857,38.05983,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,20-06-LSJ01,-121.81822,38.02475,West,Lower San Joaquin River,intermediate,TRUE,TRUE
EDSM_Kodiak,18-20-LSR02,-121.81806,38.06206,West,Lower Sacramento River,very deep,TRUE,TRUE
EDSM_Kodiak,20-26-LSR04,-121.81774,38.05976,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,LSJ108,-121.8174059,38.01920556,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,20-17-LSR01,-121.8171,38.03089,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,20-21-LSR03,-121.81685,38.06381,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,19-35-LSR02,-121.81676,38.06203,West,Lower Sacramento River,very deep,TRUE,TRUE
EDSM_Kodiak,19-04-LSR03,-121.81663,38.06357,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,19-30-LSR02,-121.81648,38.06576,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,19-20-LSJ01,-121.81646,38.02176,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,19-50-LSR02,-121.81641,38.05961,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,20-10-LSJ01,-121.81593,38.02111,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,19-14-LSR03,-121.81555,38.06589,West,Lower Sacramento River,intermediate,TRUE,TRUE
EDSM_Kodiak,19-17-LSJ02,-121.81546,38.02103,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,19-07-LSR01,-121.81511,38.05876,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,20-23-LSR02,-121.81482,38.06239,West,Lower Sacramento River,very deep,TRUE,TRUE
EDSM_Kodiak,19-16-LSJ01,-121.81455,38.02031,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,19-11-LSJ01,-121.8145,38.01882,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,19-33-LSR02,-121.81434,38.05984,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,19-24-LSR01,-121.81423,38.05824,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,19-26-LSR03,-121.81423,38.05939,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,19-28-LSR01,-121.81403,38.06068,West,Lower Sacramento River,very deep,TRUE,TRUE
EDSM_Kodiak,18-25-LSJ03,-121.81372,38.01968,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,18-21-LSR02,-121.81364,38.05778,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,19-50-LSJ01,-121.81338,38.02032,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,19-30-LSR01,-121.81304,38.06028,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,LSJ13,-121.8128007,38.02174761,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,19-26-LSJ01,-121.81106,38.02111,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,20-29-LSR01,-121.81093,38.0636,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,19-19-LSR01,-121.81079,38.06016,West,Lower Sacramento River,very deep,TRUE,TRUE
EDSM_Kodiak,20-24-LSR01,-121.81041,38.06038,West,Lower Sacramento River,very deep,TRUE,TRUE
EDSM_Kodiak,20-05-LSR02,-121.81033,38.02684,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,20-31-LSR02,-121.80987,38.06197,West,Lower Sacramento River,very deep,TRUE,TRUE
EDSM_Kodiak,20-08-LSR03,-121.80965,38.06006,West,Lower Sacramento River,very deep,TRUE,TRUE
EDSM_Kodiak,19-52-LSR04,-121.80938,38.06214,West,Lower Sacramento River,very deep,TRUE,TRUE
EDSM_Kodiak,20-25-LSJ02,-121.80909,38.01914,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,19-32-LSR01,-121.80898,38.05579,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,20-35-LSR02,-121.80841,38.05859,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,19-51-LSR02,-121.80838,38.06309,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,19-11-LSR01,-121.80823,38.0594,West,Lower Sacramento River,very deep,TRUE,TRUE
EDSM_Kodiak,20-04-LSR02,-121.80781,38.06221,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,18-34-LSR02,-121.80745,38.05882,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,20-23-LSJ03,-121.80731,38.01762,West,Lower San Joaquin River,deep,TRUE,TRUE
EDSM_Kodiak,18-23-LSJ01,-121.80729,38.01958,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,20-21-LSR01,-121.807,38.0555,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,19-18-LSR03,-121.80696,38.063,West,Lower Sacramento River,intermediate,TRUE,TRUE
EDSM_Kodiak,19-05-LSR02,-121.80653,38.05513,West,Lower Sacramento River,intermediate,TRUE,TRUE
EDSM_Kodiak,19-15-LSJ03,-121.8064,38.02152,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,18-51-LSR03,-121.80632,38.05953,West,Lower Sacramento River,very deep,TRUE,TRUE
EDSM_Kodiak,20-11-LSJ03,-121.8063,38.02173,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,19-23-LSJ02,-121.80625,38.02111,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,18-50-LSJ05,-121.80617,38.02041,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,19-13-LSR03,-121.80616,38.05702,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,19-22-LSR01,-121.80577,38.05557,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,19-50-LSR01,-121.805,38.05512,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,19-29-LSJ03,-121.80493,38.02115,West,Lower San Joaquin River,deep,TRUE,TRUE
EDSM_Kodiak,18-52-LSR01,-121.80486,38.05882,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,20-08-LSR01,-121.80484,38.06167,West,Lower Sacramento River,very deep,TRUE,TRUE
EDSM_Kodiak,18-26-LSJ01,-121.80456,38.02325,West,Lower San Joaquin River,deep,TRUE,TRUE
EDSM_Kodiak,20-30-LSR01,-121.80406,38.06041,West,Lower Sacramento River,very deep,TRUE,TRUE
EDSM_Kodiak,LSR58,-121.80405,38.06049,West,Lower Sacramento River,very deep,TRUE,TRUE
EDSM_Kodiak,19-49-LSR03,-121.80393,38.05987,West,Lower Sacramento River,very deep,TRUE,TRUE
EDSM_Kodiak,20-18-LSJ02,-121.80393,38.02166,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,20-02-LSR01,-121.80392,38.05912,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,18-30-LSR01,-121.80391,38.06237,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,18-32-LSJ01,-121.80366,38.02313,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,20-16-LSR03,-121.80346,38.06241,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,20-34-LSJ01,-121.80298,38.01791,West,Lower San Joaquin River,deep,TRUE,TRUE
EDSM_Kodiak,18-13-LSJ02,-121.80296,38.0199,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,20-21-LSJ04,-121.80227,38.0205,West,Lower San Joaquin River,deep,TRUE,TRUE
EDSM_Kodiak,20-20-LSJ02,-121.80217,38.01822,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,18-50-LSR01,-121.80185,38.04432,West,Lower Sacramento River,shallow,TRUE,TRUE
EDSM_Kodiak,19-21-LSJ03,-121.80166,38.01781,West,Lower San Joaquin River,deep,TRUE,TRUE
EDSM_Kodiak,19-02-LSR01,-121.80139,38.05882,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,18-17-LSJ04,-121.80127,38.02091,West,Lower San Joaquin River,intermediate,TRUE,TRUE
EDSM_Kodiak,20-20-LSR02,-121.80104,38.05979,West,Lower Sacramento River,very deep,TRUE,TRUE
EDSM_Kodiak,19-32-LSJ01,-121.80075,38.02407,West,Lower San Joaquin River,deep,TRUE,TRUE
EDSM_Kodiak,17-52-LSJ01,-121.80032,38.0226,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,20-33-LSR01,-121.79973,38.05856,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,18-50-LSR04,-121.79964,38.05003,West,Lower Sacramento River,intermediate,TRUE,TRUE
EDSM_Kodiak,19-05-LSJ01,-121.79928,38.02381,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,20-24-LSR03,-121.79927,38.05345,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,20-27-LSR01,-121.79892,38.05043,West,Lower Sacramento River,intermediate,TRUE,TRUE
EDSM_Kodiak,19-49-LSR01,-121.79891,38.05214,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,20-07-LSR03,-121.79885,38.06339,West,Lower Sacramento River,intermediate,TRUE,TRUE
EDSM_Kodiak,19-10-LSR03,-121.79844,38.05803,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,20-15-LSR02,-121.79785,38.06238,West,Lower Sacramento River,very deep,TRUE,TRUE
EDSM_Kodiak,19-53-LSR01,-121.79723,38.05783,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,19-35-LSR03,-121.79699,38.0508,West,Lower Sacramento River,intermediate,TRUE,TRUE
EDSM_Kodiak,20-15-LSR01,-121.79618,38.05133,West,Lower Sacramento River,intermediate,TRUE,TRUE
EDSM_Kodiak,20-25-LSR02,-121.79612,38.05834,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,20-31-LSJ03,-121.79599,38.02014,West,Lower San Joaquin River,deep,TRUE,TRUE
EDSM_Kodiak,20-13-LSR04,-121.79593,38.06001,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,20-19-LSR01,-121.79565,38.05099,West,Lower Sacramento River,intermediate,TRUE,TRUE
EDSM_Kodiak,19-12-LSJ02,-121.79554,38.0233,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,19-05-LSR01,-121.7953,38.06189,West,Lower Sacramento River,very deep,TRUE,TRUE
EDSM_Kodiak,20-30-LSJ01,-121.79519,38.01794,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,18-29-LSR01,-121.795,38.0608,West,Lower Sacramento River,very deep,TRUE,TRUE
EDSM_Kodiak,20-17-LSR03,-121.79495,38.06123,West,Lower Sacramento River,very deep,TRUE,TRUE
EDSM_Kodiak,19-16-LSJ02,-121.79482,38.02266,West,Lower San Joaquin River,deep,TRUE,TRUE
EDSM_Kodiak,19-12-LSR02,-121.79472,38.06036,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,20-22-LSR02,-121.79451,38.06428,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,19-29-LSR01,-121.79416,38.05816,West,Lower Sacramento River,very deep,TRUE,TRUE
EDSM_Kodiak,LSJ61,-121.79407,38.01958,West,Lower San Joaquin River,deep,TRUE,TRUE
EDSM_Kodiak,18-52-LSJ01,-121.79376,38.01818,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,20-06-LSR02,-121.7937,38.06336,West,Lower Sacramento River,very deep,TRUE,TRUE
EDSM_Kodiak,18-50-LSR03,-121.79361,38.0391,West,Lower Sacramento River,shallow,TRUE,TRUE
EDSM_Kodiak,20-13-LSR01,-121.79357,38.06325,West,Lower Sacramento River,very deep,TRUE,TRUE
EDSM_Kodiak,20-27-LSR04,-121.79342,38.06571,West,Lower Sacramento River,intermediate,TRUE,TRUE
EDSM_Kodiak,18-16-LSR02,-121.79271,38.06251,West,Lower Sacramento River,very deep,TRUE,TRUE
EDSM_Kodiak,19-18-LSJ01,-121.7925,38.02553,West,Lower San Joaquin River,intermediate,TRUE,TRUE
EDSM_Kodiak,19-33-LSJ01,-121.79245,38.01661,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,20-10-LSR01,-121.79221,38.06238,West,Lower Sacramento River,very deep,TRUE,TRUE
EDSM_Kodiak,19-21-LSR01,-121.79216,38.05784,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,19-10-LSR01,-121.79179,38.05765,West,Lower Sacramento River,intermediate,TRUE,TRUE
EDSM_Kodiak,20-24-LSJ01,-121.79164,38.0162,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,LSR102,-121.791629,38.0637123,West,Lower Sacramento River,very deep,TRUE,TRUE
EDSM_Kodiak,20-13-LSJ03,-121.79143,38.02448,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,19-14-LSR01,-121.79124,38.05925,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,19-11-LSJ04,-121.79116,38.01861,West,Lower San Joaquin River,deep,TRUE,TRUE
EDSM_Kodiak,18-31-LSR01,-121.79095,38.05454,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,19-17-LSR01,-121.79077,38.06228,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,20-10-LSR03,-121.79064,38.05484,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,20-35-LSR01,-121.79053,38.06091,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,19-31-LSJ02,-121.79052,38.02499,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,20-12-LSJ01,-121.79034,38.02011,West,Lower San Joaquin River,deep,TRUE,TRUE
EDSM_Kodiak,20-32-LSR03,-121.79034,38.05953,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,18-15-LSR02,-121.7903,38.06176,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,19-05-LSJ03,-121.7903,38.01614,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,20-33-LSR04,-121.79024,38.06185,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,19-53-LSJ01,-121.7902,38.02571,West,Lower San Joaquin River,deep,TRUE,TRUE
EDSM_Kodiak,20-03-LSR03,-121.78999,38.06385,West,Lower Sacramento River,very deep,TRUE,TRUE
EDSM_Kodiak,18-21-LSJ01,-121.78991,38.01603,West,Lower San Joaquin River,deep,TRUE,TRUE
EDSM_Kodiak,19-35-LSR01,-121.78962,38.06219,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,19-35-LSJ02,-121.78957,38.01742,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,19-06-LSR01,-121.78913,38.06599,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,18-23-LSR01,-121.7891,38.0608,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,20-21-LSJ01,-121.78869,38.02513,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,19-18-LSR01,-121.78767,38.06538,West,Lower Sacramento River,very deep,TRUE,TRUE
EDSM_Kodiak,18-14-LSR01,-121.78748,38.04939,West,Lower Sacramento River,intermediate,TRUE,TRUE
EDSM_Kodiak,20-26-LSJ02,-121.7873,38.02455,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,19-13-LSR01,-121.7869,38.06063,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,20-23-LSJ01,-121.78688,38.01575,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,18-33-LSJ01,-121.78673,38.01567,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,19-25-LSR02,-121.78671,38.06845,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,18-08-LSJ02,-121.78632,38.02432,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,19-01-LSR01,-121.78627,38.06479,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,20-18-LSR04,-121.7862,38.05013,West,Lower Sacramento River,intermediate,TRUE,TRUE
EDSM_Kodiak,19-20-LSR01,-121.78605,38.06585,West,Lower Sacramento River,very deep,TRUE,TRUE
EDSM_Kodiak,17-51-LSJ02,-121.78602,38.01752,West,Lower San Joaquin River,deep,TRUE,TRUE
EDSM_Kodiak,18-21-LSR01,-121.78602,38.05041,West,Lower Sacramento River,intermediate,TRUE,TRUE
EDSM_Kodiak,20-24-LSR02,-121.7857,38.06626,West,Lower Sacramento River,very deep,TRUE,TRUE
EDSM_Kodiak,20-28-LSJ01,-121.78549,38.02479,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,20-21-LSR04,-121.78546,38.0387,West,Lower Sacramento River,intermediate,TRUE,TRUE
EDSM_Kodiak,19-15-LSR03,-121.78544,38.06494,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,19-29-LSJ06,-121.78543,38.02391,West,Lower San Joaquin River,intermediate,TRUE,TRUE
EDSM_Kodiak,19-20-LSJ04,-121.78527,38.02731,West,Lower San Joaquin River,deep,TRUE,TRUE
EDSM_Kodiak,19-52-LSR05,-121.7852,38.03151,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,19-33-LSJ03,-121.78518,38.02397,West,Lower San Joaquin River,deep,TRUE,TRUE
EDSM_Kodiak,LSR104,-121.7850461,38.06462655,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,19-23-LSR01,-121.78495,38.06422,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,20-29-LSJ02,-121.78494,38.01614,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,18-06-LSJ03,-121.78491,38.01548,West,Lower San Joaquin River,deep,TRUE,TRUE
EDSM_Kodiak,18-33-LSR01,-121.78452,38.06348,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,20-12-LSR02,-121.78449,38.03607,West,Lower Sacramento River,intermediate,TRUE,TRUE
EDSM_Kodiak,20-25-LSJ01,-121.78439,38.01571,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,20-33-LSJ02,-121.78422,38.02814,West,Lower San Joaquin River,intermediate,TRUE,TRUE
EDSM_Kodiak,19-27-LSR01,-121.78416,38.03016,West,Lower Sacramento River,intermediate,TRUE,TRUE
EDSM_Kodiak,LSR51,-121.78361,38.06238,West,Lower Sacramento River,very deep,TRUE,TRUE
EDSM_Kodiak,18-35-LSR01,-121.78322,38.0394,West,Lower Sacramento River,NA,TRUE,TRUE
EDSM_Kodiak,20-07-LSR02,-121.78313,38.06923,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,18-11-LSJ02,-121.78264,38.02604,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,19-21-LSJ01,-121.78258,38.02,West,Lower San Joaquin River,intermediate,TRUE,TRUE
EDSM_Kodiak,18-01-LSJ01,-121.7825,38.01774,West,Lower San Joaquin River,deep,TRUE,TRUE
EDSM_Kodiak,LSJ60,-121.78243,38.02082,West,Lower San Joaquin River,intermediate,TRUE,TRUE
EDSM_Kodiak,18-34-LSJ01,-121.7821,38.02008,West,Lower San Joaquin River,intermediate,TRUE,TRUE
EDSM_Kodiak,20-04-LSJ01,-121.7819,38.01975,West,Lower San Joaquin River,intermediate,TRUE,TRUE
EDSM_Kodiak,20-31-LSJ01,-121.78155,38.01635,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,19-22-LSJ01,-121.78153,38.02573,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,19-52-LSR02,-121.7807,38.06591,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,18-19-LSR01,-121.78048,38.06798,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,LSJ104,-121.7804713,38.02648873,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,19-32-LSJ03,-121.7801,38.02014,West,Lower San Joaquin River,deep,TRUE,TRUE
EDSM_Kodiak,18-19-LSJ01,-121.77989,38.02027,West,Lower San Joaquin River,deep,TRUE,TRUE
EDSM_Kodiak,20-08-LSJ01,-121.77951,38.02104,West,Lower San Joaquin River,deep,TRUE,TRUE
EDSM_Kodiak,20-16-LSR01,-121.77924,38.07023,West,Lower Sacramento River,very deep,TRUE,TRUE
EDSM_Kodiak,20-10-CS05,-121.7789,38.26255,North,Cache Slough and Liberty Island,intermediate,TRUE,TRUE
EDSM_Kodiak,18-15-LSJ02,-121.77869,38.02532,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,20-20-LSR03,-121.77869,38.07259,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,19-12-LSR01,-121.77831,38.07091,West,Lower Sacramento River,very deep,TRUE,TRUE
EDSM_Kodiak,19-03-LSJ02,-121.77816,38.02633,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,20-10-LSR02,-121.77779,38.06842,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,19-04-LSR02,-121.77762,38.06629,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,20-03-LSR01,-121.77747,38.06915,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,18-12-LSJ02,-121.77745,38.02579,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,20-34-LSR02,-121.77694,38.07336,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,19-14-LSR04,-121.7768,38.06766,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,19-53-LSR02,-121.77669,38.06511,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,18-50-LSR05,-121.77663,38.03576,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,20-16-LSR04,-121.77642,38.03553,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,20-14-LSJ01,-121.77619,38.02131,West,Lower San Joaquin River,deep,TRUE,TRUE
EDSM_Kodiak,19-26-LSJ03,-121.77611,38.02057,West,Lower San Joaquin River,intermediate,TRUE,TRUE
EDSM_Kodiak,19-24-LSJ01,-121.77581,38.0272,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,19-21-LSR02,-121.77562,38.07304,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,20-34-CS02,-121.77559,38.26115,North,Cache Slough and Liberty Island,intermediate,TRUE,TRUE
EDSM_Kodiak,19-35-LSR04,-121.77539,38.06599,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,18-20-LSR01,-121.77535,38.04892,West,Lower Sacramento River,NA,TRUE,TRUE
EDSM_Kodiak,20-30-LSJ04,-121.77504,38.01894,West,Lower San Joaquin River,deep,TRUE,TRUE
EDSM_Kodiak,19-20-LSJ03,-121.77478,38.02203,West,Lower San Joaquin River,deep,TRUE,TRUE
EDSM_Kodiak,20-13-LSR02,-121.77471,38.07161,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,18-28-LSJ01,-121.77416,38.02825,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,20-07-LSJ03,-121.77404,38.01824,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,20-18-LSR01,-121.77398,38.07098,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,19-50-LSR03,-121.77372,38.07023,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,20-19-LSJ03,-121.77361,38.01707,West,Lower San Joaquin River,very deep,TRUE,TRUE
EDSM_Kodiak,LSR1,-121.7733374,38.07257187,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,19-12-LSR04,-121.77326,38.032,West,Lower Sacramento River,deep,TRUE,TRUE
EDSM_Kodiak,18-07-LSJ01,-121.77319,38.0228,West,Lower San Joaquin River,deep,TRUE,TRUE
