SurveySeason,StationCode,Year,SampleDate,TowNumber,Salinity_ppt,Temperature_c,Turbidity_ntu,Secchi_cm,Volume_m3,Delta_Smelt,Longfin_Smelt
20mm,915,2010,2010-04-26T07:00:00Z,2,0.219,18.60000038,NA,100,915.4042906,0,0
20mm,915,2010,2010-04-26T07:00:00Z,3,0.219,18.60000038,NA,100,952.4522146,0,0
20mm,915,2010,2010-05-10T07:00:00Z,1,0.171,17.29999924,NA,160,984.0220775,0,0
20mm,915,2010,2010-05-10T07:00:00Z,2,0.171,17.29999924,NA,160,992.3811929,0,0
20mm,915,2010,2010-05-10T07:00:00Z,3,0.171,17.29999924,NA,160,948.1915004,0,0
20mm,915,2010,2010-05-24T07:00:00Z,1,0.162,16.89999962,NA,79,281.0853992,0,0
20mm,915,2010,2010-05-24T07:00:00Z,2,0.162,16.89999962,NA,79,897.1846653,0,0
20mm,915,2010,2010-06-07T07:00:00Z,2,0.064,22.29999924,NA,138,956.4288811,0,0
20mm,915,2010,2010-06-07T07:00:00Z,3,0.064,22.29999924,NA,138,983.9003428,0,0
20mm,915,2010,2010-06-21T07:00:00Z,1,NA,18.5,NA,200,938.8990857,0,0
20mm,915,2010,2010-06-21T07:00:00Z,2,NA,18.5,NA,200,949.2465344,0,0
20mm,915,2010,2010-06-21T07:00:00Z,3,NA,18.5,NA,200,991.8536759,0,0
20mm,915,2010,2010-07-06T07:00:00Z,1,0.024,23.39999962,NA,160,1006.461839,0,0
20mm,915,2010,2010-07-06T07:00:00Z,2,0.024,23.39999962,NA,160,1053.167381,0,0
20mm,915,2010,2010-07-06T07:00:00Z,3,0.024,23.39999962,NA,160,1002.606907,0,0
20mm,915,2011,2011-03-14T07:00:00Z,1,0.088,14,4.599999905,160,930.5399704,0,0
20mm,915,2011,2011-03-14T07:00:00Z,2,0.088,14,4.599999905,160,963.9358537,0,0
20mm,915,2011,2011-03-14T07:00:00Z,3,0.088,14,4.599999905,160,928.5922153,0,0
20mm,915,2011,2011-03-28T07:00:00Z,1,0.079,11.5,25.79999924,43,855.5919796,0,0
20mm,915,2011,2011-03-28T07:00:00Z,3,0.079,11.5,25.79999924,43,903.8800733,0,0
20mm,915,2011,2011-04-11T07:00:00Z,1,0.038,14.30000019,4.699999809,133,908.1813656,0,0
20mm,915,2011,2011-04-11T07:00:00Z,2,0.038,14.30000019,4.699999809,133,916.0941205,0,0
20mm,915,2011,2011-04-11T07:00:00Z,3,0.038,14.30000019,4.699999809,133,916.540481,0,0
20mm,915,2011,2011-04-25T07:00:00Z,1,0.037,15.39999962,6.5,103,970.6718398,0,0
20mm,915,2011,2011-04-25T07:00:00Z,2,0.037,15.39999962,6.5,103,933.7456505,0,0
20mm,915,2011,2011-04-25T07:00:00Z,3,0.037,15.39999962,6.5,103,872.3507885,0,0
20mm,915,2011,2011-05-09T07:00:00Z,1,0.043,17.79999924,6.900000095,120,938.4933034,0,0
20mm,915,2011,2011-05-09T07:00:00Z,2,0.043,17.79999924,6.900000095,120,918.0418755,0,0
20mm,915,2011,2011-05-09T07:00:00Z,3,0.043,17.79999924,6.900000095,120,914.3898348,0,0
20mm,915,2011,2011-05-23T07:00:00Z,1,0.061,17.20000076,5.900000095,130,991.2450024,0,0
20mm,915,2011,2011-05-23T07:00:00Z,2,0.061,17.20000076,5.900000095,130,992.6246623,0,0
20mm,915,2011,2011-05-23T07:00:00Z,3,0.061,17.20000076,5.900000095,130,1015.794832,0,0
20mm,915,2011,2011-06-06T07:00:00Z,1,0.05,18,4,148,993.3956486,0,0
20mm,915,2011,2011-06-06T07:00:00Z,2,0.05,18,4,148,981.5873837,0,0
20mm,915,2011,2011-06-20T07:00:00Z,1,0.028,22.79999924,4.199999809,124,980.8975538,0,0
20mm,915,2011,2011-06-20T07:00:00Z,2,0.028,22.79999924,4.199999809,124,983.4134041,0,0
20mm,915,2011,2011-06-20T07:00:00Z,3,0.028,22.79999924,4.199999809,124,984.1843904,0,0
20mm,915,2011,2011-07-05T07:00:00Z,3,0.018,25.5,4,120,1006.745886,0,0
20mm,915,2012,2012-03-12T07:00:00Z,1,0.153,12.30000019,7.300000191,115,911.3058893,0,0
20mm,915,2012,2012-03-12T07:00:00Z,2,0.153,12.30000019,7.300000191,115,930.6617051,0,2
20mm,915,2012,2012-03-12T07:00:00Z,3,0.153,12.30000019,7.300000191,115,960.1620783,0,1
20mm,915,2012,2012-03-26T07:00:00Z,1,0.136,13.19999981,5.5,16,916.0535423,0,0
20mm,915,2012,2012-03-26T07:00:00Z,2,0.136,13.19999981,5.5,16,996.276703,0,2
20mm,915,2012,2012-03-26T07:00:00Z,3,0.136,13.19999981,5.5,16,961.3794252,0,0
20mm,915,2012,2012-04-09T07:00:00Z,1,0.138,15.19999981,9.800000191,100,936.5861266,0,2
20mm,915,2012,2012-04-09T07:00:00Z,2,0.138,15.19999981,9.800000191,100,915.8506511,0,0
20mm,915,2012,2012-04-09T07:00:00Z,3,0.138,15.19999981,9.800000191,100,956.3477246,0,0
20mm,915,2012,2012-04-23T07:00:00Z,1,0.15,20.10000038,6.199999809,131,915.2825559,0,0
20mm,915,2012,2012-04-23T07:00:00Z,2,0.15,20.10000038,6.199999809,131,899.3758897,0,0
20mm,915,2012,2012-05-07T07:00:00Z,1,0.129,19.39999962,7.699999809,78,966.4517039,0,0
20mm,915,2012,2012-05-07T07:00:00Z,2,0.129,19.39999962,7.699999809,78,958.9041531,0,0
20mm,915,2012,2012-05-07T07:00:00Z,3,0.129,19.39999962,7.699999809,78,965.8430305,2,0
20mm,915,2012,2012-05-21T07:00:00Z,1,0.097,21.79999924,9.300000191,75,981.2221796,0,0
20mm,915,2012,2012-05-21T07:00:00Z,2,0.097,21.79999924,9.300000191,75,975.7035404,0,0
20mm,915,2012,2012-05-21T07:00:00Z,3,0.097,21.79999924,9.300000191,75,982.9670435,0,0
20mm,915,2012,2012-06-04T07:00:00Z,1,0.083,22.10000038,9.600000381,78,946.527793,0,0
20mm,915,2012,2012-06-04T07:00:00Z,2,0.083,22.10000038,9.600000381,78,888.2574547,0,0
20mm,915,2012,2012-06-04T07:00:00Z,3,0.083,22.10000038,9.600000381,78,951.8841193,1,0
20mm,915,2012,2012-06-18T07:00:00Z,1,0.077,23.60000038,6.199999809,100,927.5777596,0,0
20mm,915,2012,2012-06-18T07:00:00Z,2,0.077,23.60000038,6.199999809,100,973.87752,0,0
20mm,915,2012,2012-06-18T07:00:00Z,3,0.077,23.60000038,6.199999809,100,944.417725,0,0
20mm,915,2012,2012-07-09T07:00:00Z,1,0.093,23.79999924,4.199999809,134,932.8529295,0,0
20mm,915,2012,2012-07-09T07:00:00Z,2,0.093,23.79999924,4.199999809,134,1001.83592,0,0
20mm,915,2012,2012-07-09T07:00:00Z,3,0.093,23.79999924,4.199999809,134,942.1859224,0,0
20mm,915,2013,2013-03-11T07:00:00Z,1,0.123,13.30000019,5,157,936.829596,0,0
20mm,915,2013,2013-03-11T07:00:00Z,2,0.123,13.30000019,5,157,937.2759565,0,0
20mm,915,2013,2013-03-11T07:00:00Z,3,0.123,13.30000019,5,157,904.0829644,0,0
20mm,915,2013,2013-03-25T07:00:00Z,1,0.105,14.60000038,7.300000191,148,866.2234758,0,0
20mm,915,2013,2013-03-25T07:00:00Z,2,0.105,14.60000038,7.300000191,148,872.6754144,1,0
20mm,915,2013,2013-03-25T07:00:00Z,3,0.105,14.60000038,7.300000191,148,866.5075234,0,5
20mm,915,2013,2013-04-08T07:00:00Z,1,0.118,17.10000038,6.400000095,120,1006.583573,1,0
20mm,915,2013,2013-04-08T07:00:00Z,2,0.118,17.10000038,6.400000095,120,985.1988462,0,0
20mm,915,2013,2013-04-22T07:00:00Z,1,0.114,18.10000038,6,120,866.9133057,0,0
20mm,915,2013,2013-04-22T07:00:00Z,3,0.114,18.10000038,6,120,915.2825559,0,0
20mm,915,2013,2013-05-06T07:00:00Z,1,0.113,20.60000038,16.89999962,40,290.3372357,0,0
20mm,915,2013,2013-05-06T07:00:00Z,2,0.113,20.60000038,16.89999962,40,321.0143775,0,0
20mm,915,2013,2013-05-06T07:00:00Z,3,0.113,20.60000038,16.89999962,40,304.0526774,0,0
20mm,915,2013,2013-05-20T07:00:00Z,1,0.137,21.5,9.100000381,67,904.7322161,0,0
20mm,915,2013,2013-05-20T07:00:00Z,2,0.137,21.5,9.100000381,67,954.115922,0,0
20mm,915,2013,2013-05-20T07:00:00Z,3,0.137,21.5,9.100000381,67,999.3606484,0,0
20mm,915,2013,2013-06-03T07:00:00Z,1,0.118,22.5,12,85,896.778883,0,0
20mm,915,2013,2013-06-03T07:00:00Z,2,0.118,22.5,12,85,907.6538486,0,0
20mm,915,2013,2013-06-03T07:00:00Z,3,0.118,22.5,12,85,956.5100376,0,0
20mm,915,2013,2013-06-17T07:00:00Z,1,0.112,22.60000038,9.800000191,82,871.9450062,0,0
20mm,915,2013,2013-06-17T07:00:00Z,2,0.112,22.60000038,9.800000191,82,886.715482,0,0
20mm,915,2013,2013-06-17T07:00:00Z,3,0.112,22.60000038,9.800000191,82,905.5032025,0,0
20mm,915,2013,2013-07-01T07:00:00Z,1,0.097,25.79999924,6.199999809,110,1001.876499,0,0
20mm,915,2013,2013-07-01T07:00:00Z,2,0.097,25.79999924,6.199999809,110,1009.099424,0,0
20mm,915,2013,2013-07-01T07:00:00Z,3,0.097,25.79999924,6.199999809,110,1003.337315,0,0
20mm,915,2014,2014-03-18T07:00:00Z,1,0.192,15.5,4.5,122,879.492557,0,0
20mm,915,2014,2014-03-18T07:00:00Z,2,0.192,15.5,4.5,122,886.3908561,0,0
20mm,915,2014,2014-03-18T07:00:00Z,3,0.192,15.5,4.5,122,879.8577611,0,0
20mm,915,2014,2014-04-01T07:00:00Z,1,0.179,15,4.300000191,136,907.1669099,0,0
20mm,915,2014,2014-04-01T07:00:00Z,2,0.179,15,4.300000191,136,924.7372835,0,0
20mm,915,2014,2014-04-01T07:00:00Z,3,0.179,15,4.300000191,136,938.2092558,0,0
20mm,915,2014,2014-04-14T07:00:00Z,1,0.151,18.60000038,4.099999905,130,868.0900744,0,0
20mm,915,2014,2014-04-14T07:00:00Z,2,0.151,18.60000038,4.099999905,130,894.8717062,0,0
20mm,915,2014,2014-04-28T07:00:00Z,1,0.173,17.29999924,3.900000095,200,913.9840525,0,0
20mm,915,2014,2014-04-28T07:00:00Z,2,0.173,17.29999924,3.900000095,200,869.9160947,0,0
20mm,915,2014,2014-04-28T07:00:00Z,3,0.173,17.29999924,3.900000095,200,903.2308216,0,0
20mm,915,2014,2014-05-12T07:00:00Z,2,0.192,19.39999962,NA,170,905.0162637,0,0
20mm,915,2014,2014-05-12T07:00:00Z,3,0.192,19.39999962,NA,170,950.5450378,0,0
20mm,915,2014,2014-05-27T07:00:00Z,1,0.202,23,3.400000095,156,869.6726254,0,0
20mm,915,2014,2014-05-27T07:00:00Z,2,0.202,23,3.400000095,156,895.4398014,0,0
20mm,915,2014,2014-05-27T07:00:00Z,3,0.202,23,3.400000095,156,873.3652443,0,0
20mm,915,2014,2014-06-09T07:00:00Z,1,0.27,24.60000038,3.299999952,172,906.9640187,0,0
20mm,915,2014,2014-06-09T07:00:00Z,2,0.27,24.60000038,3.299999952,172,896.4542572,0,0
20mm,915,2014,2014-06-09T07:00:00Z,3,0.27,24.60000038,3.299999952,172,893.0456858,0,0
20mm,915,2014,2014-06-23T07:00:00Z,1,0.372,23.79999924,3.299999952,135,875.4753123,0,0
20mm,915,2014,2014-06-23T07:00:00Z,2,0.372,23.79999924,3.299999952,135,981.4250708,0,0
20mm,915,2014,2014-06-23T07:00:00Z,3,0.372,23.79999924,3.299999952,135,904.4481685,0,0
20mm,915,2014,2014-07-07T07:00:00Z,1,0.341,25.20000076,5.300000191,145,857.0122176,0,0
20mm,915,2014,2014-07-07T07:00:00Z,2,0.341,25.20000076,5.300000191,145,832.9493272,0,0
20mm,915,2014,2014-07-07T07:00:00Z,3,0.341,25.20000076,5.300000191,145,879.9794958,0,0
20mm,915,2015,2015-03-16T07:00:00Z,2,0.158,17.79999924,6.099999905,108,962.4344591,0,0
20mm,915,2015,2015-03-16T07:00:00Z,3,0.158,17.79999924,6.099999905,108,966.0053434,0,0
20mm,915,2015,2015-03-30T07:00:00Z,1,0.191,19.20000076,6.199999809,94,1089.079115,0,0
20mm,915,2015,2015-03-30T07:00:00Z,3,0.191,19.20000076,6.199999809,94,1065.178538,0,0
20mm,915,2015,2015-04-13T07:00:00Z,1,0.169,18,9.899999619,76,967.2226903,0,0
20mm,915,2015,2015-04-13T07:00:00Z,2,0.169,18,9.899999619,76,1107.29874,0,0
20mm,915,2015,2015-04-27T07:00:00Z,1,0.214,19.10000038,11.80000019,60,942.6322829,0,0
20mm,915,2015,2015-04-27T07:00:00Z,2,0.214,19.10000038,11.80000019,60,956.3883029,0,0
20mm,915,2015,2015-04-27T07:00:00Z,3,0.214,19.10000038,11.80000019,60,953.1420445,1,0
20mm,915,2015,2015-05-11T07:00:00Z,1,0.339,20.79999924,9.699999809,77,1005.812587,0,0
20mm,915,2015,2015-05-11T07:00:00Z,2,0.339,20.79999924,9.699999809,77,975.5818057,0,0
20mm,915,2015,2015-05-11T07:00:00Z,3,0.339,20.79999924,9.699999809,77,983.0887782,0,0
20mm,915,2015,2015-05-26T07:00:00Z,1,0.414,21.39999962,4.800000191,173,995.9926554,0,0
20mm,915,2015,2015-05-26T07:00:00Z,2,0.414,21.39999962,4.800000191,173,1040.101191,0,0
20mm,915,2015,2015-05-26T07:00:00Z,3,0.414,21.39999962,4.800000191,173,1034.826021,0,0
20mm,915,2015,2015-06-08T07:00:00Z,1,0.381,23.79999924,4.099999905,163,1042.41415,0,0
20mm,915,2015,2015-06-08T07:00:00Z,2,0.381,23.79999924,4.099999905,163,1044.848844,0,0
20mm,915,2015,2015-06-08T07:00:00Z,3,0.381,23.79999924,4.099999905,163,1024.032212,0,0
20mm,915,2015,2015-06-22T07:00:00Z,1,0.354,24.5,4.400000095,130,1045.17347,0,0
20mm,915,2015,2015-06-22T07:00:00Z,2,0.354,24.5,4.400000095,130,1022.9366,0,0
20mm,915,2015,2015-06-22T07:00:00Z,3,0.354,24.5,4.400000095,130,1053.532585,0,0
20mm,915,2015,2015-07-06T07:00:00Z,1,0.362,25.60000038,7.199999809,106,1048.460307,0,0
20mm,915,2015,2015-07-06T07:00:00Z,2,0.362,25.60000038,7.199999809,106,963.6112278,0,0
20mm,915,2015,2015-07-06T07:00:00Z,3,0.362,25.60000038,7.199999809,106,985.3205809,0,0
20mm,915,2016,2016-03-14T07:00:00Z,1,0.108,14.19999981,9,90,1032.513062,0,0
20mm,915,2016,2016-03-14T07:00:00Z,2,0.108,14.19999981,9,90,1008.409594,0,0
20mm,915,2016,2016-03-14T07:00:00Z,3,0.108,14.19999981,9,90,998.5490838,0,0
20mm,915,2016,2016-03-28T07:00:00Z,1,0.077,16.39999962,8.899999619,104,985.1582679,0,0
20mm,915,2016,2016-03-28T07:00:00Z,2,0.077,16.39999962,8.899999619,104,994.2072132,0,0
20mm,915,2016,2016-03-28T07:00:00Z,3,0.077,16.39999962,8.899999619,104,948.6378609,0,0
20mm,915,2016,2016-04-11T07:00:00Z,1,0.076,18.10000038,8.800000191,110,966.0864998,0,0
20mm,915,2016,2016-04-11T07:00:00Z,2,0.076,18.10000038,8.800000191,110,537.580391,0,0
20mm,915,2016,2016-04-11T07:00:00Z,3,0.076,18.10000038,8.800000191,110,528.8154934,0,0
20mm,915,2016,2016-04-25T07:00:00Z,1,0.088,18.5,5.900000095,102,986.9031318,0,0
20mm,915,2016,2016-04-25T07:00:00Z,2,0.088,18.5,5.900000095,102,949.530582,0,0
20mm,915,2016,2016-04-25T07:00:00Z,3,0.088,18.5,5.900000095,102,972.7413296,0,0
20mm,915,2016,2016-05-10T07:00:00Z,1,0.102,19.20000076,13.5,74,284.0070318,0,0
20mm,915,2016,2016-05-10T07:00:00Z,2,0.102,19.20000076,13.5,74,300.1165891,0,0
20mm,915,2016,2016-05-10T07:00:00Z,3,0.102,19.20000076,13.5,74,297.276113,0,0
20mm,915,2016,2016-05-23T07:00:00Z,1,0.106,19.79999924,8,89,991.5290501,0,0
20mm,915,2016,2016-05-23T07:00:00Z,2,0.106,19.79999924,8,89,995.0593561,0,0
20mm,915,2016,2016-05-23T07:00:00Z,3,0.106,19.79999924,8,89,987.106023,0,0
20mm,915,2016,2016-06-06T07:00:00Z,1,0.082,23.70000076,7.099999905,112,989.1349345,0,0
20mm,915,2016,2016-06-06T07:00:00Z,2,0.082,23.70000076,7.099999905,112,1002.119968,0,0
20mm,915,2016,2016-06-06T07:00:00Z,3,0.082,23.70000076,7.099999905,112,1014.618063,0,0
20mm,915,2016,2016-06-20T07:00:00Z,1,0.081,22.29999924,7.699999809,90,1071.021803,0,0
20mm,915,2016,2016-06-20T07:00:00Z,2,0.081,22.29999924,7.699999809,90,1060.106259,0,0
20mm,915,2016,2016-06-20T07:00:00Z,3,0.081,22.29999924,7.699999809,90,1063.636565,0,0
20mm,915,2016,2016-07-05T07:00:00Z,1,0.139,23.29999924,7.300000191,64,1058.117925,0,0
20mm,915,2016,2016-07-05T07:00:00Z,2,0.139,23.29999924,7.300000191,64,1067.248027,0,0
20mm,915,2016,2016-07-05T07:00:00Z,3,0.139,23.29999924,7.300000191,64,543.6671255,0,0
20mm,915,2017,2017-03-13T07:00:00Z,1,0.032,14.60000038,12.69999981,49,934.4760587,0,0
20mm,915,2017,2017-03-13T07:00:00Z,2,0.032,14.60000038,12.69999981,49,958.6606838,0,0
20mm,915,2017,2017-03-13T07:00:00Z,3,0.032,14.60000038,12.69999981,49,949.4088473,0,0
20mm,915,2017,2017-03-27T07:00:00Z,1,0.029,13.89999962,15.80000019,67,1013.563029,0,0
20mm,915,2017,2017-03-27T07:00:00Z,2,0.029,13.89999962,15.80000019,67,1015.551362,0,0
20mm,915,2017,2017-03-27T07:00:00Z,3,0.029,13.89999962,15.80000019,67,1021.070001,0,0
20mm,915,2017,2017-04-10T07:00:00Z,1,0.03,14,15.80000019,93,1007.882077,0,0
20mm,915,2017,2017-04-10T07:00:00Z,2,0.03,14,15.80000019,93,1009.951566,0,0
20mm,915,2017,2017-04-10T07:00:00Z,3,0.03,14,15.80000019,93,1001.146091,0,0
20mm,915,2017,2017-04-24T07:00:00Z,1,0.012,15.80000019,10.69999981,80,1020.907689,0,0
20mm,915,2017,2017-04-24T07:00:00Z,2,0.012,15.80000019,10.69999981,80,1077.676632,0,0
20mm,915,2017,2017-04-24T07:00:00Z,3,0.012,15.80000019,10.69999981,80,1037.38245,0,0
20mm,915,2017,2017-05-09T07:00:00Z,1,0.018,19.89999962,12.39999962,65,945.4321808,0,0
20mm,915,2017,2017-05-09T07:00:00Z,2,0.018,19.89999962,12.39999962,65,974.2833023,0,0
20mm,915,2017,2017-05-09T07:00:00Z,3,0.018,19.89999962,12.39999962,65,962.4750374,0,0
20mm,915,2017,2017-05-22T07:00:00Z,1,0.075,21,12.69999981,53,1076.215816,0,0
20mm,915,2017,2017-05-22T07:00:00Z,2,0.075,21,12.69999981,53,1163.215541,0,0
20mm,915,2017,2017-05-22T07:00:00Z,3,0.075,21,12.69999981,53,1113.304318,0,0
20mm,915,2017,2017-06-05T07:00:00Z,1,0.078,22,9,72,951.2754459,0,0
20mm,915,2017,2017-06-05T07:00:00Z,3,0.078,22,9,72,974.932554,0,0
20mm,915,2017,2017-06-19T07:00:00Z,1,0.126,24.79999924,7.599999905,82,833.1522184,0,0
20mm,915,2017,2017-06-19T07:00:00Z,2,0.126,24.79999924,7.599999905,82,868.4958567,0,0
20mm,915,2017,2017-06-19T07:00:00Z,3,0.126,24.79999924,7.599999905,82,776.4238528,0,0
20mm,915,2017,2017-07-05T07:00:00Z,1,0.01,24.10000038,10.10000038,72,1048.582041,0,0
20mm,915,2017,2017-07-05T07:00:00Z,2,0.01,24.10000038,10.10000038,72,1074.349217,0,0
20mm,915,2017,2017-07-05T07:00:00Z,3,0.01,24.10000038,10.10000038,72,1042.576463,0,0
20mm,915,2018,2018-03-12T07:00:00Z,1,0.154,13.69999981,5.5,200,993.9637439,0,0
20mm,915,2018,2018-03-12T07:00:00Z,2,0.154,13.69999981,5.5,200,998.7113968,0,0
20mm,915,2018,2018-03-26T07:00:00Z,1,0.122,13.69999981,4.900000095,153,920.8417734,0,0
20mm,915,2018,2018-03-26T07:00:00Z,2,0.122,13.69999981,4.900000095,153,941.3743578,0,0
20mm,915,2018,2018-03-26T07:00:00Z,3,0.122,13.69999981,4.900000095,153,968.1154113,0,0
20mm,915,2018,2018-04-09T07:00:00Z,2,0.11,17.5,4.699999809,150,996.2361247,0,0
20mm,915,2018,2018-04-09T07:00:00Z,3,0.11,17.5,4.699999809,150,989.9464991,0,0
20mm,915,2018,2018-04-23T07:00:00Z,1,0.125,18.60000038,7.900000095,143,905.8684065,0,0
20mm,915,2018,2018-04-23T07:00:00Z,3,0.125,18.60000038,7.900000095,143,915.0390865,0,0
20mm,915,2018,2018-05-07T07:00:00Z,1,0.138,20.70000076,3.700000048,140,1096.667244,0,0
20mm,915,2018,2018-05-07T07:00:00Z,2,0.138,20.70000076,3.700000048,140,1068.952313,0,0
20mm,915,2018,2018-05-07T07:00:00Z,3,0.138,20.70000076,3.700000048,140,1079.015714,0,0
20mm,915,2018,2018-05-21T07:00:00Z,1,0.115,20.70000076,4.369999886,150,954.5622825,0,0
20mm,915,2018,2018-05-21T07:00:00Z,2,0.115,20.70000076,4.369999886,150,974.0398329,0,0
20mm,915,2018,2018-05-21T07:00:00Z,3,0.115,20.70000076,4.369999886,150,999.7258525,0,0
20mm,915,2018,2018-06-04T07:00:00Z,1,0.086,23.29999924,4.5,164,978.9092205,0,0
20mm,915,2018,2018-06-04T07:00:00Z,2,0.086,23.29999924,4.5,164,983.575717,0,0
20mm,915,2018,2018-06-04T07:00:00Z,3,0.086,23.29999924,4.5,164,959.3099354,0,0
20mm,915,2018,2018-06-18T07:00:00Z,1,0.062,23.5,5.400000095,135,931.2298003,0,0
20mm,915,2018,2018-06-18T07:00:00Z,2,0.062,23.5,5.400000095,135,904.0423862,0,0
20mm,915,2018,2018-06-18T07:00:00Z,3,0.062,23.5,5.400000095,135,906.0307194,0,0
20mm,915,2018,2018-07-02T07:00:00Z,1,0.068,25,6.5,153,835.5057557,0,0
20mm,915,2018,2018-07-02T07:00:00Z,3,0.068,25,6.5,153,805.6807567,0,0
20mm,915,2019,2019-03-11T07:00:00Z,1,0.1,11.69999981,7.400000095,120,949.2059562,0,0
20mm,915,2019,2019-03-11T07:00:00Z,2,0.1,11.69999981,7.400000095,120,982.7641524,0,0
20mm,915,2019,2019-03-11T07:00:00Z,3,0.1,11.69999981,7.400000095,120,953.3855138,0,0
20mm,915,2019,2019-03-25T07:00:00Z,2,0.134,14.69999981,6.400000095,170,1018.554151,0,0
20mm,915,2019,2019-03-25T07:00:00Z,3,0.134,14.69999981,6.400000095,170,1040.669287,0,0
20mm,915,2019,2019-04-08T07:00:00Z,1,0.056,15.89999962,6.800000191,138,869.2668431,0,0
20mm,915,2019,2019-04-08T07:00:00Z,2,0.056,15.89999962,6.800000191,138,869.956673,0,0
20mm,915,2019,2019-04-08T07:00:00Z,3,0.056,15.89999962,6.800000191,138,907.369801,0,0
20mm,915,2019,2019-04-22T07:00:00Z,2,0.074,17.79999924,12.30000019,200,1111.88408,0,0
20mm,915,2019,2019-04-22T07:00:00Z,3,0.074,17.79999924,12.30000019,200,1166.583534,0,0
20mm,915,2019,2019-05-06T07:00:00Z,1,0.074,19.5,9.100000381,118,986.050989,0,0
20mm,915,2019,2019-05-06T07:00:00Z,2,0.074,19.5,9.100000381,118,978.7469076,0,0
20mm,915,2019,2019-05-06T07:00:00Z,3,0.074,19.5,9.100000381,118,985.523472,0,0
20mm,915,2019,2019-05-20T07:00:00Z,1,0.023,16.20000076,7.599999905,110,966.9386427,0,0
20mm,915,2019,2019-05-20T07:00:00Z,2,0.023,16.20000076,7.599999905,110,1024.843777,0,0
20mm,915,2019,2019-05-20T07:00:00Z,3,0.023,16.20000076,7.599999905,110,1062.906157,0,0
20mm,915,2019,2019-06-03T07:00:00Z,1,0.032,21.20000076,6.599999905,118,1040.872178,0,0
20mm,915,2019,2019-06-03T07:00:00Z,3,0.032,21.20000076,6.599999905,118,1008.774798,0,0
20mm,915,2019,2019-06-17T07:00:00Z,1,0.013,23.29999924,5.900000095,118,1052.51813,0,0
20mm,915,2019,2019-06-17T07:00:00Z,2,0.013,23.29999924,5.900000095,118,1052.842756,0,0
20mm,915,2019,2019-06-17T07:00:00Z,3,0.013,23.29999924,5.900000095,118,1061.44534,0,0
20mm,915,2019,2019-07-01T07:00:00Z,1,0.012,23,6.300000191,121,1054.790511,0,0
20mm,915,2019,2019-07-01T07:00:00Z,2,0.012,23,6.300000191,121,1049.839967,0,0
20mm,915,2019,2019-07-01T07:00:00Z,3,0.012,23,6.300000191,121,1062.338061,0,0
20mm,915,2020,2020-03-16T07:00:00Z,1,0.122,14,3.599999905,200,1033.649253,0,0
20mm,915,2020,2020-03-16T07:00:00Z,2,0.122,14,3.599999905,200,1293.836864,0,0
20mm,915,2020,2020-03-16T07:00:00Z,3,0.122,14,3.599999905,200,1039.573674,0,0
20mm,915,2020,2020-04-13T07:00:00Z,2,0.121,16.29999924,3,160,951.1537112,0,0
20mm,915,2020,2020-04-27T07:00:00Z,1,0.113,20.60000038,2.799999952,200,901.6888488,0,0
20mm,915,2020,2020-04-27T07:00:00Z,3,0.113,20.60000038,2.799999952,200,917.7172497,0,0
20mm,915,2020,2020-05-12T07:00:00Z,2,0.098,20.89999962,3.299999952,200,937.357113,0,0
20mm,915,2020,2020-05-12T07:00:00Z,3,0.098,20.89999962,3.299999952,200,958.6201055,0,0
20mm,915,2020,2020-05-26T07:00:00Z,1,0.097,22.60000038,3.799999952,118,981.8308531,0,0
20mm,915,2020,2020-05-26T07:00:00Z,2,0.097,22.60000038,3.799999952,118,929.2820452,0,0
20mm,915,2020,2020-05-26T07:00:00Z,3,0.097,22.60000038,3.799999952,118,914.0246308,0,0
20mm,915,2020,2020-06-09T07:00:00Z,1,0.082,21.70000076,4.099999905,124,961.5011599,0,0
20mm,915,2020,2020-06-09T07:00:00Z,2,0.082,21.70000076,4.099999905,124,988.7697304,0,0
20mm,915,2020,2020-06-09T07:00:00Z,3,0.082,21.70000076,4.099999905,124,970.3066358,0,0
20mm,915,2020,2020-06-22T07:00:00Z,1,0.078,23.89999962,5,119,964.3010577,0,0
20mm,915,2020,2020-06-22T07:00:00Z,2,0.078,23.89999962,5,119,957.5244933,0,0
20mm,915,2020,2020-06-22T07:00:00Z,3,0.078,23.89999962,5,119,949.4088473,0,0
20mm,915,2020,2020-07-06T07:00:00Z,1,0.067,24.20000076,5.300000191,130,1020.461328,0,0
20mm,915,2020,2020-07-06T07:00:00Z,2,0.067,24.20000076,5.300000191,130,1034.704287,0,0
20mm,918,1995,1995-04-24T07:00:00Z,1,0.047,17.29999924,NA,48,982.1149007,0,0
20mm,918,1995,1995-04-24T07:00:00Z,2,0.047,17.29999924,NA,48,973.2688466,0,0
20mm,918,1995,1995-04-24T07:00:00Z,3,0.047,17.29999924,NA,48,980.9787103,0,0
20mm,918,1995,1995-05-22T07:00:00Z,1,0.019,18.29999924,NA,68,1060.025102,0,0
20mm,918,1995,1995-05-22T07:00:00Z,2,0.019,18.29999924,NA,68,1032.188437,0,0
20mm,918,1995,1995-05-22T07:00:00Z,3,0.019,18.29999924,NA,68,1065.137959,0,0
20mm,918,1995,1995-06-05T07:00:00Z,1,0.022,18.89999962,NA,50,1000.862043,0,0
20mm,918,1995,1995-06-05T07:00:00Z,3,0.022,18.89999962,NA,50,944.4583033,0,0
