SurveySeason,Review_Region,Review_Stratum,SubRegion,StationCode,Year,Station_Surveys,Station_Tows,Station_Volume,Subregion_Surveys,Subregion_Tows,Subregion_Volume,Strata_Surveys,Strata_Tows,Strata_Volume,Region_Surveys,Region_Tows,Region_Volume
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,508,2006,4,4,16.042780592299998,24,24,126.8789480805,112,112,621.0387438486,124,124,684.1353251271
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,508,2007,4,4,22.5285576439,24,24,140.7237645044,111,111,637.0087765426,123,123,700.7799292417
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,508,2008,4,4,21.1728013574,24,24,134.0654627928,112,112,621.8858399292,124,124,689.9821858545
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,508,2009,4,4,21.01925441,24,24,130.8636926443,112,112,579.9959898579,124,124,641.3584107623
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,508,2010,4,4,21.6532825355,24,24,126.37431344999999,110,110,578.9470399251,121,121,636.9291276579
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,508,2011,4,4,20.686569357299998,24,24,135.7458529812,112,112,614.7286544090999,124,124,680.1948618927
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,508,2012,4,4,20.6891572272,24,24,130.489026591,111,111,590.5510485566999,123,123,651.3211347951
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,508,2013,4,4,19.186467438599998,24,24,118.6610234425,112,112,542.8425167858,124,124,597.7344003169
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,508,2014,4,4,19.6203669585,24,24,122.0367559565,111,111,570.6356644296,123,123,632.4012179562
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,508,2015,4,4,20.0775573075,24,24,121.6129203751,112,112,559.9667394552,124,124,621.2742400095
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,508,2016,4,4,18.7853476041,24,24,113.1983176247,110,110,551.7790066327,122,122,608.0976691019999
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,508,2017,4,4,21.8062544007,24,24,128.5196575971,112,112,602.1386673456,124,124,665.893430202
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,508,2018,4,4,21.844497367,24,24,136.9552508478,112,112,615.4193281313,124,124,684.0338231188
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,508,2019,4,4,16.497383071399998,24,24,112.43029534659999,114,114,617.3196872612,126,126,681.7277434968
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,508,2020,4,4,19.3880337497,24,24,127.4376404378,110,110,605.2291590884,122,122,675.2088992187
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,509,2002,4,4,16.4602902695,24,24,108.615775114,112,112,520.4574421508,124,124,576.2542175236
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,509,2003,4,4,22.165968316799997,24,24,136.4862713137,111,111,628.4742691535,123,123,703.3088532162
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,509,2004,4,4,20.107749122999998,24,24,122.4203357839,109,109,575.2990059894,121,121,635.1414846392
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,509,2005,4,4,19.290557316799998,24,24,130.8461526372,112,112,620.7765063654,124,124,686.4083375225999
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,509,2006,4,4,16.7127513553,24,24,126.8789480805,112,112,621.0387438486,124,124,684.1353251271
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,509,2007,4,4,21.0494462255,24,24,140.7237645044,111,111,637.0087765426,123,123,700.7799292417
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,509,2008,4,4,20.9798612793,24,24,134.0654627928,112,112,621.8858399292,124,124,689.9821858545
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,509,2009,4,4,22.1527414262,24,24,130.8636926443,112,112,579.9959898579,124,124,641.3584107623
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,509,2010,4,4,19.5967885883,24,24,126.37431344999999,110,110,578.9470399251,121,121,636.9291276579
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,509,2011,4,4,19.358417016399997,24,24,135.7458529812,112,112,614.7286544090999,124,124,680.1948618927
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,509,2012,4,4,19.3710688248,24,24,130.489026591,111,111,590.5510485566999,123,123,651.3211347951
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,509,2013,4,4,17.9276125028,24,24,118.6610234425,112,112,542.8425167858,124,124,597.7344003169
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,509,2014,4,4,16.625626402,24,24,122.0367559565,111,111,570.6356644296,123,123,632.4012179562
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,509,2015,4,4,18.2988280629,24,24,121.6129203751,112,112,559.9667394552,124,124,621.2742400095
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,509,2016,4,4,19.453593120500003,24,24,113.1983176247,110,110,551.7790066327,122,122,608.0976691019999
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,509,2017,4,4,20.119538308099997,24,24,128.5196575971,112,112,602.1386673456,124,124,665.893430202
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,509,2018,4,4,19.906470353,24,24,136.9552508478,112,112,615.4193281313,124,124,684.0338231188
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,509,2019,4,4,19.6186417119,24,24,112.43029534659999,114,114,617.3196872612,126,126,681.7277434968
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,509,2020,4,4,20.2759606665,24,24,127.4376404378,110,110,605.2291590884,122,122,675.2088992187
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,605,2002,4,4,18.854357468099998,12,12,55.7967753728,12,12,55.7967753728,124,124,576.2542175236
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,605,2003,4,4,23.439775389799998,12,12,74.8345840627,12,12,74.8345840627,123,123,703.3088532162
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,605,2004,4,4,19.2408127065,12,12,59.8424786498,12,12,59.8424786498,121,121,635.1414846392
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,605,2005,4,4,22.1182364942,12,12,65.6318311572,12,12,65.6318311572,124,124,686.4083375225999
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,605,2006,4,4,22.4845638556,12,12,63.0965812785,12,12,63.0965812785,124,124,684.1353251271
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,605,2007,4,4,21.0281681841,12,12,63.7711526991,12,12,63.7711526991,123,123,700.7799292417
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,605,2008,4,4,20.031263190399997,12,12,68.0963459253,12,12,68.0963459253,124,124,689.9821858545
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,605,2009,4,4,19.462219353499997,12,12,61.3624209044,12,12,61.3624209044,124,124,641.3584107623
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,605,2010,3,3,15.7796804858,11,11,57.9820877328,11,11,57.9820877328,121,121,636.9291276579
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,605,2011,4,4,21.4781700056,12,12,65.4662074836,12,12,65.4662074836,124,124,680.1948618927
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,605,2012,4,4,18.826178440299998,12,12,60.7700862384,12,12,60.7700862384,123,123,651.3211347951
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,605,2013,4,4,18.5995960535,12,12,54.89188353109999,12,12,54.89188353109999,124,124,597.7344003169
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,605,2014,4,4,19.605702362400002,12,12,61.7655535266,12,12,61.7655535266,123,123,632.4012179562
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,605,2015,4,4,20.4076544903,12,12,61.3075005543,12,12,61.3075005543,124,124,621.2742400095
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,605,2016,4,4,17.8163340971,12,12,56.3186624693,12,12,56.3186624693,122,122,608.0976691019999
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,605,2017,4,4,20.061742547,12,12,63.7547628564,12,12,63.7547628564,124,124,665.893430202
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,605,2018,4,4,22.7583029828,12,12,68.6144949875,12,12,68.6144949875,124,124,684.0338231188
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,605,2019,4,4,22.6803793447,12,12,64.4080562356,12,12,64.4080562356,126,126,681.7277434968
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,605,2020,4,4,23.163160851599997,12,12,69.9797401303,12,12,69.9797401303,122,122,675.2088992187
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,606,2002,4,4,16.9709632631,12,12,55.7967753728,12,12,55.7967753728,124,124,576.2542175236
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,606,2003,4,4,24.0148575898,12,12,74.8345840627,12,12,74.8345840627,123,123,703.3088532162
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,606,2004,4,4,20.9723852107,12,12,59.8424786498,12,12,59.8424786498,121,121,635.1414846392
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,606,2005,4,4,21.305357804499998,12,12,65.6318311572,12,12,65.6318311572,124,124,686.4083375225999
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,606,2006,4,4,18.8647089477,12,12,63.0965812785,12,12,63.0965812785,124,124,684.1353251271
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,606,2007,4,4,19.6381945067,12,12,63.7711526991,12,12,63.7711526991,123,123,700.7799292417
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,606,2008,4,4,24.789780854299998,12,12,68.0963459253,12,12,68.0963459253,124,124,689.9821858545
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,606,2009,4,4,20.6100834247,12,12,61.3624209044,12,12,61.3624209044,124,124,641.3584107623
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,606,2010,4,4,20.2164396588,11,11,57.9820877328,11,11,57.9820877328,121,121,636.9291276579
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,606,2011,4,4,21.2323223651,12,12,65.4662074836,12,12,65.4662074836,124,124,680.1948618927
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,606,2012,4,4,18.7810344876,12,12,60.7700862384,12,12,60.7700862384,123,123,651.3211347951
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,606,2013,4,4,16.1839632724,12,12,54.89188353109999,12,12,54.89188353109999,124,124,597.7344003169
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,606,2014,4,4,21.6851995976,12,12,61.7655535266,12,12,61.7655535266,123,123,632.4012179562
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,606,2015,4,4,19.8797290307,12,12,61.3075005543,12,12,61.3075005543,124,124,621.2742400095
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,606,2016,4,4,17.821797378,12,12,56.3186624693,12,12,56.3186624693,122,122,608.0976691019999
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,606,2017,4,4,21.3320991268,12,12,63.7547628564,12,12,63.7547628564,124,124,665.893430202
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,606,2018,4,4,23.463641301099997,12,12,68.6144949875,12,12,68.6144949875,124,124,684.0338231188
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,606,2019,4,4,23.009613904200002,12,12,64.4080562356,12,12,64.4080562356,126,126,681.7277434968
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,606,2020,4,4,21.505198869,12,12,69.9797401303,12,12,69.9797401303,122,122,675.2088992187
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,608,2002,4,4,19.971454641599998,12,12,55.7967753728,12,12,55.7967753728,124,124,576.2542175236
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,608,2003,4,4,27.3799510831,12,12,74.8345840627,12,12,74.8345840627,123,123,703.3088532162
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,608,2004,4,4,19.629280732599998,12,12,59.8424786498,12,12,59.8424786498,121,121,635.1414846392
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,608,2005,4,4,22.208236858499998,12,12,65.6318311572,12,12,65.6318311572,124,124,686.4083375225999
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,608,2006,4,4,21.7473084752,12,12,63.0965812785,12,12,63.0965812785,124,124,684.1353251271
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,608,2007,4,4,23.1047900083,12,12,63.7711526991,12,12,63.7711526991,123,123,700.7799292417
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,608,2008,4,4,23.2753018806,12,12,68.0963459253,12,12,68.0963459253,124,124,689.9821858545
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,608,2009,4,4,21.2901181262,12,12,61.3624209044,12,12,61.3624209044,124,124,641.3584107623
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,608,2010,4,4,21.985967588199998,11,11,57.9820877328,11,11,57.9820877328,121,121,636.9291276579
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,608,2011,4,4,22.7557151129,12,12,65.4662074836,12,12,65.4662074836,124,124,680.1948618927
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,608,2012,4,4,23.162873310499997,12,12,60.7700862384,12,12,60.7700862384,123,123,651.3211347951
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,608,2013,4,4,20.1083242052,12,12,54.89188353109999,12,12,54.89188353109999,124,124,597.7344003169
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,608,2014,4,4,20.474651566600002,12,12,61.7655535266,12,12,61.7655535266,123,123,632.4012179562
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,608,2015,4,4,21.0201170333,12,12,61.3075005543,12,12,61.3075005543,124,124,621.2742400095
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,608,2016,4,4,20.6805309942,12,12,56.3186624693,12,12,56.3186624693,122,122,608.0976691019999
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,608,2017,4,4,22.360921182600002,12,12,63.7547628564,12,12,63.7547628564,124,124,665.893430202
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,608,2018,4,4,22.392550703599998,12,12,68.6144949875,12,12,68.6144949875,124,124,684.0338231188
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,608,2019,4,4,18.7180629867,12,12,64.4080562356,12,12,64.4080562356,126,126,681.7277434968
FMWT,Suisun Bay and Marsh,Suisun Marsh,Suisun Marsh,608,2020,4,4,25.3113804097,12,12,69.9797401303,12,12,69.9797401303,122,122,675.2088992187
FMWT,Confluence,Confluence,Lower San Joaquin River,802.1,2002,4,4,17.544607757599998,20,20,79.9959468077,96,96,405.38608180069997,96,96,405.38608180069997
FMWT,Confluence,Confluence,Lower San Joaquin River,802.1,2003,4,4,23.135556905999998,20,20,101.8850130452,96,96,530.0754044047,96,96,530.0754044047
FMWT,Confluence,Confluence,Lower San Joaquin River,802.1,2004,4,4,21.476157217900003,20,20,107.2907857252,96,96,504.6869629802,96,96,504.6869629802
FMWT,Confluence,Confluence,Lower San Joaquin River,802.1,2005,4,4,22.4129661217,20,20,100.30123666639999,96,96,471.83481722299996,96,96,471.83481722299996
FMWT,Confluence,Confluence,Lower San Joaquin River,802.1,2006,4,4,22.013571533799997,20,20,94.23987027839999,96,96,464.7960986361,96,96,464.7960986361
FMWT,Confluence,Confluence,Lower San Joaquin River,802.1,2007,4,4,23.4716924519,20,20,110.0687202923,96,96,495.8125820109,96,96,495.8125820109
FMWT,Confluence,Confluence,Lower San Joaquin River,802.1,2008,4,4,24.2187242297,20,20,111.9305489148,94,94,497.5188508983,94,94,497.5188508983
FMWT,Confluence,Confluence,Lower San Joaquin River,802.1,2009,4,4,20.8550684419,20,20,102.16594069989999,95,95,467.2652140618,95,95,467.2652140618
FMWT,Confluence,Confluence,Lower San Joaquin River,802.1,2010,4,4,23.200541194600003,20,20,108.7224528621,96,96,518.1674648304,96,96,518.1674648304
FMWT,Confluence,Confluence,Lower San Joaquin River,802.1,2011,4,4,22.0725174593,20,20,105.87780875979999,96,96,497.9705779664,96,96,497.9705779664
FMWT,Confluence,Confluence,Lower San Joaquin River,802.1,2012,4,4,16.1761996627,20,20,90.8520610382,96,96,464.4582378436,96,96,464.4582378436
FMWT,Confluence,Confluence,Lower San Joaquin River,802.1,2013,4,4,16.7581828491,20,20,84.3197023284,96,96,426.2322364685,96,96,426.2322364685
FMWT,Confluence,Confluence,Lower San Joaquin River,802.1,2014,4,4,18.9386070104,20,20,92.5140485962,96,96,462.34394813529997,96,96,462.34394813529997
FMWT,Confluence,Confluence,Lower San Joaquin River,802.1,2015,4,4,19.0541985326,20,20,93.3936368211,96,96,442.2235472039,96,96,442.2235472039
FMWT,Confluence,Confluence,Lower San Joaquin River,802.1,2016,4,4,18.2858887134,20,20,94.2073781341,96,96,451.6744480787,96,96,451.6744480787
FMWT,Confluence,Confluence,Lower San Joaquin River,802.1,2017,4,4,19.972604806,20,20,97.68029953989999,96,96,479.9362877155,96,96,479.9362877155
FMWT,Confluence,Confluence,Lower San Joaquin River,802.1,2018,4,4,24.087317947000003,20,20,121.0016079965,95,95,537.1943469585,95,95,537.1943469585
FMWT,Confluence,Confluence,Lower San Joaquin River,802.1,2019,4,4,21.6242408844,21,21,109.3081740828,98,98,475.9383162611,98,98,475.9383162611
FMWT,Confluence,Confluence,Lower San Joaquin River,802.1,2020,4,4,22.3356175658,20,20,108.46510357759999,97,97,533.1437554828,97,97,533.1437554828
FMWT,Confluence,Confluence,Lower San Joaquin River,804.1,2002,4,4,15.6816289707,20,20,79.9959468077,96,96,405.38608180069997,96,96,405.38608180069997
FMWT,Confluence,Confluence,Lower San Joaquin River,804.1,2003,4,4,18.4690523941,20,20,101.8850130452,96,96,530.0754044047,96,96,530.0754044047
FMWT,Confluence,Confluence,Lower San Joaquin River,804.1,2004,4,4,19.202569740199998,20,20,107.2907857252,96,96,504.6869629802,96,96,504.6869629802
FMWT,Confluence,Confluence,Lower San Joaquin River,804.1,2005,4,4,19.2359245078,20,20,100.30123666639999,96,96,471.83481722299996,96,96,471.83481722299996
FMWT,Confluence,Confluence,Lower San Joaquin River,804.1,2006,4,4,19.4898232991,20,20,94.23987027839999,96,96,464.7960986361,96,96,464.7960986361
FMWT,Confluence,Confluence,Lower San Joaquin River,804.1,2007,4,4,22.1814955362,20,20,110.0687202923,96,96,495.8125820109,96,96,495.8125820109
FMWT,Confluence,Confluence,Lower San Joaquin River,804.1,2008,4,4,21.5149752664,20,20,111.9305489148,94,94,497.5188508983,94,94,497.5188508983
FMWT,Confluence,Confluence,Lower San Joaquin River,804.1,2009,4,4,20.4438846689,20,20,102.16594069989999,95,95,467.2652140618,95,95,467.2652140618
FMWT,Confluence,Confluence,Lower San Joaquin River,804.1,2010,4,4,22.175169632,20,20,108.7224528621,96,96,518.1674648304,96,96,518.1674648304
FMWT,Confluence,Confluence,Lower San Joaquin River,804.1,2011,4,4,20.835228106,20,20,105.87780875979999,96,96,497.9705779664,96,96,497.9705779664
FMWT,Confluence,Confluence,Lower San Joaquin River,804.1,2012,4,4,18.904389619499998,20,20,90.8520610382,96,96,464.4582378436,96,96,464.4582378436
FMWT,Confluence,Confluence,Lower San Joaquin River,804.1,2013,4,4,17.0083436061,20,20,84.3197023284,96,96,426.2322364685,96,96,426.2322364685
FMWT,Confluence,Confluence,Lower San Joaquin River,804.1,2014,4,4,17.506364791299998,20,20,92.5140485962,96,96,462.34394813529997,96,96,462.34394813529997
FMWT,Confluence,Confluence,Lower San Joaquin River,804.1,2015,4,4,18.1240030741,20,20,93.3936368211,96,96,442.2235472039,96,96,442.2235472039
FMWT,Confluence,Confluence,Lower San Joaquin River,804.1,2016,4,4,19.677587637400002,20,20,94.2073781341,96,96,451.6744480787,96,96,451.6744480787
FMWT,Confluence,Confluence,Lower San Joaquin River,804.1,2017,4,4,20.7449402006,20,20,97.68029953989999,96,96,479.9362877155,96,96,479.9362877155
FMWT,Confluence,Confluence,Lower San Joaquin River,804.1,2018,4,4,23.1697742969,20,20,121.0016079965,95,95,537.1943469585,95,95,537.1943469585
FMWT,Confluence,Confluence,Lower San Joaquin River,804.1,2019,5,5,32.3647635927,21,21,109.3081740828,98,98,475.9383162611,98,98,475.9383162611
FMWT,Confluence,Confluence,Lower San Joaquin River,804.1,2020,4,4,20.592543417599998,20,20,108.46510357759999,97,97,533.1437554828,97,97,533.1437554828
FMWT,Confluence,Confluence,Lower San Joaquin River,806,2002,4,4,15.6985938956,20,20,79.9959468077,96,96,405.38608180069997,96,96,405.38608180069997
FMWT,Confluence,Confluence,Lower San Joaquin River,806,2003,4,4,20.5065686287,20,20,101.8850130452,96,96,530.0754044047,96,96,530.0754044047
FMWT,Confluence,Confluence,Lower San Joaquin River,806,2004,4,4,22.666289830799997,20,20,107.2907857252,96,96,504.6869629802,96,96,504.6869629802
FMWT,Confluence,Confluence,Lower San Joaquin River,806,2005,4,4,19.8780037841,20,20,100.30123666639999,96,96,471.83481722299996,96,96,471.83481722299996
FMWT,Confluence,Confluence,Lower San Joaquin River,806,2006,4,4,19.8245211395,20,20,94.23987027839999,96,96,464.7960986361,96,96,464.7960986361
FMWT,Confluence,Confluence,Lower San Joaquin River,806,2007,4,4,21.6768609057,20,20,110.0687202923,96,96,495.8125820109,96,96,495.8125820109
FMWT,Confluence,Confluence,Lower San Joaquin River,806,2008,4,4,22.2967995173,20,20,111.9305489148,94,94,497.5188508983,94,94,497.5188508983
FMWT,Confluence,Confluence,Lower San Joaquin River,806,2009,4,4,20.235129830299996,20,20,102.16594069989999,95,95,467.2652140618,95,95,467.2652140618
FMWT,Confluence,Confluence,Lower San Joaquin River,806,2010,4,4,22.000057102099998,20,20,108.7224528621,96,96,518.1674648304,96,96,518.1674648304
FMWT,Confluence,Confluence,Lower San Joaquin River,806,2011,4,4,20.9637589777,20,20,105.87780875979999,96,96,497.9705779664,96,96,497.9705779664
FMWT,Confluence,Confluence,Lower San Joaquin River,806,2012,4,4,20.6658663981,20,20,90.8520610382,96,96,464.4582378436,96,96,464.4582378436
FMWT,Confluence,Confluence,Lower San Joaquin River,806,2013,4,4,17.2826578155,20,20,84.3197023284,96,96,426.2322364685,96,96,426.2322364685
FMWT,Confluence,Confluence,Lower San Joaquin River,806,2014,4,4,17.8079954052,20,20,92.5140485962,96,96,462.34394813529997,96,96,462.34394813529997
FMWT,Confluence,Confluence,Lower San Joaquin River,806,2015,4,4,18.644164924000002,20,20,93.3936368211,96,96,442.2235472039,96,96,442.2235472039
FMWT,Confluence,Confluence,Lower San Joaquin River,806,2016,4,4,19.1349975817,20,20,94.2073781341,96,96,451.6744480787,96,96,451.6744480787
FMWT,Confluence,Confluence,Lower San Joaquin River,806,2017,4,4,19.6928273157,20,20,97.68029953989999,96,96,479.9362877155,96,96,479.9362877155
FMWT,Confluence,Confluence,Lower San Joaquin River,806,2018,4,4,23.5867088919,20,20,121.0016079965,95,95,537.1943469585,95,95,537.1943469585
FMWT,Confluence,Confluence,Lower San Joaquin River,806,2019,4,4,16.6282142719,21,21,109.3081740828,98,98,475.9383162611,98,98,475.9383162611
FMWT,Confluence,Confluence,Lower San Joaquin River,806,2020,4,4,22.052102041199998,20,20,108.46510357759999,97,97,533.1437554828,97,97,533.1437554828
FMWT,Confluence,Confluence,Lower San Joaquin River,807,2002,4,4,15.130125140899999,20,20,79.9959468077,96,96,405.38608180069997,96,96,405.38608180069997
FMWT,Confluence,Confluence,Lower San Joaquin River,807,2003,4,4,20.1546183223,20,20,101.8850130452,96,96,530.0754044047,96,96,530.0754044047
FMWT,Confluence,Confluence,Lower San Joaquin River,807,2004,4,4,20.3190918315,20,20,107.2907857252,96,96,504.6869629802,96,96,504.6869629802
FMWT,Confluence,Confluence,Lower San Joaquin River,807,2005,4,4,19.258352713599997,20,20,100.30123666639999,96,96,471.83481722299996,96,96,471.83481722299996
FMWT,Confluence,Confluence,Lower San Joaquin River,807,2006,4,4,17.059813463,20,20,94.23987027839999,96,96,464.7960986361,96,96,464.7960986361
FMWT,Confluence,Confluence,Lower San Joaquin River,807,2007,4,4,21.099765918,20,20,110.0687202923,96,96,495.8125820109,96,96,495.8125820109
FMWT,Confluence,Confluence,Lower San Joaquin River,807,2008,4,4,21.397083415399997,20,20,111.9305489148,94,94,497.5188508983,94,94,497.5188508983
FMWT,Confluence,Confluence,Lower San Joaquin River,807,2009,4,4,21.0060275194,20,20,102.16594069989999,95,95,467.2652140618,95,95,467.2652140618
FMWT,Confluence,Confluence,Lower San Joaquin River,807,2010,4,4,20.907400922100003,20,20,108.7224528621,96,96,518.1674648304,96,96,518.1674648304
FMWT,Confluence,Confluence,Lower San Joaquin River,807,2011,4,4,21.5141126431,20,20,105.87780875979999,96,96,497.9705779664,96,96,497.9705779664
FMWT,Confluence,Confluence,Lower San Joaquin River,807,2012,4,4,18.047517141500002,20,20,90.8520610382,96,96,464.4582378436,96,96,464.4582378436
FMWT,Confluence,Confluence,Lower San Joaquin River,807,2013,4,4,16.435849276,20,20,84.3197023284,96,96,426.2322364685,96,96,426.2322364685
FMWT,Confluence,Confluence,Lower San Joaquin River,807,2014,4,4,18.5113209358,20,20,92.5140485962,96,96,462.34394813529997,96,96,462.34394813529997
FMWT,Confluence,Confluence,Lower San Joaquin River,807,2015,4,4,18.956722099700002,20,20,93.3936368211,96,96,442.2235472039,96,96,442.2235472039
FMWT,Confluence,Confluence,Lower San Joaquin River,807,2016,4,4,19.558833163099997,20,20,94.2073781341,96,96,451.6744480787,96,96,451.6744480787
FMWT,Confluence,Confluence,Lower San Joaquin River,807,2017,4,4,19.561996115199996,20,20,97.68029953989999,96,96,479.9362877155,96,96,479.9362877155
FMWT,Confluence,Confluence,Lower San Joaquin River,807,2018,4,4,25.300741389000002,20,20,121.0016079965,95,95,537.1943469585,95,95,537.1943469585
FMWT,Confluence,Confluence,Lower San Joaquin River,807,2019,4,4,17.8281232822,21,21,109.3081740828,98,98,475.9383162611,98,98,475.9383162611
FMWT,Confluence,Confluence,Lower San Joaquin River,807,2020,4,4,22.7007947628,20,20,108.46510357759999,97,97,533.1437554828,97,97,533.1437554828
FMWT,Confluence,Confluence,Lower San Joaquin River,808,2002,4,4,15.940991042899999,20,20,79.9959468077,96,96,405.38608180069997,96,96,405.38608180069997
FMWT,Confluence,Confluence,Lower San Joaquin River,808,2003,4,4,19.619216794099998,20,20,101.8850130452,96,96,530.0754044047,96,96,530.0754044047
